month,country_code,channel_id,plan_id,subs_start,new_subs,reactivated_subs,expansion_subs,contraction_subs,subs_end,mrr_start,mrr_new,mrr_reactivation,mrr_expansion,mrr_contraction,mrr_fx,churned_voluntary_subs,mrr_churn_voluntary,churned_involuntary_subs,mrr_churn_involuntary,churned_refund_subs,mrr_churn_refund,churned_chargeback_subs,mrr_churn_chargeback,mrr_end,mrr_net_new
2024-02,AU,CH05,P12M,7,3,0,0,0,9,38.12,16.34,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-5.45,0,0.0,49.01,10.89
2024-02,AU,CH06,P1M,33,18,0,0,0,33,389.7,212.56,0.0,0.0,0.0,0.0,10,-118.09,8,-94.47,0,0.0,0,0.0,389.7,0.0
2024-02,AU,CH06,P3M,8,5,0,0,0,12,72.65,45.41,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,-9.08,0,0.0,108.98,36.33
2024-02,AU,CH06,P12M,13,9,0,0,0,19,70.79,49.01,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2,-10.89,1,-5.45,103.46,32.67
2024-02,AU,CH07,P1M,15,4,0,0,0,16,177.14,47.24,0.0,0.0,0.0,0.0,3,-35.43,0,0.0,0,0.0,0,0.0,188.95,11.81
2024-02,AU,CH07,P3M,6,4,0,0,0,10,54.49,36.33,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,90.82,36.33
2024-02,AU,CH07,P12M,6,1,0,0,0,7,32.67,5.45,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.12,5.45
2024-02,AU,CH08,P1M,14,11,0,0,0,18,165.33,129.9,0.0,0.0,0.0,0.0,6,-70.85,0,0.0,1,-11.81,0,0.0,212.56,47.24
2024-02,AU,CH08,P3M,5,4,0,0,0,8,45.41,36.33,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,0,0.0,0,0.0,72.65,27.25
2024-02,AU,CH08,P12M,8,8,0,0,0,16,43.56,43.56,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87.13,43.56
2024-02,AU,CH09,P1M,20,7,0,0,0,14,236.18,82.66,0.0,0.0,0.0,0.0,9,-106.28,4,-47.24,0,0.0,0,0.0,165.33,-70.85
2024-02,AU,CH09,P3M,1,1,0,0,0,1,9.08,9.08,0.0,0.0,0.0,0.0,1,-9.08,0,0.0,0,0.0,0,0.0,9.08,0.0
2024-02,AU,CH09,P12M,14,2,0,0,0,16,76.24,10.89,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87.13,10.89
2024-02,NL,CH01,P1M,38,28,0,0,0,46,445.07,324.34,0.0,0.0,0.0,-2.45,16,-187.4,3,-35.14,1,-11.58,0,0.0,532.85,87.77
2024-02,NL,CH01,P3M,19,10,0,0,0,28,171.14,89.08,0.0,0.0,0.0,-1.78,1,-9.01,0,0.0,0,0.0,0,0.0,249.44,78.29
2024-02,NL,CH01,P12M,33,12,1,0,0,46,178.23,64.1,5.34,0.0,0.0,-1.96,0,0.0,0,0.0,0,0.0,0,0.0,245.71,67.48
2024-02,NL,CH02,P1M,18,8,1,0,0,17,210.82,92.67,11.58,0.0,0.0,-1.03,8,-93.7,1,-11.71,1,-11.71,0,0.0,196.92,-13.9
2024-02,NL,CH02,P3M,11,4,0,0,0,13,99.08,35.63,0.0,0.0,0.0,-0.89,2,-18.02,0,0.0,0,0.0,0,0.0,115.81,16.73
2024-02,NL,CH02,P12M,18,6,0,0,0,24,97.22,32.05,0.0,0.0,0.0,-1.07,0,0.0,0,0.0,0,0.0,0,0.0,128.2,30.98
2024-02,NL,CH03,P1M,13,5,0,0,0,15,152.26,57.92,0.0,0.0,0.0,-1.29,3,-35.14,0,0.0,0,0.0,0,0.0,173.75,21.49
2024-02,NL,CH03,P3M,1,2,0,0,0,3,9.01,17.82,0.0,0.0,0.0,-0.1,0,0.0,0,0.0,0,0.0,0,0.0,26.73,17.72
2024-02,NL,CH03,P12M,6,1,0,0,0,7,32.41,5.34,0.0,0.0,0.0,-0.36,0,0.0,0,0.0,0,0.0,0,0.0,37.39,4.99
2024-02,NL,CH04,P1M,1,2,0,0,0,3,11.71,23.17,0.0,0.0,0.0,-0.13,0,0.0,0,0.0,0,0.0,0,0.0,34.75,23.04
2024-02,NL,CH04,P12M,3,0,0,0,0,3,16.2,0.0,0.0,0.0,0.0,-0.18,0,0.0,0,0.0,0,0.0,0,0.0,16.02,-0.18
2024-02,NL,CH05,P1M,19,9,0,0,0,21,222.54,104.25,0.0,0.0,0.0,-1.55,4,-46.85,3,-35.14,0,0.0,0,0.0,243.26,20.72
2024-02,NL,CH05,P3M,5,2,0,0,1,6,47.74,17.82,0.0,0.0,-2.68,-0.43,1,-9.01,0,0.0,0,0.0,0,0.0,53.45,5.71
2024-02,NL,CH05,P12M,14,4,0,0,0,18,75.61,21.37,0.0,0.0,0.0,-0.83,0,0.0,0,0.0,0,0.0,0,0.0,96.15,20.53
2024-02,NL,CH06,P1M,9,10,0,0,0,14,105.41,115.84,0.0,0.0,0.0,-0.52,4,-46.85,0,0.0,0,0.0,1,-11.71,162.17,56.76
2024-02,NL,CH06,P3M,5,2,0,0,0,7,45.04,17.82,0.0,0.0,0.0,-0.5,0,0.0,0,0.0,0,0.0,0,0.0,62.36,17.32
2024-02,NL,CH06,P12M,8,5,0,0,1,13,46.81,26.71,0.0,0.0,-3.57,-0.51,0,0.0,0,0.0,0,0.0,0,0.0,69.44,22.63
2024-02,NL,CH07,P1M,6,6,0,0,0,11,70.27,69.5,0.0,0.0,0.0,-0.64,1,-11.71,0,0.0,0,0.0,0,0.0,127.42,57.15
2024-02,NL,CH07,P3M,1,1,0,0,0,2,9.01,8.91,0.0,0.0,0.0,-0.1,0,0.0,0,0.0,0,0.0,0,0.0,17.82,8.81
2024-02,NL,CH07,P12M,2,3,0,0,0,4,10.8,16.02,0.0,0.0,0.0,-0.12,0,0.0,0,0.0,1,-5.34,0,0.0,21.37,10.56
2024-02,NL,CH08,P1M,10,4,0,0,0,12,117.12,46.33,0.0,0.0,0.0,-1.03,2,-23.42,0,0.0,0,0.0,0,0.0,139.0,21.88
2024-02,NL,CH08,P3M,4,0,0,0,0,4,36.03,0.0,0.0,0.0,0.0,-0.4,0,0.0,0,0.0,0,0.0,0,0.0,35.63,-0.4
2024-02,NL,CH08,P12M,6,6,0,0,0,12,32.41,32.05,0.0,0.0,0.0,-0.36,0,0.0,0,0.0,0,0.0,0,0.0,64.1,31.69
2024-02,NL,CH09,P1M,9,2,0,1,0,9,102.71,23.17,0.0,2.68,0.0,-0.87,2,-23.42,0,0.0,0,0.0,0,0.0,104.25,1.55
2024-02,NL,CH09,P3M,4,0,0,0,0,4,36.03,0.0,0.0,0.0,0.0,-0.4,0,0.0,0,0.0,0,0.0,0,0.0,35.63,-0.4
2024-02,NL,CH09,P12M,11,4,0,0,0,15,59.41,21.37,0.0,0.0,0.0,-0.65,0,0.0,0,0.0,0,0.0,0,0.0,80.12,20.71
2024-02,CH,CH01,P1M,26,12,0,1,0,29,337.84,155.59,0.0,2.99,0.0,-2.56,7,-91.77,1,-13.11,1,-12.97,0,0.0,376.01,38.18
2024-02,CH,CH01,P3M,11,3,0,0,1,11,113.93,29.91,0.0,0.0,-2.99,-0.92,3,-30.25,0,0.0,0,0.0,0,0.0,109.69,-4.25
2024-02,CH,CH01,P12M,16,8,1,0,0,25,96.73,47.83,5.98,0.0,0.0,-1.06,0,0.0,0,0.0,0,0.0,0,0.0,149.47,52.75
2024-02,CH,CH02,P1M,10,10,0,0,0,16,131.1,129.66,0.0,0.0,0.0,-0.87,1,-13.11,2,-26.22,1,-13.11,0,0.0,207.46,76.35
2024-02,CH,CH02,P3M,3,3,0,0,0,5,30.25,29.91,0.0,0.0,0.0,-0.22,1,-10.08,0,0.0,0,0.0,0,0.0,49.86,19.61
2024-02,CH,CH02,P12M,4,4,0,0,0,7,24.18,23.92,0.0,0.0,0.0,-0.27,0,0.0,0,0.0,1,-5.98,0,0.0,41.85,17.67
2024-02,CH,CH03,P1M,3,1,0,0,0,4,39.33,12.97,0.0,0.0,0.0,-0.43,0,0.0,0,0.0,0,0.0,0,0.0,51.86,12.53
2024-02,CH,CH03,P3M,2,1,0,0,0,3,20.16,9.97,0.0,0.0,0.0,-0.22,0,0.0,0,0.0,0,0.0,0,0.0,29.91,9.75
2024-02,CH,CH03,P12M,6,2,0,0,0,8,36.27,11.96,0.0,0.0,0.0,-0.4,0,0.0,0,0.0,0,0.0,0,0.0,47.83,11.56
2024-02,CH,CH04,P1M,3,1,0,0,0,1,39.33,12.97,0.0,0.0,0.0,0.0,2,-26.22,0,0.0,1,-13.11,0,0.0,12.97,-26.36
2024-02,CH,CH04,P3M,1,0,0,0,0,1,10.08,0.0,0.0,0.0,0.0,-0.11,0,0.0,0,0.0,0,0.0,0,0.0,9.97,-0.11
2024-02,CH,CH04,P12M,1,0,0,0,0,1,6.05,0.0,0.0,0.0,0.0,-0.07,0,0.0,0,0.0,0,0.0,0,0.0,5.98,-0.07
2024-02,CH,CH05,P1M,10,6,0,0,0,11,131.1,77.8,0.0,0.0,0.0,-0.72,4,-52.44,0,0.0,0,0.0,1,-13.11,142.63,11.52
2024-02,CH,CH05,P3M,7,1,0,0,1,8,73.6,9.97,0.0,0.0,-2.99,-0.81,0,0.0,0,0.0,0,0.0,0,0.0,79.77,6.17
2024-02,CH,CH05,P12M,4,1,0,0,0,5,24.18,5.98,0.0,0.0,0.0,-0.27,0,0.0,0,0.0,0,0.0,0,0.0,29.89,5.71
2024-02,CH,CH06,P1M,11,3,0,0,0,10,144.21,38.9,0.0,0.0,0.0,-1.01,4,-52.44,0,0.0,0,0.0,0,0.0,129.66,-14.55
2024-02,CH,CH06,P3M,3,3,0,0,0,4,30.25,29.91,0.0,0.0,0.0,-0.11,2,-20.16,0,0.0,0,0.0,0,0.0,39.89,9.64
2024-02,CH,CH06,P12M,6,4,0,0,0,9,36.27,23.92,0.0,0.0,0.0,-0.4,0,0.0,0,0.0,1,-5.98,0,0.0,53.81,17.54
2024-02,CH,CH07,P1M,2,6,0,0,0,7,26.22,77.8,0.0,0.0,0.0,-0.29,0,0.0,0,0.0,1,-12.97,0,0.0,90.76,64.54
2024-02,CH,CH07,P3M,3,0,0,0,1,3,33.27,0.0,0.0,0.0,-2.99,-0.37,0,0.0,0,0.0,0,0.0,0,0.0,29.91,-3.36
2024-02,CH,CH07,P12M,0,3,0,0,0,3,0.0,17.94,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17.94,17.94
2024-02,CH,CH08,P1M,6,6,0,0,0,8,78.66,77.8,0.0,0.0,0.0,-0.43,2,-26.22,1,-13.11,1,-12.97,0,0.0,103.73,25.07
2024-02,CH,CH08,P3M,4,0,0,0,0,2,40.33,0.0,0.0,0.0,0.0,-0.22,2,-20.16,0,0.0,0,0.0,0,0.0,19.94,-20.39
2024-02,CH,CH08,P12M,1,2,0,0,0,3,6.05,11.96,0.0,0.0,0.0,-0.07,0,0.0,0,0.0,0,0.0,0,0.0,17.94,11.89
2024-02,CH,CH09,P1M,9,1,0,0,0,7,117.99,12.97,0.0,0.0,0.0,-0.87,3,-39.33,0,0.0,0,0.0,0,0.0,90.76,-27.23
2024-02,CH,CH09,P3M,3,0,0,0,0,2,30.25,0.0,0.0,0.0,0.0,-0.22,1,-10.08,0,0.0,0,0.0,0,0.0,19.94,-10.3
2024-02,CH,CH09,P12M,8,0,0,0,0,8,48.36,0.0,0.0,0.0,0.0,-0.53,0,0.0,0,0.0,0,0.0,0,0.0,47.83,-0.53
2024-02,SE,CH01,P1M,19,10,0,0,0,24,215.42,112.13,0.0,0.0,0.0,-1.75,4,-45.35,1,-11.34,0,0.0,0,0.0,269.11,53.7
2024-02,SE,CH01,P3M,16,2,0,0,0,14,139.51,17.25,0.0,0.0,0.0,-1.15,3,-26.16,1,-8.72,0,0.0,0,0.0,120.73,-18.78
2024-02,SE,CH01,P12M,12,9,0,0,0,21,62.74,46.54,0.0,0.0,0.0,-0.69,0,0.0,0,0.0,0,0.0,0,0.0,108.58,45.85
2024-02,SE,CH02,P1M,18,10,1,0,0,23,204.08,112.13,11.21,0.0,0.0,-1.5,4,-45.35,1,-11.34,0,0.0,1,-11.34,257.9,53.82
2024-02,SE,CH02,P3M,5,1,0,0,0,5,43.6,8.62,0.0,0.0,0.0,-0.38,1,-8.72,0,0.0,0,0.0,0,0.0,43.12,-0.48
2024-02,SE,CH02,P12M,18,4,0,0,0,22,94.11,20.68,0.0,0.0,0.0,-1.04,0,0.0,0,0.0,0,0.0,0,0.0,113.75,19.65
2024-02,SE,CH03,P1M,7,5,1,0,0,11,79.36,56.06,11.21,0.0,0.0,-0.62,2,-22.68,0,0.0,0,0.0,0,0.0,123.34,43.98
2024-02,SE,CH03,P3M,6,0,0,0,0,6,52.32,0.0,0.0,0.0,0.0,-0.58,0,0.0,0,0.0,0,0.0,0,0.0,51.74,-0.58
2024-02,SE,CH03,P12M,3,1,0,0,0,4,15.68,5.17,0.0,0.0,0.0,-0.17,0,0.0,0,0.0,0,0.0,0,0.0,20.68,5.0
2024-02,SE,CH05,P1M,16,7,2,0,0,18,181.4,78.49,22.43,0.0,0.0,-1.12,5,-56.69,1,-11.34,1,-11.34,0,0.0,201.83,20.43
2024-02,SE,CH05,P3M,9,2,0,0,0,9,78.47,17.25,0.0,0.0,0.0,-0.67,2,-17.44,0,0.0,0,0.0,0,0.0,77.61,-0.86
2024-02,SE,CH05,P12M,4,1,0,0,0,5,20.91,5.17,0.0,0.0,0.0,-0.23,0,0.0,0,0.0,0,0.0,0,0.0,25.85,4.94
2024-02,SE,CH06,P1M,8,10,0,0,0,15,90.7,112.13,0.0,0.0,0.0,-0.75,2,-22.68,0,0.0,1,-11.21,0,0.0,168.19,77.49
2024-02,SE,CH06,P3M,7,2,0,0,0,9,61.03,17.25,0.0,0.0,0.0,-0.67,0,0.0,0,0.0,0,0.0,0,0.0,77.61,16.58
2024-02,SE,CH06,P12M,7,7,0,0,0,14,36.6,36.19,0.0,0.0,0.0,-0.4,0,0.0,0,0.0,0,0.0,0,0.0,72.39,35.79
2024-02,SE,CH07,P1M,4,0,0,0,0,3,45.35,0.0,0.0,0.0,0.0,-0.37,1,-11.34,0,0.0,0,0.0,0,0.0,33.64,-11.71
2024-02,SE,CH07,P3M,2,2,0,0,0,4,17.44,17.25,0.0,0.0,0.0,-0.19,0,0.0,0,0.0,0,0.0,0,0.0,34.49,17.05
2024-02,SE,CH07,P12M,2,1,0,0,0,3,10.46,5.17,0.0,0.0,0.0,-0.12,0,0.0,0,0.0,0,0.0,0,0.0,15.51,5.06
2024-02,SE,CH08,P1M,4,3,0,0,0,5,45.35,33.64,0.0,0.0,0.0,-0.25,2,-22.68,0,0.0,0,0.0,0,0.0,56.06,10.71
2024-02,SE,CH08,P3M,2,1,0,0,0,3,17.44,8.62,0.0,0.0,0.0,-0.19,0,0.0,0,0.0,0,0.0,0,0.0,25.87,8.43
2024-02,SE,CH08,P12M,3,2,0,0,0,4,15.68,10.34,0.0,0.0,0.0,-0.12,0,0.0,0,0.0,0,0.0,1,-5.23,20.68,5.0
2024-02,SE,CH09,P1M,4,1,0,0,0,3,45.35,11.21,0.0,0.0,0.0,-0.25,2,-22.68,0,0.0,0,0.0,0,0.0,33.64,-11.71
2024-02,SE,CH09,P3M,2,0,0,0,0,1,17.44,0.0,0.0,0.0,0.0,-0.1,1,-8.72,0,0.0,0,0.0,0,0.0,8.62,-8.82
2024-02,SE,CH09,P12M,3,2,0,0,0,5,15.68,10.34,0.0,0.0,0.0,-0.17,0,0.0,0,0.0,0,0.0,0,0.0,25.85,10.17
2024-02,ES,CH01,P1M,43,28,0,0,0,53,503.64,324.34,0.0,0.0,0.0,-3.22,16,-187.4,2,-23.42,0,0.0,0,0.0,613.93,110.3
2024-02,ES,CH01,P3M,20,10,0,0,1,28,182.86,89.08,0.0,0.0,-2.68,-1.81,2,-18.02,0,0.0,0,0.0,0,0.0,249.44,66.58
2024-02,ES,CH01,P12M,24,9,0,0,0,33,129.62,48.07,0.0,0.0,0.0,-1.43,0,0.0,0,0.0,0,0.0,0,0.0,176.27,46.65
2024-02,ES,CH02,P1M,25,20,1,0,0,38,292.81,231.67,11.58,0.0,0.0,-2.19,8,-93.7,0,0.0,0,0.0,0,0.0,440.18,147.37
2024-02,ES,CH02,P3M,19,3,0,0,1,19,173.85,26.73,0.0,0.0,-2.68,-1.61,3,-27.02,0,0.0,0,0.0,0,0.0,169.26,-4.59
2024-02,ES,CH02,P12M,21,10,0,0,0,30,113.42,53.41,0.0,0.0,0.0,-1.25,0,0.0,0,0.0,1,-5.34,0,0.0,160.24,46.83
2024-02,ES,CH03,P1M,9,10,0,0,0,16,105.41,115.84,0.0,0.0,0.0,-0.77,3,-35.14,0,0.0,0,0.0,0,0.0,185.34,79.93
2024-02,ES,CH03,P3M,6,6,0,0,0,11,54.05,53.45,0.0,0.0,0.0,-0.5,1,-9.01,0,0.0,0,0.0,0,0.0,97.99,43.95
2024-02,ES,CH03,P12M,8,4,0,0,0,11,43.21,21.37,0.0,0.0,0.0,-0.48,0,0.0,0,0.0,1,-5.34,0,0.0,58.76,15.55
2024-02,ES,CH05,P1M,22,6,0,0,0,20,257.67,69.5,0.0,0.0,0.0,-1.8,7,-81.99,1,-11.71,0,0.0,0,0.0,231.67,-26.0
2024-02,ES,CH05,P3M,11,3,0,0,0,14,99.08,26.73,0.0,0.0,0.0,-1.09,0,0.0,0,0.0,0,0.0,0,0.0,124.72,25.64
2024-02,ES,CH05,P12M,8,2,0,0,0,10,43.21,10.68,0.0,0.0,0.0,-0.48,0,0.0,0,0.0,0,0.0,0,0.0,53.41,10.21
2024-02,ES,CH06,P1M,28,9,0,0,0,27,327.95,104.25,0.0,0.0,0.0,-2.32,9,-105.41,1,-11.71,0,0.0,0,0.0,312.76,-15.19
2024-02,ES,CH06,P3M,13,2,0,0,0,12,117.1,17.82,0.0,0.0,0.0,-0.99,3,-27.02,0,0.0,0,0.0,0,0.0,106.9,-10.2
2024-02,ES,CH06,P12M,13,4,0,0,0,17,70.21,21.37,0.0,0.0,0.0,-0.77,0,0.0,0,0.0,0,0.0,0,0.0,90.81,20.59
2024-02,ES,CH07,P1M,21,4,0,0,0,16,245.96,46.33,0.0,0.0,0.0,-1.55,8,-93.7,1,-11.71,0,0.0,0,0.0,185.34,-60.62
2024-02,ES,CH07,P3M,6,2,0,0,0,8,54.05,17.82,0.0,0.0,0.0,-0.59,0,0.0,0,0.0,0,0.0,0,0.0,71.27,17.22
2024-02,ES,CH07,P12M,8,2,0,0,0,10,43.21,10.68,0.0,0.0,0.0,-0.48,0,0.0,0,0.0,0,0.0,0,0.0,53.41,10.21
2024-02,ES,CH08,P1M,15,7,0,0,0,16,175.69,81.09,0.0,0.0,0.0,-1.16,5,-58.56,1,-11.71,0,0.0,0,0.0,185.34,9.65
2024-02,ES,CH08,P3M,4,2,0,0,0,5,36.03,17.82,0.0,0.0,0.0,-0.3,1,-9.01,0,0.0,0,0.0,0,0.0,44.54,8.51
2024-02,ES,CH08,P12M,14,1,0,0,0,15,75.61,5.34,0.0,0.0,0.0,-0.83,0,0.0,0,0.0,0,0.0,0,0.0,80.12,4.51
2024-02,ES,CH09,P1M,7,6,0,0,0,9,81.99,69.5,0.0,0.0,0.0,-0.39,4,-46.85,0,0.0,0,0.0,0,0.0,104.25,22.27
2024-02,ES,CH09,P3M,8,2,0,0,0,9,72.06,17.82,0.0,0.0,0.0,-0.79,0,0.0,0,0.0,1,-8.91,0,0.0,80.18,8.12
2024-02,ES,CH09,P12M,5,4,0,0,0,9,27.0,21.37,0.0,0.0,0.0,-0.3,0,0.0,0,0.0,0,0.0,0,0.0,48.07,21.07
2024-02,IT,CH01,P1M,45,28,1,0,0,56,522.74,321.68,11.49,0.0,0.0,-3.45,16,-185.86,2,-23.23,0,0.0,0,0.0,643.37,120.63
2024-02,IT,CH01,P3M,17,9,0,0,0,25,151.87,79.52,0.0,0.0,0.0,-1.57,1,-8.93,0,0.0,0,0.0,0,0.0,220.89,69.01
2024-02,IT,CH01,P12M,30,13,0,0,0,42,160.7,68.87,0.0,0.0,0.0,-1.77,0,0.0,0,0.0,1,-5.3,0,0.0,222.5,61.81
2024-02,IT,CH02,P1M,27,20,0,0,0,35,313.64,229.77,0.0,0.0,0.0,-2.04,8,-92.93,2,-23.23,1,-11.49,1,-11.62,402.1,88.46
2024-02,IT,CH02,P3M,13,3,0,0,0,15,116.14,26.51,0.0,0.0,0.0,-1.28,0,0.0,0,0.0,1,-8.84,0,0.0,132.53,16.39
2024-02,IT,CH02,P12M,20,5,0,0,0,25,107.13,26.49,0.0,0.0,0.0,-1.18,0,0.0,0,0.0,0,0.0,0,0.0,132.44,25.31
2024-02,IT,CH03,P1M,12,10,0,0,0,16,139.4,114.89,0.0,0.0,0.0,-0.77,6,-69.7,0,0.0,0,0.0,0,0.0,183.82,44.42
2024-02,IT,CH03,P3M,9,5,0,0,1,13,83.09,44.18,0.0,0.0,-2.65,-0.82,1,-8.93,0,0.0,0,0.0,0,0.0,114.86,31.77
2024-02,IT,CH03,P12M,8,2,0,0,0,9,42.85,10.6,0.0,0.0,0.0,-0.47,0,0.0,0,0.0,1,-5.3,0,0.0,47.68,4.83
2024-02,IT,CH05,P1M,29,8,1,0,0,25,336.88,91.91,11.49,0.0,0.0,-2.17,8,-92.93,4,-46.47,1,-11.49,0,0.0,287.22,-49.66
2024-02,IT,CH05,P3M,7,3,0,0,0,10,62.54,26.51,0.0,0.0,0.0,-0.69,0,0.0,0,0.0,0,0.0,0,0.0,88.35,25.82
2024-02,IT,CH05,P12M,18,4,0,0,1,22,102.68,21.19,0.0,0.0,-6.19,-1.13,0,0.0,0,0.0,0,0.0,0,0.0,116.55,13.87
2024-02,IT,CH06,P1M,25,12,1,0,0,25,290.41,137.86,11.49,0.0,0.0,-1.53,8,-92.93,2,-23.23,0,0.0,3,-34.85,287.22,-3.19
2024-02,IT,CH06,P3M,18,4,0,0,0,21,160.81,35.34,0.0,0.0,0.0,-1.67,1,-8.93,0,0.0,0,0.0,0,0.0,185.54,24.74
2024-02,IT,CH06,P12M,15,4,0,0,0,19,80.35,21.19,0.0,0.0,0.0,-0.88,0,0.0,0,0.0,0,0.0,0,0.0,100.66,20.31
2024-02,IT,CH07,P1M,16,6,0,0,0,16,185.86,68.93,0.0,0.0,0.0,-1.28,5,-58.08,1,-11.62,0,0.0,0,0.0,183.82,-2.04
2024-02,IT,CH07,P3M,7,0,0,0,0,6,62.54,0.0,0.0,0.0,0.0,-0.59,1,-8.93,0,0.0,0,0.0,0,0.0,53.01,-9.52
2024-02,IT,CH07,P12M,13,1,0,0,0,14,69.64,5.3,0.0,0.0,0.0,-0.77,0,0.0,0,0.0,0,0.0,0,0.0,74.17,4.53
2024-02,IT,CH08,P1M,16,11,0,0,0,17,185.86,126.38,0.0,0.0,0.0,-0.77,8,-92.93,2,-23.23,0,0.0,0,0.0,195.31,9.44
2024-02,IT,CH08,P3M,8,4,0,0,0,11,71.47,35.34,0.0,0.0,0.0,-0.79,0,0.0,0,0.0,1,-8.84,0,0.0,97.19,25.72
2024-02,IT,CH08,P12M,11,1,0,0,1,12,62.5,5.3,0.0,0.0,-3.54,-0.69,0,0.0,0,0.0,0,0.0,0,0.0,63.57,1.07
2024-02,IT,CH09,P1M,9,7,0,0,0,11,104.55,80.42,0.0,0.0,0.0,-0.51,5,-58.08,0,0.0,0,0.0,0,0.0,126.38,21.83
2024-02,IT,CH09,P3M,3,0,1,0,0,3,26.8,0.0,8.84,0.0,0.0,-0.2,1,-8.93,0,0.0,0,0.0,0,0.0,26.51,-0.29
2024-02,IT,CH09,P12M,2,0,1,0,0,3,10.71,0.0,5.3,0.0,0.0,-0.12,0,0.0,0,0.0,0,0.0,0,0.0,15.89,5.18
2024-02,PL,CH01,P1M,33,15,0,0,0,32,380.23,170.93,0.0,0.0,0.0,-2.15,14,-161.31,2,-23.04,0,0.0,0,0.0,364.65,-15.58
2024-02,PL,CH01,P3M,7,4,0,0,0,10,62.03,35.05,0.0,0.0,0.0,-0.58,1,-8.86,0,0.0,0,0.0,0,0.0,87.64,25.61
2024-02,PL,CH01,P12M,22,8,0,0,0,28,116.89,42.04,0.0,0.0,0.0,-1.29,0,0.0,0,0.0,2,-10.51,0,0.0,147.13,30.24
2024-02,PL,CH02,P1M,18,12,0,0,0,20,207.4,136.74,0.0,0.0,0.0,-1.27,7,-80.65,0,0.0,2,-22.79,1,-11.52,227.91,20.51
2024-02,PL,CH02,P3M,6,3,0,0,0,8,53.17,26.29,0.0,0.0,0.0,-0.49,1,-8.86,0,0.0,0,0.0,0,0.0,70.11,16.94
2024-02,PL,CH02,P12M,12,8,0,0,0,19,63.76,42.04,0.0,0.0,0.0,-0.7,0,0.0,0,0.0,1,-5.25,0,0.0,99.84,36.08
2024-02,PL,CH03,P1M,13,4,0,0,0,14,149.79,45.58,0.0,0.0,0.0,-1.27,3,-34.57,0,0.0,0,0.0,0,0.0,159.53,9.75
2024-02,PL,CH03,P3M,1,0,0,0,0,1,8.86,0.0,0.0,0.0,0.0,-0.1,0,0.0,0,0.0,0,0.0,0,0.0,8.76,-0.1
2024-02,PL,CH03,P12M,6,2,0,0,0,8,31.88,10.51,0.0,0.0,0.0,-0.35,0,0.0,0,0.0,0,0.0,0,0.0,42.04,10.16
2024-02,PL,CH05,P1M,8,7,0,0,0,13,92.18,79.77,0.0,0.0,0.0,-0.76,2,-23.04,0,0.0,0,0.0,0,0.0,148.14,55.96
2024-02,PL,CH05,P3M,6,0,0,0,0,5,53.17,0.0,0.0,0.0,0.0,-0.49,1,-8.86,0,0.0,0,0.0,0,0.0,43.82,-9.35
2024-02,PL,CH05,P12M,6,3,0,0,0,8,31.88,15.76,0.0,0.0,0.0,-0.35,0,0.0,0,0.0,1,-5.25,0,0.0,42.04,10.16
2024-02,PL,CH06,P1M,15,9,0,0,0,20,172.83,102.56,0.0,0.0,0.0,-1.39,2,-23.04,2,-23.04,0,0.0,0,0.0,227.91,55.08
2024-02,PL,CH06,P3M,9,2,0,0,0,9,79.75,17.53,0.0,0.0,0.0,-0.68,2,-17.72,0,0.0,0,0.0,0,0.0,78.87,-0.88
2024-02,PL,CH06,P12M,5,4,0,0,0,9,26.57,21.02,0.0,0.0,0.0,-0.29,0,0.0,0,0.0,0,0.0,0,0.0,47.29,20.73
2024-02,PL,CH07,P1M,6,7,0,0,0,11,69.13,79.77,0.0,0.0,0.0,-0.51,2,-23.04,0,0.0,0,0.0,0,0.0,125.35,56.22
2024-02,PL,CH07,P3M,3,0,0,0,0,3,26.58,0.0,0.0,0.0,0.0,-0.29,0,0.0,0,0.0,0,0.0,0,0.0,26.29,-0.29
2024-02,PL,CH07,P12M,3,4,0,0,0,7,15.94,21.02,0.0,0.0,0.0,-0.18,0,0.0,0,0.0,0,0.0,0,0.0,36.78,20.84
2024-02,PL,CH08,P1M,16,6,0,0,0,15,184.35,68.37,0.0,0.0,0.0,-1.14,7,-80.65,0,0.0,0,0.0,0,0.0,170.93,-13.42
2024-02,PL,CH08,P3M,11,4,0,0,0,12,97.47,35.05,0.0,0.0,0.0,-0.78,3,-26.58,0,0.0,0,0.0,0,0.0,105.16,7.69
2024-02,PL,CH08,P12M,10,2,0,0,0,12,53.13,10.51,0.0,0.0,0.0,-0.58,0,0.0,0,0.0,0,0.0,0,0.0,63.06,9.92
2024-02,PL,CH09,P1M,5,3,0,0,0,6,57.61,34.19,0.0,0.0,0.0,-0.38,2,-23.04,0,0.0,0,0.0,0,0.0,68.37,10.76
