month,scenario,line_id,line_item,section,amount_usd,year,month_num
2025-04,Actual,O3,"SEO, community & CRM",Opex - S&M,-40889.53,2025,4
2025-05,Actual,O3,"SEO, community & CRM",Opex - S&M,-43370.8,2025,5
2025-06,Actual,O3,"SEO, community & CRM",Opex - S&M,-43941.22,2025,6
2025-07,Actual,O3,"SEO, community & CRM",Opex - S&M,-47641.35,2025,7
2025-08,Actual,O3,"SEO, community & CRM",Opex - S&M,-48636.74,2025,8
2025-09,Actual,O3,"SEO, community & CRM",Opex - S&M,-49629.25,2025,9
2025-10,Actual,O3,"SEO, community & CRM",Opex - S&M,-53342.29,2025,10
2025-11,Actual,O3,"SEO, community & CRM",Opex - S&M,-58947.29,2025,11
2025-12,Actual,O3,"SEO, community & CRM",Opex - S&M,-57562.2,2025,12
2026-01,Actual,O3,"SEO, community & CRM",Opex - S&M,-60052.72,2026,1
2026-02,Actual,O3,"SEO, community & CRM",Opex - S&M,-56886.76,2026,2
2026-03,Actual,O3,"SEO, community & CRM",Opex - S&M,-61221.49,2026,3
2026-04,Actual,O3,"SEO, community & CRM",Opex - S&M,-61948.62,2026,4
2026-05,Actual,O3,"SEO, community & CRM",Opex - S&M,-64688.59,2026,5
2026-06,Actual,O3,"SEO, community & CRM",Opex - S&M,-64671.23,2026,6
2026-07,Actual,O3,"SEO, community & CRM",Opex - S&M,-69321.64,2026,7
2026-08,Actual,O3,"SEO, community & CRM",Opex - S&M,-75080.4,2026,8
2024-01,Actual,O4,Brand & content marketing,Opex - S&M,-5000.0,2024,1
2024-02,Actual,O4,Brand & content marketing,Opex - S&M,-5645.16,2024,2
2024-03,Actual,O4,Brand & content marketing,Opex - S&M,-6290.32,2024,3
2024-04,Actual,O4,Brand & content marketing,Opex - S&M,-6935.48,2024,4
2024-05,Actual,O4,Brand & content marketing,Opex - S&M,-7580.65,2024,5
2024-06,Actual,O4,Brand & content marketing,Opex - S&M,-8225.81,2024,6
2024-07,Actual,O4,Brand & content marketing,Opex - S&M,-8870.97,2024,7
2024-08,Actual,O4,Brand & content marketing,Opex - S&M,-9516.13,2024,8
2024-09,Actual,O4,Brand & content marketing,Opex - S&M,-10161.29,2024,9
2024-10,Actual,O4,Brand & content marketing,Opex - S&M,-10806.45,2024,10
2024-11,Actual,O4,Brand & content marketing,Opex - S&M,-11451.61,2024,11
2024-12,Actual,O4,Brand & content marketing,Opex - S&M,-12096.77,2024,12
2025-01,Actual,O4,Brand & content marketing,Opex - S&M,-12741.94,2025,1
2025-02,Actual,O4,Brand & content marketing,Opex - S&M,-13387.1,2025,2
2025-03,Actual,O4,Brand & content marketing,Opex - S&M,-14032.26,2025,3
2025-04,Actual,O4,Brand & content marketing,Opex - S&M,-14677.42,2025,4
2025-05,Actual,O4,Brand & content marketing,Opex - S&M,-15322.58,2025,5
2025-06,Actual,O4,Brand & content marketing,Opex - S&M,-15967.74,2025,6
2025-07,Actual,O4,Brand & content marketing,Opex - S&M,-16612.9,2025,7
2025-08,Actual,O4,Brand & content marketing,Opex - S&M,-17258.06,2025,8
2025-09,Actual,O4,Brand & content marketing,Opex - S&M,-17903.23,2025,9
2025-10,Actual,O4,Brand & content marketing,Opex - S&M,-18548.39,2025,10
2025-11,Actual,O4,Brand & content marketing,Opex - S&M,-19193.55,2025,11
2025-12,Actual,O4,Brand & content marketing,Opex - S&M,-19838.71,2025,12
2026-01,Actual,O4,Brand & content marketing,Opex - S&M,-20483.87,2026,1
2026-02,Actual,O4,Brand & content marketing,Opex - S&M,-21129.03,2026,2
2026-03,Actual,O4,Brand & content marketing,Opex - S&M,-21774.19,2026,3
2026-04,Actual,O4,Brand & content marketing,Opex - S&M,-22419.35,2026,4
2026-05,Actual,O4,Brand & content marketing,Opex - S&M,-23064.52,2026,5
2026-06,Actual,O4,Brand & content marketing,Opex - S&M,-23709.68,2026,6
2026-07,Actual,O4,Brand & content marketing,Opex - S&M,-24354.84,2026,7
2026-08,Actual,O4,Brand & content marketing,Opex - S&M,-25000.0,2026,8
2024-01,Actual,O5,Payroll - R&D,Opex - R&D,-69239.06,2024,1
2024-02,Actual,O5,Payroll - R&D,Opex - R&D,-69061.3,2024,2
2024-03,Actual,O5,Payroll - R&D,Opex - R&D,-75535.04,2024,3
2024-04,Actual,O5,Payroll - R&D,Opex - R&D,-76934.42,2024,4
2024-05,Actual,O5,Payroll - R&D,Opex - R&D,-86652.22,2024,5
2024-06,Actual,O5,Payroll - R&D,Opex - R&D,-92344.22,2024,6
2024-07,Actual,O5,Payroll - R&D,Opex - R&D,-100390.05,2024,7
2024-08,Actual,O5,Payroll - R&D,Opex - R&D,-104864.47,2024,8
2024-09,Actual,O5,Payroll - R&D,Opex - R&D,-106321.71,2024,9
2024-10,Actual,O5,Payroll - R&D,Opex - R&D,-113222.84,2024,10
2024-11,Actual,O5,Payroll - R&D,Opex - R&D,-122595.96,2024,11
2024-12,Actual,O5,Payroll - R&D,Opex - R&D,-123029.45,2024,12
2025-01,Actual,O5,Payroll - R&D,Opex - R&D,-132968.8,2025,1
2025-02,Actual,O5,Payroll - R&D,Opex - R&D,-135368.72,2025,2
2025-03,Actual,O5,Payroll - R&D,Opex - R&D,-141080.79,2025,3
2025-04,Actual,O5,Payroll - R&D,Opex - R&D,-139157.1,2025,4
2025-05,Actual,O5,Payroll - R&D,Opex - R&D,-147575.5,2025,5
2025-06,Actual,O5,Payroll - R&D,Opex - R&D,-149504.72,2025,6
2025-07,Actual,O5,Payroll - R&D,Opex - R&D,-147599.79,2025,7
2025-08,Actual,O5,Payroll - R&D,Opex - R&D,-158905.67,2025,8
2025-09,Actual,O5,Payroll - R&D,Opex - R&D,-156795.42,2025,9
2025-10,Actual,O5,Payroll - R&D,Opex - R&D,-165469.24,2025,10
2025-11,Actual,O5,Payroll - R&D,Opex - R&D,-167593.77,2025,11
2025-12,Actual,O5,Payroll - R&D,Opex - R&D,-171847.23,2025,12
2026-01,Actual,O5,Payroll - R&D,Opex - R&D,-178601.77,2026,1
2026-02,Actual,O5,Payroll - R&D,Opex - R&D,-185750.43,2026,2
2026-03,Actual,O5,Payroll - R&D,Opex - R&D,-191921.23,2026,3
2026-04,Actual,O5,Payroll - R&D,Opex - R&D,-201255.65,2026,4
2026-05,Actual,O5,Payroll - R&D,Opex - R&D,-203664.85,2026,5
2026-06,Actual,O5,Payroll - R&D,Opex - R&D,-211920.53,2026,6
2026-07,Actual,O5,Payroll - R&D,Opex - R&D,-211872.27,2026,7
2026-08,Actual,O5,Payroll - R&D,Opex - R&D,-211593.59,2026,8
2024-01,Actual,O6,Payroll - Support & Trust,Opex - G&A,-6093.46,2024,1
2024-02,Actual,O6,Payroll - Support & Trust,Opex - G&A,-6221.54,2024,2
2024-03,Actual,O6,Payroll - Support & Trust,Opex - G&A,-6269.71,2024,3
2024-04,Actual,O6,Payroll - Support & Trust,Opex - G&A,-6197.98,2024,4
2024-05,Actual,O6,Payroll - Support & Trust,Opex - G&A,-6266.66,2024,5
2024-06,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12569.5,2024,6
2024-07,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12570.19,2024,7
2024-08,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12413.4,2024,8
2024-09,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12542.15,2024,9
2024-10,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12327.3,2024,10
2024-11,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12362.26,2024,11
2024-12,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12559.53,2024,12
2025-01,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12787.89,2025,1
2025-02,Actual,O6,Payroll - Support & Trust,Opex - G&A,-12819.93,2025,2
2025-03,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19296.36,2025,3
2025-04,Actual,O6,Payroll - Support & Trust,Opex - G&A,-18996.16,2025,4
2025-05,Actual,O6,Payroll - Support & Trust,Opex - G&A,-18981.75,2025,5
2025-06,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19410.47,2025,6
2025-07,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19333.24,2025,7
2025-08,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19116.39,2025,8
2025-09,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19252.69,2025,9
2025-10,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19228.54,2025,10
2025-11,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19438.7,2025,11
2025-12,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19282.32,2025,12
2026-01,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19914.61,2026,1
2026-02,Actual,O6,Payroll - Support & Trust,Opex - G&A,-19719.77,2026,2
2026-03,Actual,O6,Payroll - Support & Trust,Opex - G&A,-26397.45,2026,3
2026-04,Actual,O6,Payroll - Support & Trust,Opex - G&A,-26662.73,2026,4
2026-05,Actual,O6,Payroll - Support & Trust,Opex - G&A,-26642.83,2026,5
2026-06,Actual,O6,Payroll - Support & Trust,Opex - G&A,-26169.29,2026,6
2026-07,Actual,O6,Payroll - Support & Trust,Opex - G&A,-26206.98,2026,7
2026-08,Actual,O6,Payroll - Support & Trust,Opex - G&A,-26408.39,2026,8
2024-01,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-10798.22,2024,1
2024-02,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-10788.39,2024,2
2024-03,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-11101.5,2024,3
2024-04,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-11044.64,2024,4
2024-05,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-16500.57,2024,5
2024-06,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-16811.84,2024,6
2024-07,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-16634.29,2024,7
2024-08,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-16726.18,2024,8
2024-09,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-16266.3,2024,9
2024-10,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-16572.84,2024,10
2024-11,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-22262.54,2024,11
2024-12,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-21854.43,2024,12
2025-01,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-23006.35,2025,1
2025-02,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-22706.93,2025,2
2025-03,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-23090.93,2025,3
2025-04,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-22235.8,2025,4
2025-05,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-22993.67,2025,5
2025-06,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-22295.99,2025,6
2025-07,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-22961.2,2025,7
2025-08,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-28619.17,2025,8
2025-09,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-27899.16,2025,9
2025-10,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-28831.11,2025,10
2025-11,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-28549.8,2025,11
2025-12,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-28431.74,2025,12
2026-01,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-28728.54,2026,1
2026-02,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-28914.73,2026,2
2026-03,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-28787.05,2026,3
2026-04,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-34969.16,2026,4
2026-05,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-34516.77,2026,5
2026-06,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-35440.28,2026,6
2026-07,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-35636.32,2026,7
2026-08,Actual,O7,Payroll - Sales & Marketing,Opex - S&M,-35230.12,2026,8
2024-01,Actual,O8,Payroll - G&A,Opex - G&A,-37454.42,2024,1
2024-02,Actual,O8,Payroll - G&A,Opex - G&A,-37372.5,2024,2
2024-03,Actual,O8,Payroll - G&A,Opex - G&A,-37176.76,2024,3
2024-04,Actual,O8,Payroll - G&A,Opex - G&A,-36976.45,2024,4
2024-05,Actual,O8,Payroll - G&A,Opex - G&A,-37737.8,2024,5
2024-06,Actual,O8,Payroll - G&A,Opex - G&A,-37385.38,2024,6
2024-07,Actual,O8,Payroll - G&A,Opex - G&A,-37229.28,2024,7
2024-08,Actual,O8,Payroll - G&A,Opex - G&A,-44194.53,2024,8
2024-09,Actual,O8,Payroll - G&A,Opex - G&A,-43929.17,2024,9
2024-10,Actual,O8,Payroll - G&A,Opex - G&A,-44081.5,2024,10
2024-11,Actual,O8,Payroll - G&A,Opex - G&A,-44150.56,2024,11
2024-12,Actual,O8,Payroll - G&A,Opex - G&A,-44059.22,2024,12
2025-01,Actual,O8,Payroll - G&A,Opex - G&A,-45457.83,2025,1
2025-02,Actual,O8,Payroll - G&A,Opex - G&A,-45490.91,2025,2
2025-03,Actual,O8,Payroll - G&A,Opex - G&A,-64245.33,2025,3
2025-04,Actual,O8,Payroll - G&A,Opex - G&A,-64272.44,2025,4
2025-05,Actual,O8,Payroll - G&A,Opex - G&A,-63625.3,2025,5
2025-06,Actual,O8,Payroll - G&A,Opex - G&A,-64606.92,2025,6
2025-07,Actual,O8,Payroll - G&A,Opex - G&A,-64733.47,2025,7
2025-08,Actual,O8,Payroll - G&A,Opex - G&A,-64560.86,2025,8
2025-09,Actual,O8,Payroll - G&A,Opex - G&A,-63606.75,2025,9
2025-10,Actual,O8,Payroll - G&A,Opex - G&A,-64472.38,2025,10
2025-11,Actual,O8,Payroll - G&A,Opex - G&A,-63256.91,2025,11
2025-12,Actual,O8,Payroll - G&A,Opex - G&A,-70660.22,2025,12
2026-01,Actual,O8,Payroll - G&A,Opex - G&A,-72651.07,2026,1
2026-02,Actual,O8,Payroll - G&A,Opex - G&A,-72160.91,2026,2
2026-03,Actual,O8,Payroll - G&A,Opex - G&A,-72774.03,2026,3
2026-04,Actual,O8,Payroll - G&A,Opex - G&A,-71613.36,2026,4
2026-05,Actual,O8,Payroll - G&A,Opex - G&A,-72293.81,2026,5
2026-06,Actual,O8,Payroll - G&A,Opex - G&A,-72537.93,2026,6
2026-07,Actual,O8,Payroll - G&A,Opex - G&A,-73114.92,2026,7
2026-08,Actual,O8,Payroll - G&A,Opex - G&A,-72984.98,2026,8
2024-01,Actual,O9,Outsourced support (BPO),Opex - G&A,-2585.4,2024,1
2024-02,Actual,O9,Outsourced support (BPO),Opex - G&A,-2920.2,2024,2
2024-03,Actual,O9,Outsourced support (BPO),Opex - G&A,-3149.6,2024,3
2024-04,Actual,O9,Outsourced support (BPO),Opex - G&A,-3493.7,2024,4
2024-05,Actual,O9,Outsourced support (BPO),Opex - G&A,-4225.3,2024,5
2024-06,Actual,O9,Outsourced support (BPO),Opex - G&A,-4237.7,2024,6
2024-07,Actual,O9,Outsourced support (BPO),Opex - G&A,-5099.5,2024,7
2024-08,Actual,O9,Outsourced support (BPO),Opex - G&A,-5226.6,2024,8
2024-09,Actual,O9,Outsourced support (BPO),Opex - G&A,-5642.0,2024,9
2024-10,Actual,O9,Outsourced support (BPO),Opex - G&A,-6327.1,2024,10
2024-11,Actual,O9,Outsourced support (BPO),Opex - G&A,-7058.7,2024,11
2024-12,Actual,O9,Outsourced support (BPO),Opex - G&A,-7901.9,2024,12
2025-01,Actual,O9,Outsourced support (BPO),Opex - G&A,-8363.8,2025,1
2025-02,Actual,O9,Outsourced support (BPO),Opex - G&A,-8143.7,2025,2
2025-03,Actual,O9,Outsourced support (BPO),Opex - G&A,-7867.8,2025,3
2025-04,Actual,O9,Outsourced support (BPO),Opex - G&A,-8110.8,2025,4
2025-05,Actual,O9,Outsourced support (BPO),Opex - G&A,-8777.7,2025,5
2025-06,Actual,O9,Outsourced support (BPO),Opex - G&A,-8564.4,2025,6
2025-07,Actual,O9,Outsourced support (BPO),Opex - G&A,-10335.6,2025,7
2025-08,Actual,O9,Outsourced support (BPO),Opex - G&A,-11129.4,2025,8
2025-09,Actual,O9,Outsourced support (BPO),Opex - G&A,-11607.3,2025,9
2025-10,Actual,O9,Outsourced support (BPO),Opex - G&A,-12854.7,2025,10
2025-11,Actual,O9,Outsourced support (BPO),Opex - G&A,-14442.3,2025,11
2025-12,Actual,O9,Outsourced support (BPO),Opex - G&A,-15384.6,2025,12
2026-01,Actual,O9,Outsourced support (BPO),Opex - G&A,-16005.6,2026,1
2026-02,Actual,O9,Outsourced support (BPO),Opex - G&A,-16362.0,2026,2
2026-03,Actual,O9,Outsourced support (BPO),Opex - G&A,-17817.3,2026,3
2026-04,Actual,O9,Outsourced support (BPO),Opex - G&A,-19367.1,2026,4
2026-05,Actual,O9,Outsourced support (BPO),Opex - G&A,-19286.1,2026,5
2026-06,Actual,O9,Outsourced support (BPO),Opex - G&A,-20069.1,2026,6
2026-07,Actual,O9,Outsourced support (BPO),Opex - G&A,-23106.6,2026,7
2026-08,Actual,O9,Outsourced support (BPO),Opex - G&A,-25045.2,2026,8
2024-01,Actual,O10,Age assurance & compliance,Opex - G&A,-6000.0,2024,1
2024-02,Actual,O10,Age assurance & compliance,Opex - G&A,-6290.32,2024,2
2024-03,Actual,O10,Age assurance & compliance,Opex - G&A,-6580.65,2024,3
2024-04,Actual,O10,Age assurance & compliance,Opex - G&A,-6870.97,2024,4
2024-05,Actual,O10,Age assurance & compliance,Opex - G&A,-7161.29,2024,5
2024-06,Actual,O10,Age assurance & compliance,Opex - G&A,-7451.61,2024,6
2024-07,Actual,O10,Age assurance & compliance,Opex - G&A,-7741.94,2024,7
2024-08,Actual,O10,Age assurance & compliance,Opex - G&A,-8032.26,2024,8
2024-09,Actual,O10,Age assurance & compliance,Opex - G&A,-8322.58,2024,9
2024-10,Actual,O10,Age assurance & compliance,Opex - G&A,-8612.9,2024,10
2024-11,Actual,O10,Age assurance & compliance,Opex - G&A,-8903.23,2024,11
2024-12,Actual,O10,Age assurance & compliance,Opex - G&A,-9193.55,2024,12
2025-01,Actual,O10,Age assurance & compliance,Opex - G&A,-9483.87,2025,1
2025-02,Actual,O10,Age assurance & compliance,Opex - G&A,-9774.19,2025,2
2025-03,Actual,O10,Age assurance & compliance,Opex - G&A,-10064.52,2025,3
2025-04,Actual,O10,Age assurance & compliance,Opex - G&A,-10354.84,2025,4
2025-05,Actual,O10,Age assurance & compliance,Opex - G&A,-10645.16,2025,5
2025-06,Actual,O10,Age assurance & compliance,Opex - G&A,-10935.48,2025,6
2025-07,Actual,O10,Age assurance & compliance,Opex - G&A,-13144.91,2025,7
2025-08,Actual,O10,Age assurance & compliance,Opex - G&A,-18953.73,2025,8
2025-09,Actual,O10,Age assurance & compliance,Opex - G&A,-19084.45,2025,9
2025-10,Actual,O10,Age assurance & compliance,Opex - G&A,-19830.17,2025,10
2025-11,Actual,O10,Age assurance & compliance,Opex - G&A,-21348.1,2025,11
2025-12,Actual,O10,Age assurance & compliance,Opex - G&A,-21061.82,2025,12
2026-01,Actual,O10,Age assurance & compliance,Opex - G&A,-21236.64,2026,1
2026-02,Actual,O10,Age assurance & compliance,Opex - G&A,-21624.16,2026,2
2026-03,Actual,O10,Age assurance & compliance,Opex - G&A,-21611.49,2026,3
2026-04,Actual,O10,Age assurance & compliance,Opex - G&A,-21996.61,2026,4
2026-05,Actual,O10,Age assurance & compliance,Opex - G&A,-22005.23,2026,5
2026-06,Actual,O10,Age assurance & compliance,Opex - G&A,-22555.35,2026,6
2026-07,Actual,O10,Age assurance & compliance,Opex - G&A,-24211.28,2026,7
2026-08,Actual,O10,Age assurance & compliance,Opex - G&A,-25220.4,2026,8
2024-01,Actual,O11,Software & tools,Opex - G&A,-12000.0,2024,1
2024-02,Actual,O11,Software & tools,Opex - G&A,-13064.52,2024,2
2024-03,Actual,O11,Software & tools,Opex - G&A,-14129.03,2024,3
2024-04,Actual,O11,Software & tools,Opex - G&A,-15193.55,2024,4
2024-05,Actual,O11,Software & tools,Opex - G&A,-16258.06,2024,5
2024-06,Actual,O11,Software & tools,Opex - G&A,-17322.58,2024,6
2024-07,Actual,O11,Software & tools,Opex - G&A,-18387.1,2024,7
2024-08,Actual,O11,Software & tools,Opex - G&A,-19451.61,2024,8
2024-09,Actual,O11,Software & tools,Opex - G&A,-20516.13,2024,9
2024-10,Actual,O11,Software & tools,Opex - G&A,-21580.65,2024,10
2024-11,Actual,O11,Software & tools,Opex - G&A,-22645.16,2024,11
2024-12,Actual,O11,Software & tools,Opex - G&A,-23709.68,2024,12
2025-01,Actual,O11,Software & tools,Opex - G&A,-24774.19,2025,1
2025-02,Actual,O11,Software & tools,Opex - G&A,-25838.71,2025,2
2025-03,Actual,O11,Software & tools,Opex - G&A,-26903.23,2025,3
2025-04,Actual,O11,Software & tools,Opex - G&A,-27967.74,2025,4
2025-05,Actual,O11,Software & tools,Opex - G&A,-29032.26,2025,5
2025-06,Actual,O11,Software & tools,Opex - G&A,-30096.77,2025,6
2025-07,Actual,O11,Software & tools,Opex - G&A,-31161.29,2025,7
2025-08,Actual,O11,Software & tools,Opex - G&A,-32225.81,2025,8
2025-09,Actual,O11,Software & tools,Opex - G&A,-33290.32,2025,9
2025-10,Actual,O11,Software & tools,Opex - G&A,-34354.84,2025,10
2025-11,Actual,O11,Software & tools,Opex - G&A,-35419.35,2025,11
2025-12,Actual,O11,Software & tools,Opex - G&A,-36483.87,2025,12
2026-01,Actual,O11,Software & tools,Opex - G&A,-37548.39,2026,1
2026-02,Actual,O11,Software & tools,Opex - G&A,-38612.9,2026,2
2026-03,Actual,O11,Software & tools,Opex - G&A,-39677.42,2026,3
2026-04,Actual,O11,Software & tools,Opex - G&A,-40741.94,2026,4
2026-05,Actual,O11,Software & tools,Opex - G&A,-41806.45,2026,5
2026-06,Actual,O11,Software & tools,Opex - G&A,-42870.97,2026,6
2026-07,Actual,O11,Software & tools,Opex - G&A,-43935.48,2026,7
2026-08,Actual,O11,Software & tools,Opex - G&A,-45000.0,2026,8
2024-01,Actual,O12,"Office, travel & other G&A",Opex - G&A,-8000.0,2024,1
2024-02,Actual,O12,"Office, travel & other G&A",Opex - G&A,-8451.61,2024,2
2024-03,Actual,O12,"Office, travel & other G&A",Opex - G&A,-8903.23,2024,3
2024-04,Actual,O12,"Office, travel & other G&A",Opex - G&A,-9354.84,2024,4
2024-05,Actual,O12,"Office, travel & other G&A",Opex - G&A,-9806.45,2024,5
2024-06,Actual,O12,"Office, travel & other G&A",Opex - G&A,-10258.06,2024,6
2024-07,Actual,O12,"Office, travel & other G&A",Opex - G&A,-10709.68,2024,7
2024-08,Actual,O12,"Office, travel & other G&A",Opex - G&A,-11161.29,2024,8
2024-09,Actual,O12,"Office, travel & other G&A",Opex - G&A,-11612.9,2024,9
2024-10,Actual,O12,"Office, travel & other G&A",Opex - G&A,-12064.52,2024,10
2024-11,Actual,O12,"Office, travel & other G&A",Opex - G&A,-12516.13,2024,11
2024-12,Actual,O12,"Office, travel & other G&A",Opex - G&A,-12967.74,2024,12
2025-01,Actual,O12,"Office, travel & other G&A",Opex - G&A,-13419.35,2025,1
2025-02,Actual,O12,"Office, travel & other G&A",Opex - G&A,-13870.97,2025,2
2025-03,Actual,O12,"Office, travel & other G&A",Opex - G&A,-14322.58,2025,3
2025-04,Actual,O12,"Office, travel & other G&A",Opex - G&A,-14774.19,2025,4
2025-05,Actual,O12,"Office, travel & other G&A",Opex - G&A,-15225.81,2025,5
2025-06,Actual,O12,"Office, travel & other G&A",Opex - G&A,-15677.42,2025,6
2025-07,Actual,O12,"Office, travel & other G&A",Opex - G&A,-16129.03,2025,7
2025-08,Actual,O12,"Office, travel & other G&A",Opex - G&A,-16580.65,2025,8
2025-09,Actual,O12,"Office, travel & other G&A",Opex - G&A,-17032.26,2025,9
2025-10,Actual,O12,"Office, travel & other G&A",Opex - G&A,-17483.87,2025,10
2025-11,Actual,O12,"Office, travel & other G&A",Opex - G&A,-17935.48,2025,11
2025-12,Actual,O12,"Office, travel & other G&A",Opex - G&A,-18387.1,2025,12
2026-01,Actual,O12,"Office, travel & other G&A",Opex - G&A,-18838.71,2026,1
2026-02,Actual,O12,"Office, travel & other G&A",Opex - G&A,-19290.32,2026,2
2026-03,Actual,O12,"Office, travel & other G&A",Opex - G&A,-19741.94,2026,3
2026-04,Actual,O12,"Office, travel & other G&A",Opex - G&A,-20193.55,2026,4
2026-05,Actual,O12,"Office, travel & other G&A",Opex - G&A,-20645.16,2026,5
2026-06,Actual,O12,"Office, travel & other G&A",Opex - G&A,-21096.77,2026,6
2026-07,Actual,O12,"Office, travel & other G&A",Opex - G&A,-21548.39,2026,7
2026-08,Actual,O12,"Office, travel & other G&A",Opex - G&A,-22000.0,2026,8
2025-01,Budget,R1,Subscription revenue (recognised),Revenue,384676.36,2025,1
2025-02,Budget,R1,Subscription revenue (recognised),Revenue,406743.84,2025,2
2025-03,Budget,R1,Subscription revenue (recognised),Revenue,417510.59,2025,3
2025-04,Budget,R1,Subscription revenue (recognised),Revenue,437133.58,2025,4
2025-05,Budget,R1,Subscription revenue (recognised),Revenue,457678.86,2025,5
2025-06,Budget,R1,Subscription revenue (recognised),Revenue,479189.77,2025,6
2025-07,Budget,R1,Subscription revenue (recognised),Revenue,501711.69,2025,7
2025-08,Budget,R1,Subscription revenue (recognised),Revenue,525292.14,2025,8
2025-09,Budget,R1,Subscription revenue (recognised),Revenue,549980.87,2025,9
2025-10,Budget,R1,Subscription revenue (recognised),Revenue,575829.97,2025,10
2025-11,Budget,R1,Subscription revenue (recognised),Revenue,639067.62,2025,11
2025-12,Budget,R1,Subscription revenue (recognised),Revenue,650166.89,2025,12
2026-01,Budget,R1,Subscription revenue (recognised),Revenue,762747.76,2026,1
2026-02,Budget,R1,Subscription revenue (recognised),Revenue,801111.71,2026,2
2026-03,Budget,R1,Subscription revenue (recognised),Revenue,816819.78,2026,3
2026-04,Budget,R1,Subscription revenue (recognised),Revenue,849492.57,2026,4
2026-05,Budget,R1,Subscription revenue (recognised),Revenue,883472.27,2026,5
2026-06,Budget,R1,Subscription revenue (recognised),Revenue,918811.17,2026,6
2026-07,Budget,R1,Subscription revenue (recognised),Revenue,955563.61,2026,7
2026-08,Budget,R1,Subscription revenue (recognised),Revenue,993786.16,2026,8
2026-09,Budget,R1,Subscription revenue (recognised),Revenue,1033537.6,2026,9
2026-10,Budget,R1,Subscription revenue (recognised),Revenue,1074879.11,2026,10
2026-11,Budget,R1,Subscription revenue (recognised),Revenue,1184946.73,2026,11
2026-12,Budget,R1,Subscription revenue (recognised),Revenue,1197466.92,2026,12
2025-01,Budget,R2,Token pack revenue,Revenue,161750.04,2025,1
2025-02,Budget,R2,Token pack revenue,Revenue,172825.91,2025,2
2025-03,Budget,R2,Token pack revenue,Revenue,179264.53,2025,3
2025-04,Budget,R2,Token pack revenue,Revenue,189661.87,2025,4
2025-05,Budget,R2,Token pack revenue,Revenue,200662.26,2025,5
2025-06,Budget,R2,Token pack revenue,Revenue,212300.67,2025,6
2025-07,Budget,R2,Token pack revenue,Revenue,224614.11,2025,7
2025-08,Budget,R2,Token pack revenue,Revenue,237641.73,2025,8
2025-09,Budget,R2,Token pack revenue,Revenue,251424.95,2025,9
2025-10,Budget,R2,Token pack revenue,Revenue,266007.59,2025,10
2025-11,Budget,R2,Token pack revenue,Revenue,298322.2,2025,11
2025-12,Budget,R2,Token pack revenue,Revenue,306692.1,2025,12
