date,campaign_id,channel_id,spend_usd,impressions,clicks,free_signups,new_paid_subscribers,reactivated_subscribers,first_payment_net_revenue_usd
2025-01-06,CMP006,CH02,167.47,620437.0,3723.0,348,13,0,412.82
2025-01-06,CMP007,CH02,154.35,484287.0,2906.0,305,6,0,198.09
2025-01-06,CMP008,CH02,459.19,2537952.0,15228.0,1465,33,0,1175.81
2025-01-06,CMP009,CH02,127.78,406859.0,2441.0,192,9,0,220.65
2025-01-06,CMP010,CH02,39.8,92525.0,555.0,44,2,0,44.25
2025-01-06,CMP011,CH02,38.45,149677.0,898.0,72,0,0,0.0
2025-01-06,CMP012,CH03,202.55,209018.0,1881.0,266,7,0,188.64
2025-01-06,CMP013,CH03,141.62,165357.0,1488.0,160,5,0,257.69
2025-01-06,CMP014,CH03,139.21,191488.0,1723.0,185,3,0,52.78
2025-01-06,CMP015,CH03,102.78,98901.0,890.0,107,3,0,84.74
2025-01-06,CMP016,CH03,45.04,63175.0,569.0,53,0,0,0.0
2025-01-06,CMP017,CH03,577.44,747286.0,6726.0,743,28,0,1033.77
2025-01-06,CMP018,CH04,0.0,89715.0,1077.0,164,11,0,237.79
2025-01-06,CMP019,CH04,0.0,22535.0,270.0,38,3,0,147.88
2025-01-06,CMP022,CH05,530.91,565043.0,19777.0,1629,43,0,1503.14
2025-01-06,CMP023,CH05,272.5,9579.0,335.0,26,0,0,0.0
2025-01-06,CMP025,CH06,0.0,,5373.0,983,46,0,1436.06
2025-01-06,CMP026,CH07,147.42,,1686.0,338,15,0,521.87
2025-01-06,CMP027,CH07,65.85,,1003.0,165,9,0,261.91
2025-01-06,CMP028,CH08,493.93,1489158.0,26805.0,1429,18,0,445.27
2025-01-06,CMP029,CH08,11.2,66379.0,1195.0,63,0,0,0.0
2025-01-06,CMP030,CH08,13.29,63976.0,1152.0,54,0,0,0.0
2025-01-06,CMP031,CH09,423.36,766667.0,3833.0,440,13,0,412.1
2025-01-06,CMP032,CH09,48.19,115595.0,578.0,59,2,0,75.87
2025-01-07,CMP001,CH01,1198.5,,13718.0,1691,51,0,1522.95
2025-01-07,CMP002,CH01,235.0,,1903.0,238,10,0,283.5
2025-01-07,CMP003,CH01,47.0,,1144.0,167,2,0,35.93
2025-01-07,CMP004,CH01,23.5,,161.0,25,1,0,11.2
2025-01-07,CMP005,CH01,0.0,,376.0,47,0,0,0.0
2025-01-07,CMP006,CH02,146.39,432098.0,2593.0,254,4,0,136.61
2025-01-07,CMP007,CH02,109.3,398033.0,2388.0,223,8,0,186.77
2025-01-07,CMP008,CH02,404.36,1840862.0,11045.0,1086,16,0,503.85
2025-01-07,CMP009,CH02,90.64,272672.0,1636.0,145,6,0,144.34
2025-01-07,CMP010,CH02,28.55,78160.0,469.0,39,1,0,13.38
2025-01-07,CMP011,CH02,22.97,106899.0,641.0,55,0,0,0.0
2025-01-07,CMP012,CH03,172.23,157314.0,1416.0,168,4,0,214.93
2025-01-07,CMP013,CH03,126.7,137213.0,1235.0,150,3,0,34.94
2025-01-07,CMP014,CH03,116.84,126093.0,1135.0,135,4,0,134.86
2025-01-07,CMP015,CH03,78.54,77021.0,693.0,80,2,0,22.5
2025-01-07,CMP016,CH03,39.54,51294.0,462.0,44,1,0,13.38
2025-01-07,CMP017,CH03,284.08,623547.0,5612.0,623,9,0,247.63
2025-01-07,CMP018,CH04,0.0,70041.0,840.0,125,8,0,271.01
2025-01-07,CMP019,CH04,0.0,12315.0,148.0,23,2,0,24.51
2025-01-07,CMP022,CH05,476.77,329373.0,11528.0,1202,40,0,969.33
2025-01-07,CMP023,CH05,260.5,6989.0,245.0,22,1,0,25.85
2025-01-07,CMP025,CH06,0.0,,4234.0,758,49,0,1107.45
2025-01-07,CMP026,CH07,125.72,,1358.0,237,12,0,374.77
2025-01-07,CMP027,CH07,61.06,,744.0,135,5,0,155.87
2025-01-07,CMP028,CH08,370.25,1211351.0,21804.0,1087,17,0,427.78
2025-01-07,CMP029,CH08,6.69,53453.0,962.0,52,1,0,12.37
2025-01-07,CMP030,CH08,11.27,38996.0,702.0,33,1,0,11.81
2025-01-07,CMP031,CH09,226.77,735783.0,3679.0,340,3,0,51.85
2025-01-07,CMP032,CH09,43.05,86416.0,432.0,34,1,0,28.27
2025-01-08,CMP001,CH01,1245.5,,14240.0,1776,53,0,1480.16
2025-01-08,CMP002,CH01,399.5,,2392.0,283,17,0,584.01
2025-01-08,CMP003,CH01,164.5,,1496.0,189,7,0,130.1
2025-01-08,CMP004,CH01,23.5,,202.0,24,1,0,25.85
2025-01-08,CMP005,CH01,70.5,,333.0,52,3,0,85.54
2025-01-08,CMP006,CH02,148.78,512035.0,3072.0,259,7,0,212.92
2025-01-08,CMP007,CH02,114.54,414671.0,2488.0,238,7,0,250.25
2025-01-08,CMP008,CH02,403.89,2280969.0,13686.0,1116,19,0,431.28
2025-01-08,CMP009,CH02,107.77,342534.0,2055.0,182,4,0,65.04
2025-01-08,CMP010,CH02,25.66,88401.0,530.0,47,0,0,0.0
2025-01-08,CMP011,CH02,22.12,116226.0,697.0,70,1,0,11.81
2025-01-08,CMP012,CH03,199.52,162911.0,1466.0,164,6,0,184.64
2025-01-08,CMP013,CH03,131.09,139382.0,1254.0,133,3,0,62.79
2025-01-08,CMP014,CH03,177.33,132395.0,1192.0,142,5,0,187.65
2025-01-08,CMP015,CH03,81.65,123054.0,1107.0,96,1,0,62.0
2025-01-08,CMP016,CH03,46.13,33626.0,303.0,38,2,0,26.76
2025-01-08,CMP017,CH03,349.06,655903.0,5903.0,614,14,0,318.38
2025-01-08,CMP018,CH04,0.0,66764.0,801.0,124,4,0,48.06
2025-01-08,CMP019,CH04,0.0,12287.0,147.0,27,0,0,0.0
2025-01-08,CMP022,CH05,442.36,459112.0,16069.0,1196,46,0,1519.3
2025-01-08,CMP023,CH05,224.01,7192.0,252.0,20,0,0,0.0
2025-01-08,CMP025,CH06,0.0,,3716.0,801,43,0,1205.83
2025-01-08,CMP026,CH07,118.8,,1558.0,248,12,0,255.34
2025-01-08,CMP027,CH07,68.19,,730.0,117,6,0,174.19
2025-01-08,CMP028,CH08,365.41,1281884.0,23074.0,1168,17,0,428.21
2025-01-08,CMP029,CH08,7.7,65165.0,1173.0,60,0,0,0.0
2025-01-08,CMP030,CH08,9.9,39772.0,716.0,39,0,0,0.0
2025-01-08,CMP031,CH09,294.13,586599.0,2933.0,331,8,0,222.02
2025-01-08,CMP032,CH09,42.3,60258.0,301.0,30,0,0,0.0
2025-01-09,CMP001,CH01,1292.5,,12602.0,1770,55,0,1620.21
2025-01-09,CMP002,CH01,258.5,,2084.0,275,11,0,327.79
2025-01-09,CMP003,CH01,211.5,,994.0,161,9,0,296.64
2025-01-09,CMP004,CH01,23.5,,115.0,17,1,0,62.0
2025-01-09,CMP005,CH01,0.0,,382.0,53,0,0,0.0
2025-01-09,CMP006,CH02,125.13,357703.0,2146.0,246,4,0,65.04
2025-01-09,CMP007,CH02,114.06,447764.0,2687.0,219,9,0,209.42
2025-01-09,CMP008,CH02,456.06,2341902.0,14051.0,1121,13,0,292.16
2025-01-09,CMP009,CH02,108.57,282251.0,1694.0,157,7,0,153.16
2025-01-09,CMP010,CH02,27.65,92161.0,553.0,56,0,0,0.0
2025-01-09,CMP011,CH02,26.65,139661.0,838.0,63,4,0,61.07
2025-01-09,CMP012,CH03,180.94,161144.0,1450.0,149,3,0,92.32
2025-01-09,CMP013,CH03,156.6,148109.0,1333.0,149,7,0,191.79
2025-01-09,CMP014,CH03,100.23,86465.0,778.0,109,3,0,199.23
2025-01-09,CMP015,CH03,67.29,77489.0,697.0,86,2,0,22.13
2025-01-09,CMP016,CH03,44.81,43842.0,395.0,42,2,0,26.76
2025-01-09,CMP017,CH03,273.45,584972.0,5265.0,580,15,0,600.56
2025-01-09,CMP018,CH04,0.0,51421.0,617.0,114,1,0,26.07
2025-01-09,CMP019,CH04,0.0,12650.0,152.0,27,1,0,28.27
2025-01-09,CMP022,CH05,494.64,489554.0,17134.0,1199,36,0,829.68
2025-01-09,CMP023,CH05,222.69,11154.0,390.0,28,1,0,11.2
2025-01-09,CMP025,CH06,0.0,,3918.0,748,41,0,1084.51
2025-01-09,CMP026,CH07,141.83,,1342.0,279,9,0,228.28
2025-01-09,CMP027,CH07,67.08,,620.0,129,5,0,116.9
2025-01-09,CMP028,CH08,361.37,1322780.0,23810.0,1129,17,0,468.9
2025-01-09,CMP029,CH08,6.73,39885.0,718.0,38,0,0,0.0
2025-01-09,CMP030,CH08,10.2,24993.0,450.0,25,3,0,35.43
2025-01-09,CMP031,CH09,310.35,781411.0,3907.0,361,9,0,142.02
2025-01-09,CMP032,CH09,43.75,64311.0,322.0,30,1,0,12.25
2025-01-10,CMP001,CH01,1363.0,,13414.0,1930,58,0,1532.39
2025-01-10,CMP002,CH01,235.0,,2436.0,319,10,0,376.81
2025-01-10,CMP003,CH01,188.0,,1441.0,229,8,0,189.51
2025-01-10,CMP004,CH01,23.5,,168.0,23,1,0,11.2
2025-01-10,CMP005,CH01,0.0,,387.0,62,0,0,0.0
2025-01-10,CMP006,CH02,194.84,592376.0,3554.0,279,10,0,335.76
2025-01-10,CMP007,CH02,140.87,482495.0,2895.0,278,6,0,67.05
2025-01-10,CMP008,CH02,720.82,2167305.0,13004.0,1232,41,0,960.61
2025-01-10,CMP009,CH02,128.46,321774.0,1931.0,175,2,0,54.8
2025-01-10,CMP010,CH02,36.44,123035.0,738.0,56,2,0,26.76
2025-01-10,CMP011,CH02,28.71,148610.0,892.0,66,0,0,0.0
2025-01-10,CMP012,CH03,198.79,195520.0,1760.0,228,2,0,24.51
2025-01-10,CMP013,CH03,148.92,143217.0,1289.0,165,5,0,107.43
2025-01-10,CMP014,CH03,129.43,131619.0,1185.0,142,4,0,104.58
2025-01-10,CMP015,CH03,127.35,101043.0,909.0,98,4,0,59.13
2025-01-10,CMP016,CH03,51.28,43393.0,391.0,41,0,0,0.0
2025-01-10,CMP017,CH03,463.67,617268.0,5555.0,658,16,0,715.38
2025-01-10,CMP018,CH04,0.0,74049.0,889.0,153,6,0,175.04
2025-01-10,CMP019,CH04,0.0,23756.0,285.0,43,1,0,11.5
2025-01-10,CMP022,CH05,447.64,546531.0,19129.0,1384,36,0,1086.35
2025-01-10,CMP023,CH05,267.77,7479.0,262.0,23,1,0,11.2
2025-01-10,CMP025,CH06,0.0,,3962.0,874,38,0,1111.12
2025-01-10,CMP026,CH07,145.01,,1687.0,293,11,0,343.49
2025-01-10,CMP027,CH07,57.49,,1028.0,159,5,0,124.4
2025-01-10,CMP028,CH08,361.34,1457624.0,26237.0,1264,20,0,507.78
2025-01-10,CMP029,CH08,10.8,57769.0,1040.0,48,1,0,61.97
2025-01-10,CMP030,CH08,12.52,41703.0,751.0,40,0,0,0.0
2025-01-10,CMP031,CH09,416.08,888335.0,4442.0,394,9,0,151.47
2025-01-10,CMP032,CH09,40.26,99916.0,500.0,51,1,0,12.25
2025-01-11,CMP001,CH01,1057.5,,12282.0,1777,45,0,1179.61
2025-01-11,CMP002,CH01,258.5,,2007.0,270,11,0,297.27
2025-01-11,CMP003,CH01,164.5,,1385.0,205,7,0,278.28
2025-01-11,CMP004,CH01,23.5,,235.0,35,1,0,11.2
2025-01-11,CMP005,CH01,94.0,,315.0,48,4,0,95.56
2025-01-11,CMP006,CH02,173.65,484074.0,2904.0,276,10,0,246.41
2025-01-11,CMP007,CH02,98.93,397676.0,2386.0,236,3,0,48.47
2025-01-11,CMP008,CH02,596.64,2601221.0,15607.0,1191,27,0,703.9
2025-01-11,CMP009,CH02,88.36,340105.0,2041.0,153,5,0,61.27
2025-01-11,CMP010,CH02,25.27,115764.0,695.0,55,3,0,75.12
2025-01-11,CMP011,CH02,32.48,82910.0,497.0,49,2,0,88.16
2025-01-11,CMP012,CH03,196.36,178542.0,1607.0,167,2,0,24.51
2025-01-11,CMP013,CH03,110.09,166863.0,1502.0,151,4,0,44.64
2025-01-11,CMP014,CH03,130.08,123542.0,1112.0,139,4,0,95.32
2025-01-11,CMP015,CH03,75.5,96636.0,870.0,97,1,0,11.11
2025-01-11,CMP016,CH03,36.78,47873.0,431.0,49,1,0,74.04
2025-01-11,CMP017,CH03,498.17,678461.0,6106.0,606,12,0,335.74
2025-01-11,CMP018,CH04,0.0,73163.0,878.0,133,5,0,139.71
2025-01-11,CMP019,CH04,0.0,26710.0,321.0,46,0,0,0.0
2025-01-11,CMP022,CH05,490.29,375840.0,13154.0,1237,29,0,776.1
2025-01-11,CMP023,CH05,204.51,5680.0,199.0,16,0,0,0.0
2025-01-11,CMP025,CH06,0.0,,3714.0,777,21,0,567.94
2025-01-11,CMP026,CH07,143.34,,1450.0,247,15,0,374.16
2025-01-11,CMP027,CH07,77.13,,730.0,126,9,0,374.62
2025-01-11,CMP028,CH08,360.58,1313339.0,23640.0,1228,19,0,285.22
2025-01-11,CMP029,CH08,8.05,35952.0,647.0,29,0,0,0.0
2025-01-11,CMP030,CH08,13.35,50757.0,914.0,48,1,0,11.01
2025-01-11,CMP031,CH09,283.26,580871.0,2904.0,359,11,0,432.04
2025-01-11,CMP032,CH09,43.84,96403.0,482.0,50,3,0,147.88
2025-01-12,CMP001,CH01,1057.5,,12139.0,1558,45,0,1199.68
2025-01-12,CMP002,CH01,235.0,,1922.0,282,10,0,248.16
2025-01-12,CMP003,CH01,94.0,,1344.0,198,4,0,146.83
2025-01-12,CMP004,CH01,23.5,,170.0,21,1,0,11.2
2025-01-12,CMP005,CH01,23.5,,396.0,53,1,0,11.2
2025-01-12,CMP006,CH02,157.04,436426.0,2619.0,272,9,0,341.04
2025-01-12,CMP007,CH02,131.77,378810.0,2273.0,229,5,0,156.26
2025-01-12,CMP008,CH02,403.35,2124874.0,12749.0,1090,22,0,821.21
2025-01-12,CMP009,CH02,78.59,239463.0,1437.0,124,3,0,106.59
2025-01-12,CMP010,CH02,31.34,60249.0,361.0,33,1,0,13.38
2025-01-12,CMP011,CH02,24.89,95655.0,574.0,51,1,0,11.81
2025-01-12,CMP012,CH03,190.19,151754.0,1366.0,152,6,0,303.37
2025-01-12,CMP013,CH03,121.27,126213.0,1136.0,122,6,0,233.37
2025-01-12,CMP014,CH03,115.71,137240.0,1235.0,142,1,0,12.25
2025-01-12,CMP015,CH03,75.72,82545.0,743.0,90,1,0,26.07
2025-01-12,CMP016,CH03,31.67,28371.0,255.0,32,1,0,13.38
2025-01-12,CMP017,CH03,330.43,599938.0,5399.0,533,8,0,219.99
2025-01-12,CMP018,CH04,0.0,75409.0,905.0,132,3,0,87.01
2025-01-12,CMP019,CH04,0.0,18646.0,224.0,34,1,0,28.27
2025-01-12,CMP022,CH05,415.98,437532.0,15314.0,1200,33,0,954.52
2025-01-12,CMP023,CH05,259.92,6895.0,241.0,18,1,0,11.2
2025-01-12,CMP025,CH06,0.0,,3208.0,740,34,0,891.79
2025-01-12,CMP026,CH07,134.33,,1482.0,239,11,0,302.88
2025-01-12,CMP027,CH07,64.75,,611.0,103,7,0,188.44
2025-01-12,CMP028,CH08,292.96,1232167.0,22179.0,1105,18,0,422.26
2025-01-12,CMP029,CH08,5.69,42458.0,764.0,39,0,0,0.0
2025-01-12,CMP030,CH08,7.4,26604.0,479.0,24,1,0,11.01
2025-01-12,CMP031,CH09,246.11,713413.0,3567.0,330,10,0,443.31
2025-01-12,CMP032,CH09,37.28,87616.0,438.0,44,2,0,56.55
2025-01-13,CMP001,CH01,987.0,,11765.0,1693,42,0,1234.19
2025-01-13,CMP002,CH01,352.5,,2873.0,342,15,0,340.71
2025-01-13,CMP003,CH01,141.0,,1411.0,186,6,0,181.14
2025-01-13,CMP004,CH01,0.0,,167.0,24,0,0,0.0
2025-01-13,CMP005,CH01,0.0,,478.0,57,0,0,0.0
2025-01-13,CMP006,CH02,133.96,542819.0,3257.0,271,6,0,127.57
2025-01-13,CMP007,CH02,139.68,408827.0,2453.0,221,5,0,172.38
2025-01-13,CMP008,CH02,470.62,2284693.0,13708.0,1165,22,0,680.78
2025-01-13,CMP009,CH02,98.84,244554.0,1467.0,141,2,0,80.07
2025-01-13,CMP010,CH02,21.75,78452.0,471.0,45,2,0,26.76
2025-01-13,CMP011,CH02,22.7,120063.0,720.0,64,1,0,11.81
2025-01-13,CMP012,CH03,157.64,232961.0,2097.0,194,4,0,63.52
2025-01-13,CMP013,CH03,141.04,144742.0,1303.0,131,3,0,33.8
2025-01-13,CMP014,CH03,126.5,142455.0,1282.0,146,7,0,244.95
2025-01-13,CMP015,CH03,92.93,53740.0,484.0,66,4,0,58.34
2025-01-13,CMP016,CH03,33.99,38568.0,347.0,39,3,0,100.8
2025-01-13,CMP017,CH03,359.95,565025.0,5085.0,601,11,0,300.14
2025-01-13,CMP018,CH04,0.0,65065.0,781.0,118,3,0,54.93
2025-01-13,CMP019,CH04,0.0,16083.0,193.0,30,2,0,40.53
2025-01-13,CMP022,CH05,440.88,449704.0,15740.0,1202,38,0,1027.48
2025-01-13,CMP023,CH05,221.23,9239.0,323.0,31,2,0,73.2
2025-01-13,CMP025,CH06,0.0,,3859.0,818,38,0,855.63
2025-01-13,CMP026,CH07,142.41,,1417.0,253,6,0,149.95
2025-01-13,CMP027,CH07,62.13,,799.0,139,5,0,124.37
2025-01-13,CMP028,CH08,383.68,1234692.0,22224.0,1127,20,0,570.42
2025-01-13,CMP029,CH08,7.34,47650.0,858.0,38,0,0,0.0
2025-01-13,CMP030,CH08,11.19,46112.0,830.0,41,1,0,11.81
2025-01-13,CMP031,CH09,289.91,761357.0,3807.0,359,8,0,158.36
2025-01-13,CMP032,CH09,50.04,76142.0,381.0,43,0,0,0.0
2025-01-14,CMP001,CH01,1386.5,,11586.0,1556,59,0,1503.97
2025-01-14,CMP002,CH01,188.0,,1807.0,275,8,0,240.43
2025-01-14,CMP003,CH01,141.0,,1082.0,156,6,0,109.47
2025-01-14,CMP004,CH01,23.5,,147.0,23,1,0,62.0
2025-01-14,CMP005,CH01,47.0,,295.0,43,2,0,80.83
2025-01-14,CMP006,CH02,158.28,478112.0,2869.0,245,4,0,176.15
2025-01-14,CMP007,CH02,99.02,422926.0,2538.0,222,5,0,135.75
2025-01-14,CMP008,CH02,499.6,2059240.0,12355.0,1072,20,0,500.99
2025-01-14,CMP009,CH02,81.82,250908.0,1505.0,140,5,0,77.29
2025-01-14,CMP010,CH02,23.99,89119.0,535.0,42,1,0,74.04
2025-01-14,CMP011,CH02,19.75,108052.0,648.0,60,1,0,65.35
2025-01-14,CMP012,CH03,161.97,160772.0,1447.0,158,8,0,169.61
2025-01-14,CMP013,CH03,92.24,96000.0,864.0,119,6,0,95.88
2025-01-14,CMP014,CH03,111.45,144342.0,1299.0,139,2,0,80.07
2025-01-14,CMP015,CH03,72.5,77041.0,693.0,82,3,0,48.38
2025-01-14,CMP016,CH03,41.22,50771.0,457.0,42,1,0,74.04
2025-01-14,CMP017,CH03,361.75,642081.0,5779.0,558,11,0,428.88
2025-01-14,CMP018,CH04,0.0,58249.0,699.0,120,5,0,117.09
2025-01-14,CMP019,CH04,0.0,14027.0,168.0,25,2,0,80.07
2025-01-14,CMP022,CH05,431.9,400450.0,14016.0,1130,31,0,1167.9
2025-01-14,CMP023,CH05,268.78,6860.0,240.0,19,2,0,37.05
2025-01-14,CMP025,CH06,0.0,,4612.0,696,31,0,922.24
2025-01-14,CMP026,CH07,141.45,,1527.0,234,6,0,262.28
2025-01-14,CMP027,CH07,72.01,,683.0,121,5,0,92.82
2025-01-14,CMP028,CH08,359.14,1358038.0,24445.0,1035,17,0,557.67
2025-01-14,CMP029,CH08,8.85,48421.0,872.0,43,0,0,0.0
2025-01-14,CMP030,CH08,11.72,41904.0,754.0,40,0,0,0.0
2025-01-14,CMP031,CH09,269.39,578318.0,2892.0,290,7,0,153.25
2025-01-14,CMP032,CH09,40.46,88097.0,440.0,38,0,0,0.0
2025-01-15,CMP001,CH01,1128.0,,11128.0,1630,48,0,1318.06
2025-01-15,CMP002,CH01,164.5,,2389.0,281,7,0,117.82
2025-01-15,CMP003,CH01,211.5,,1078.0,171,9,0,259.17
2025-01-15,CMP004,CH01,47.0,,182.0,24,2,0,22.41
2025-01-15,CMP005,CH01,0.0,,391.0,58,0,0,0.0
2025-01-15,CMP006,CH02,144.91,389294.0,2336.0,239,10,0,265.7
2025-01-15,CMP007,CH02,128.51,395378.0,2372.0,220,4,0,60.73
2025-01-15,CMP008,CH02,358.9,1869074.0,11214.0,1141,15,0,435.59
2025-01-15,CMP009,CH02,58.68,267382.0,1604.0,146,8,0,225.17
2025-01-15,CMP010,CH02,23.24,78522.0,471.0,41,2,0,87.42
2025-01-15,CMP011,CH02,22.67,101251.0,608.0,54,0,0,0.0
2025-01-15,CMP012,CH03,129.01,169760.0,1528.0,177,14,0,313.2
2025-01-15,CMP013,CH03,140.83,105850.0,953.0,128,6,0,131.96
2025-01-15,CMP014,CH03,113.22,116705.0,1050.0,117,4,0,120.59
2025-01-15,CMP015,CH03,77.5,67639.0,609.0,68,1,0,11.11
2025-01-15,CMP016,CH03,35.5,34120.0,307.0,37,2,0,44.25
2025-01-15,CMP017,CH03,354.1,546640.0,4920.0,641,10,0,174.7
2025-01-15,CMP018,CH04,3788.77,64823.0,778.0,140,6,0,220.7
2025-01-15,CMP019,CH04,859.78,9237.0,111.0,18,1,0,12.25
2025-01-15,CMP022,CH05,456.1,481243.0,16844.0,1201,33,0,1182.38
2025-01-15,CMP023,CH05,231.13,8761.0,307.0,24,0,0,0.0
2025-01-15,CMP025,CH06,0.0,,3715.0,737,27,0,623.92
2025-01-15,CMP026,CH07,129.4,,1443.0,253,14,0,413.36
2025-01-15,CMP027,CH07,77.67,,585.0,105,7,0,209.9
2025-01-15,CMP028,CH08,313.56,1213758.0,21848.0,1109,16,0,394.69
2025-01-15,CMP029,CH08,8.35,34628.0,623.0,35,1,0,68.46
2025-01-15,CMP030,CH08,8.3,40174.0,723.0,32,0,0,0.0
2025-01-15,CMP031,CH09,273.92,551286.0,2756.0,331,12,0,429.12
2025-01-15,CMP032,CH09,58.72,78819.0,394.0,37,4,0,103.06
2025-01-16,CMP001,CH01,1245.5,,11321.0,1792,53,0,1647.8
2025-01-16,CMP002,CH01,329.0,,2267.0,309,14,0,344.24
2025-01-16,CMP003,CH01,94.0,,1405.0,178,4,0,59.09
2025-01-16,CMP004,CH01,0.0,,164.0,25,0,0,0.0
2025-01-16,CMP005,CH01,23.5,,407.0,54,1,0,61.97
2025-01-16,CMP006,CH02,172.72,374800.0,2249.0,243,6,0,89.55
2025-01-16,CMP007,CH02,105.36,414912.0,2489.0,248,10,0,188.61
2025-01-16,CMP008,CH02,512.96,2385776.0,14315.0,1229,21,0,679.39
2025-01-16,CMP009,CH02,85.48,254371.0,1526.0,147,6,0,137.6
2025-01-16,CMP010,CH02,24.44,98280.0,590.0,51,0,0,0.0
2025-01-16,CMP011,CH02,21.75,107198.0,643.0,57,2,0,22.82
2025-01-16,CMP012,CH03,201.44,180901.0,1628.0,191,8,0,241.19
2025-01-16,CMP013,CH03,120.13,131543.0,1184.0,131,4,0,96.13
2025-01-16,CMP014,CH03,95.82,148085.0,1333.0,145,4,0,119.84
2025-01-16,CMP015,CH03,103.57,103442.0,931.0,97,3,0,48.04
2025-01-16,CMP016,CH03,41.64,45385.0,408.0,51,1,0,13.38
2025-01-16,CMP017,CH03,361.84,558910.0,5030.0,623,6,0,247.67
2025-01-16,CMP018,CH04,0.0,77276.0,927.0,133,10,0,225.47
2025-01-16,CMP019,CH04,0.0,17486.0,210.0,30,1,0,12.25
2025-01-16,CMP022,CH05,455.79,466014.0,16310.0,1220,34,0,964.82
2025-01-16,CMP023,CH05,228.44,6041.0,211.0,17,1,0,11.2
2025-01-16,CMP025,CH06,0.0,,4049.0,804,30,0,822.63
2025-01-16,CMP026,CH07,135.75,,1513.0,265,8,0,233.28
2025-01-16,CMP027,CH07,77.75,,636.0,125,6,0,181.98
2025-01-16,CMP028,CH08,361.32,1212540.0,21826.0,1195,19,0,536.79
2025-01-16,CMP029,CH08,7.2,57069.0,1027.0,51,0,0,0.0
2025-01-16,CMP030,CH08,11.0,37523.0,675.0,32,0,0,0.0
2025-01-16,CMP031,CH09,237.36,743762.0,3719.0,361,8,0,176.13
2025-01-16,CMP032,CH09,40.12,95844.0,479.0,44,2,0,96.08
2025-01-17,CMP001,CH01,1057.5,,10540.0,1597,45,0,1291.26
2025-01-17,CMP002,CH01,376.0,,1864.0,275,16,0,537.93
2025-01-17,CMP003,CH01,94.0,,1113.0,158,4,0,144.19
2025-01-17,CMP004,CH01,23.5,,176.0,27,1,0,11.2
2025-01-17,CMP005,CH01,0.0,,285.0,39,0,0,0.0
2025-01-17,CMP006,CH02,162.76,438115.0,2629.0,246,8,0,113.3
2025-01-17,CMP007,CH02,124.33,387293.0,2324.0,197,5,0,121.7
2025-01-17,CMP008,CH02,432.65,2214196.0,13285.0,1079,17,0,380.84
2025-01-17,CMP009,CH02,114.5,247660.0,1486.0,148,0,0,0.0
2025-01-17,CMP010,CH02,27.88,79109.0,475.0,42,1,0,13.38
2025-01-17,CMP011,CH02,15.94,93443.0,561.0,45,0,0,0.0
2025-01-17,CMP012,CH03,143.94,172733.0,1555.0,165,4,0,48.26
2025-01-17,CMP013,CH03,108.25,121212.0,1091.0,122,5,0,99.99
2025-01-17,CMP014,CH03,120.0,114994.0,1035.0,112,5,0,172.39
2025-01-17,CMP015,CH03,78.41,79448.0,715.0,83,1,0,11.3
2025-01-17,CMP016,CH03,44.41,66774.0,601.0,55,1,0,13.38
2025-01-17,CMP017,CH03,332.8,729825.0,6568.0,542,11,0,220.63
2025-01-17,CMP018,CH04,0.0,59130.0,710.0,106,6,0,224.53
2025-01-17,CMP019,CH04,0.0,18108.0,217.0,36,3,0,52.02
2025-01-17,CMP022,CH05,445.51,458754.0,16056.0,1177,44,0,1309.11
2025-01-17,CMP023,CH05,210.92,10465.0,366.0,30,1,0,25.85
2025-01-17,CMP025,CH06,0.0,,2902.0,695,41,0,1120.5
2025-01-17,CMP026,CH07,112.37,,1260.0,234,9,0,120.21
2025-01-17,CMP027,CH07,63.4,,741.0,132,1,0,13.38
2025-01-17,CMP028,CH08,387.89,959603.0,17273.0,1034,17,0,459.34
2025-01-17,CMP029,CH08,6.71,52087.0,938.0,49,1,0,25.84
2025-01-17,CMP030,CH08,7.51,38982.0,702.0,36,1,0,27.25
2025-01-17,CMP031,CH09,261.06,619839.0,3099.0,322,7,0,171.88
2025-01-17,CMP032,CH09,54.96,102629.0,513.0,39,1,0,12.25
2025-01-18,CMP001,CH01,1433.5,,12798.0,1798,61,0,1644.99
2025-01-18,CMP002,CH01,399.5,,1928.0,321,17,0,422.3
2025-01-18,CMP003,CH01,211.5,,1490.0,192,9,0,230.48
2025-01-18,CMP004,CH01,23.5,,157.0,23,1,0,11.2
2025-01-18,CMP005,CH01,70.5,,343.0,51,3,0,35.94
2025-01-18,CMP006,CH02,153.73,458909.0,2753.0,225,9,0,196.14
2025-01-18,CMP007,CH02,139.06,422451.0,2535.0,240,5,0,105.89
2025-01-18,CMP008,CH02,451.25,2206520.0,13239.0,1120,28,0,764.71
2025-01-18,CMP009,CH02,120.32,279158.0,1675.0,148,2,0,80.07
2025-01-18,CMP010,CH02,28.82,87407.0,524.0,43,2,0,26.76
2025-01-18,CMP011,CH02,30.34,135840.0,815.0,68,1,0,11.01
2025-01-18,CMP012,CH03,144.07,143577.0,1292.0,158,4,0,65.04
2025-01-18,CMP013,CH03,131.45,137949.0,1242.0,127,3,0,135.72
2025-01-18,CMP014,CH03,144.44,127944.0,1151.0,117,5,0,93.31
2025-01-18,CMP015,CH03,71.3,80316.0,723.0,94,1,0,25.85
2025-01-18,CMP016,CH03,37.88,46041.0,414.0,48,0,0,0.0
