month,country_code,plan_id,subscription_revenue_recognized_usd,refund_chargeback_reversals_usd
2025-01,SE,P3M,1130.7,-8.27
2025-01,SE,P12M,1921.23,-9.92
2025-01,ES,P1M,5233.41,-122.92
2025-01,ES,P3M,2326.41,-42.94
2025-01,ES,P12M,3768.22,-20.62
2025-01,IT,P1M,5080.31,-99.46
2025-01,IT,P3M,2208.1,-17.16
2025-01,IT,P12M,3708.38,-25.41
2025-01,PL,P1M,3377.56,-22.0
2025-01,PL,P3M,1448.44,-34.05
2025-01,PL,P12M,2470.36,-20.29
2025-01,JP,P1M,2810.56,-129.9
2025-01,JP,P3M,1434.93,-0.0
2025-01,JP,P12M,2123.73,-21.78
2025-01,BR,P1M,5059.91,-37.11
2025-01,BR,P3M,2568.86,-9.51
2025-01,BR,P12M,5299.72,-57.05
2025-01,MX,P1M,3505.06,-78.39
2025-01,MX,P3M,1834.37,-17.22
2025-01,MX,P12M,3681.78,-10.33
2025-01,IN,P1M,3335.57,-77.06
2025-01,IN,P3M,1625.49,-0.0
2025-01,IN,P12M,2842.71,-15.23
2025-01,ROW,P1M,12990.0,-408.26
2025-01,ROW,P3M,7611.43,-76.11
2025-01,ROW,P12M,14598.49,-74.16
2025-02,US,P1M,69643.56,-1887.23
2025-02,US,P3M,31534.47,-282.74
2025-02,US,P12M,50536.39,-389.92
2025-02,GB,P1M,17415.82,-324.06
2025-02,GB,P3M,7745.41,-62.3
2025-02,GB,P12M,12520.91,-74.72
2025-02,DE,P1M,13829.41,-408.04
2025-02,DE,P3M,6294.55,-52.23
2025-02,DE,P12M,10476.45,-83.66
2025-02,FR,P1M,11449.13,-180.04
2025-02,FR,P3M,4131.71,-77.8
2025-02,FR,P12M,6679.42,-51.84
2025-02,CA,P1M,8426.26,-149.44
2025-02,CA,P3M,3863.39,-44.2
2025-02,CA,P12M,6058.91,-15.9
2025-02,AU,P1M,7416.11,-153.52
2025-02,AU,P3M,3505.58,-72.65
2025-02,AU,P12M,4835.56,-54.45
2025-02,NL,P1M,4615.56,-111.56
2025-02,NL,P3M,2054.44,-42.87
2025-02,NL,P12M,3116.92,-15.4
2025-02,CH,P1M,3002.24,-49.97
2025-02,CH,P3M,1279.99,-9.62
2025-02,CH,P12M,2419.38,-5.77
2025-02,SE,P1M,2574.7,-54.03
2025-02,SE,P3M,1147.8,-16.64
2025-02,SE,P12M,2061.03,-14.91
2025-02,ES,P1M,5420.21,-167.51
2025-02,ES,P3M,2406.15,-34.18
2025-02,ES,P12M,4034.98,-41.11
2025-02,IT,P1M,5253.86,-77.33
2025-02,IT,P3M,2335.66,-0.0
2025-02,IT,P12M,4019.64,-10.22
2025-02,PL,P1M,3617.02,-43.85
2025-02,PL,P3M,1505.96,-16.81
2025-02,PL,P12M,2622.36,-5.07
2025-02,JP,P1M,3023.13,-47.24
2025-02,JP,P3M,1507.58,-18.16
2025-02,JP,P12M,2248.97,-43.56
2025-02,BR,P1M,5579.51,-123.71
2025-02,BR,P3M,2568.86,-38.06
2025-02,BR,P12M,5761.81,-28.52
2025-02,MX,P1M,3639.44,-67.19
2025-02,MX,P3M,1825.76,-0.0
2025-02,MX,P12M,3924.48,-36.15
2025-02,IN,P1M,3401.62,-99.08
2025-02,IN,P3M,1752.48,-8.47
2025-02,IN,P12M,3035.61,-25.38
2025-02,ROW,P1M,13521.97,-408.26
2025-02,ROW,P3M,7992.0,-95.14
2025-02,ROW,P12M,15705.21,-39.93
2025-03,US,P1M,74653.54,-2188.93
2025-03,US,P3M,33080.09,-245.04
2025-03,US,P12M,54243.41,-316.45
2025-03,GB,P1M,19542.83,-442.59
2025-03,GB,P3M,7759.5,-105.54
2025-03,GB,P12M,13425.67,-95.48
2025-03,DE,P1M,15858.84,-349.65
2025-03,DE,P3M,6587.41,-115.29
2025-03,DE,P12M,11232.94,-111.45
2025-03,FR,P1M,13396.2,-431.82
2025-03,FR,P3M,4992.58,-53.33
2025-03,FR,P12M,7542.64,-37.37
2025-03,CA,P1M,8837.63,-198.96
2025-03,CA,P3M,3987.16,-26.52
2025-03,CA,P12M,6615.5,-53.01
2025-03,AU,P1M,7704.23,-181.68
2025-03,AU,P3M,3687.22,-45.41
2025-03,AU,P12M,5249.42,-32.67
2025-03,NL,P1M,5025.11,-142.9
2025-03,NL,P3M,2207.94,-26.11
2025-03,NL,P12M,3357.15,-16.05
2025-03,CH,P1M,3540.36,-106.44
2025-03,CH,P3M,1362.48,-0.0
2025-03,CH,P12M,2628.32,-0.0
2025-03,SE,P1M,2892.31,-57.07
2025-03,SE,P3M,1227.57,-0.0
2025-03,SE,P12M,2185.4,-10.36
2025-03,ES,P1M,5956.23,-200.5
2025-03,ES,P3M,2571.77,-43.96
2025-03,ES,P12M,4334.93,-16.05
2025-03,IT,P1M,5679.85,-155.41
2025-03,IT,P3M,2461.88,-34.75
2025-03,IT,P12M,4310.91,-25.75
2025-03,PL,P1M,3794.71,-176.13
2025-03,PL,P3M,1584.15,-16.91
2025-03,PL,P12M,2837.81,-0.0
2025-03,JP,P1M,3398.37,-148.07
2025-03,JP,P3M,1471.25,-18.16
2025-03,JP,P12M,2385.11,-32.67
2025-03,BR,P1M,5398.82,-152.27
2025-03,BR,P3M,2740.11,-0.0
2025-03,BR,P12M,6098.39,-45.64
2025-03,MX,P1M,3835.07,-57.72
2025-03,MX,P3M,1937.72,-8.61
2025-03,MX,P12M,4100.05,-0.0
2025-03,IN,P1M,3629.49,-101.62
2025-03,IN,P3M,1845.61,-0.0
2025-03,IN,P12M,3228.51,-15.23
2025-03,ROW,P1M,14742.35,-470.12
2025-03,ROW,P3M,8201.31,-104.66
2025-03,ROW,P12M,16492.47,-91.28
2025-04,US,P1M,75429.1,-1699.69
2025-04,US,P3M,33831.91,-387.34
2025-04,US,P12M,58905.08,-310.68
2025-04,GB,P1M,20140.74,-438.87
2025-04,GB,P3M,8663.98,-107.79
2025-04,GB,P12M,14483.94,-56.81
2025-04,DE,P1M,17405.91,-416.35
2025-04,DE,P3M,7010.22,-82.49
2025-04,DE,P12M,12147.11,-73.67
2025-04,FR,P1M,14226.34,-366.11
2025-04,FR,P3M,5506.2,-55.39
2025-04,FR,P12M,8615.89,-70.55
2025-04,CA,P1M,9177.28,-180.4
2025-04,CA,P3M,4110.9,-95.48
2025-04,CA,P12M,7318.47,-22.96
2025-04,AU,P1M,8204.85,-145.35
2025-04,AU,P3M,3817.96,-26.34
2025-04,AU,P12M,5746.5,-19.96
2025-04,NL,P1M,5588.59,-125.15
2025-04,NL,P3M,2353.25,-0.0
2025-04,NL,P12M,3632.64,-34.37
2025-04,CH,P1M,3427.76,-98.65
2025-04,CH,P3M,1572.91,-29.32
2025-04,CH,P12M,2863.63,-8.29
2025-04,SE,P1M,2768.61,-47.13
2025-04,SE,P3M,1233.81,-0.0
2025-04,SE,P12M,2311.3,-13.94
2025-04,ES,P1M,6291.58,-206.42
2025-04,ES,P3M,2838.04,-17.85
2025-04,ES,P12M,4748.42,-9.26
2025-04,IT,P1M,6027.53,-150.84
2025-04,IT,P3M,2687.95,-17.7
2025-04,IT,P12M,4735.78,-27.55
2025-04,PL,P1M,4201.3,-48.82
2025-04,PL,P3M,1681.65,-0.0
2025-04,PL,P12M,3157.95,-25.11
2025-04,JP,P1M,3551.02,-37.25
2025-04,JP,P3M,1510.29,-52.67
2025-04,JP,P12M,2626.39,-18.15
2025-04,BR,P1M,5841.41,-78.99
2025-04,BR,P3M,2915.14,-8.56
2025-04,BR,P12M,6548.8,-60.84
2025-04,MX,P1M,3743.79,-68.91
2025-04,MX,P3M,1966.12,-7.75
2025-04,MX,P12M,4468.22,-22.36
2025-04,IN,P1M,3763.33,-45.73
2025-04,IN,P3M,1984.44,-16.93
2025-04,IN,P12M,3580.31,-21.99
2025-04,ROW,P1M,14733.91,-297.88
2025-04,ROW,P3M,8330.66,-140.81
2025-04,ROW,P12M,17581.43,-98.86
2025-05,US,P1M,81273.98,-1482.9
2025-05,US,P3M,34623.29,-347.75
2025-05,US,P12M,62747.58,-301.27
2025-05,GB,P1M,22180.57,-372.19
2025-05,GB,P3M,8834.14,-10.02
2025-05,GB,P12M,15432.08,-42.09
2025-05,DE,P1M,18844.04,-225.44
2025-05,DE,P3M,7454.76,-55.79
2025-05,DE,P12M,12984.82,-58.6
2025-05,FR,P1M,15872.77,-313.51
2025-05,FR,P3M,6001.57,-91.94
2025-05,FR,P12M,9585.62,-54.37
2025-05,CA,P1M,9892.04,-148.57
2025-05,CA,P3M,4392.88,-42.43
2025-05,CA,P12M,7896.02,-19.43
2025-05,AU,P1M,8762.83,-89.03
2025-05,AU,P3M,3965.96,-87.18
2025-05,AU,P12M,6221.82,-29.04
2025-05,NL,P1M,5673.23,-141.49
2025-05,NL,P3M,2522.76,-27.86
2025-05,NL,P12M,3927.6,-13.02
2025-05,CH,P1M,3766.35,-87.59
2025-05,CH,P3M,1703.31,-10.42
2025-05,CH,P12M,3032.08,-10.41
2025-05,SE,P1M,3143.52,-36.92
2025-05,SE,P3M,1374.66,-0.0
2025-05,SE,P12M,2483.77,-23.39
2025-05,ES,P1M,6977.43,-78.25
2025-05,ES,P3M,3065.67,-25.14
2025-05,ES,P12M,5126.12,-48.29
2025-05,IT,P1M,6428.7,-88.59
2025-05,IT,P3M,2815.92,-60.8
2025-05,IT,P12M,5117.89,-5.54
2025-05,PL,P1M,4593.09,-64.15
2025-05,PL,P3M,1821.93,-8.24
2025-05,PL,P12M,3328.18,-14.64
2025-05,JP,P1M,3662.84,-25.44
2025-05,JP,P3M,1438.54,-0.0
2025-05,JP,P12M,2880.42,-16.33
2025-05,BR,P1M,6155.6,-90.41
2025-05,BR,P3M,3229.09,-26.64
2025-05,BR,P12M,7010.64,-26.61
2025-05,MX,P1M,4136.7,-59.44
2025-05,MX,P3M,2102.17,-8.61
2025-05,MX,P12M,4810.57,-25.8
2025-05,IN,P1M,3675.34,-47.42
2025-05,IN,P3M,2128.35,-0.0
2025-05,IN,P12M,3910.11,-15.22
2025-05,ROW,P1M,15855.33,-278.85
2025-05,ROW,P3M,8322.98,-54.23
2025-05,ROW,P12M,18425.13,-68.44
2025-06,US,P1M,78132.83,-1267.02
2025-06,US,P3M,34368.22,-251.61
2025-06,US,P12M,67300.42,-323.77
2025-06,GB,P1M,22194.84,-409.25
2025-06,GB,P3M,9103.99,-115.58
2025-06,GB,P12M,16592.49,-58.33
2025-06,DE,P1M,18163.72,-324.14
2025-06,DE,P3M,7745.31,-53.78
2025-06,DE,P12M,14017.94,-84.81
2025-06,FR,P1M,15848.19,-187.02
2025-06,FR,P3M,6332.56,-53.33
2025-06,FR,P12M,10806.51,-95.12
2025-06,CA,P1M,9879.66,-148.57
2025-06,CA,P3M,4619.12,-23.87
2025-06,CA,P12M,8531.42,-49.43
2025-06,AU,P1M,8355.85,-165.34
2025-06,AU,P3M,3886.89,-24.52
2025-06,AU,P12M,6693.17,-10.88
2025-06,NL,P1M,5732.32,-66.08
2025-06,NL,P3M,2578.46,-25.7
2025-06,NL,P12M,4220.94,-15.21
2025-06,CH,P1M,3715.53,-74.29
2025-06,CH,P3M,1651.68,-0.0
2025-06,CH,P12M,3253.12,-8.51
2025-06,SE,P1M,3097.05,-25.81
2025-06,SE,P3M,1391.2,-8.29
2025-06,SE,P12M,2671.14,-7.36
2025-06,ES,P1M,7278.71,-173.01
2025-06,ES,P3M,3120.74,-27.19
2025-06,ES,P12M,5569.89,-19.01
2025-06,IT,P1M,6637.29,-91.69
2025-06,IT,P3M,2949.86,-53.94
2025-06,IT,P12M,5598.33,-33.54
2025-06,PL,P1M,4314.57,-91.23
2025-06,PL,P3M,1921.42,-0.0
2025-06,PL,P12M,3533.77,-22.28
2025-06,JP,P1M,3472.06,-89.03
2025-06,JP,P3M,1487.55,-0.0
2025-06,JP,P12M,3116.13,-14.51
2025-06,BR,P1M,6142.28,-93.27
2025-06,BR,P3M,3171.0,-8.56
2025-06,BR,P12M,7521.61,-3.8
2025-06,MX,P1M,3509.56,-48.24
2025-06,MX,P3M,2102.13,-0.0
2025-06,MX,P12M,5116.57,-6.88
2025-06,IN,P1M,3556.78,-23.71
2025-06,IN,P3M,2049.58,-7.62
2025-06,IN,P12M,4342.81,-20.29
2025-06,ROW,P1M,15468.94,-199.86
2025-06,ROW,P3M,8317.11,-36.15
2025-06,ROW,P12M,19442.94,-22.8
2025-07,US,P1M,77776.48,-1517.78
2025-07,US,P3M,35229.96,-369.42
2025-07,US,P12M,72771.49,-319.96
2025-07,GB,P1M,22096.56,-519.55
2025-07,GB,P3M,9020.49,-40.43
2025-07,GB,P12M,17938.92,-85.34
2025-07,DE,P1M,18688.38,-315.12
2025-07,DE,P3M,7914.11,-63.48
2025-07,DE,P12M,15490.86,-70.49
2025-07,FR,P1M,16707.98,-298.35
2025-07,FR,P3M,6840.24,-54.2
2025-07,FR,P12M,12195.58,-85.24
2025-07,CA,P1M,9743.48,-160.95
2025-07,CA,P3M,4803.81,-31.82
2025-07,CA,P12M,9330.99,-24.72
2025-07,AU,P1M,8775.55,-101.75
2025-07,AU,P3M,3998.54,-16.35
2025-07,AU,P12M,7333.21,-43.53
2025-07,NL,P1M,5712.36,-53.67
2025-07,NL,P3M,2683.47,-0.0
2025-07,NL,P12M,4722.25,-30.71
2025-07,CH,P1M,4081.3,-75.39
2025-07,CH,P3M,1788.68,-21.31
2025-07,CH,P12M,3510.03,-8.62
2025-07,SE,P1M,3202.7,-91.51
2025-07,SE,P3M,1441.11,-0.0
2025-07,SE,P12M,2958.97,-22.37
2025-07,ES,P1M,7454.43,-121.02
2025-07,ES,P3M,3125.04,-8.68
2025-07,ES,P12M,5989.4,-26.86
2025-07,IT,P1M,6897.76,-93.41
2025-07,IT,P3M,3010.34,-34.43
2025-07,IT,P12M,5951.64,-22.82
2025-07,PL,P1M,4769.25,-66.42
2025-07,PL,P3M,2180.57,-25.39
2025-07,PL,P12M,3864.53,-7.58
2025-07,JP,P1M,3624.68,-38.15
2025-07,JP,P3M,1522.03,-8.17
2025-07,JP,P12M,3346.37,-21.76
2025-07,BR,P1M,6462.05,-106.59
2025-07,BR,P3M,3248.95,-0.0
2025-07,BR,P12M,7984.9,-22.8
2025-07,MX,P1M,3847.25,-72.36
2025-07,MX,P3M,2149.47,-7.75
2025-07,MX,P12M,5558.39,-20.64
2025-07,IN,P1M,3438.22,-59.28
2025-07,IN,P3M,2139.28,-0.0
2025-07,IN,P12M,4641.88,-23.67
2025-07,ROW,P1M,16121.81,-226.5
2025-07,ROW,P3M,8564.31,-68.5
2025-07,ROW,P12M,20777.99,-91.22
2025-08,US,P1M,81511.55,-1412.2
2025-08,US,P3M,37280.06,-393.91
2025-08,US,P12M,78380.12,-395.25
2025-08,GB,P1M,21340.68,-438.75
2025-08,GB,P3M,9230.54,-80.58
2025-08,GB,P12M,18992.24,-67.1
2025-08,DE,P1M,18530.81,-342.72
2025-08,DE,P3M,8092.49,-17.6
2025-08,DE,P12M,16938.35,-86.04
2025-08,FR,P1M,18064.0,-244.55
2025-08,FR,P3M,7232.56,-36.95
2025-08,FR,P12M,13620.42,-100.77
2025-08,CA,P1M,10758.68,-259.99
2025-08,CA,P3M,4855.0,-31.82
2025-08,CA,P12M,10100.5,-52.96
2025-08,AU,P1M,9347.86,-267.08
2025-08,AU,P3M,4083.84,-24.52
2025-08,AU,P12M,8014.95,-50.78
2025-08,NL,P1M,5953.61,-215.65
2025-08,NL,P3M,2628.22,-8.66
2025-08,NL,P12M,5251.15,-15.37
2025-08,CH,P1M,4206.51,-150.85
2025-08,CH,P3M,1927.72,-38.8
2025-08,CH,P12M,3790.37,-4.3
2025-08,SE,P1M,3559.56,-65.26
2025-08,SE,P3M,1383.12,-0.0
2025-08,SE,P12M,3199.85,-14.87
2025-08,ES,P1M,7408.34,-121.3
2025-08,ES,P3M,3345.25,-60.59
2025-08,ES,P12M,6611.09,-30.73
2025-08,IT,P1M,7187.31,-40.15
2025-08,IT,P3M,3165.98,-25.75
2025-08,IT,P12M,6484.42,-45.78
2025-08,PL,P1M,4902.76,-79.54
2025-08,PL,P3M,2363.8,-25.54
2025-08,PL,P12M,4257.37,-18.92
2025-08,JP,P1M,3879.05,-25.44
2025-08,JP,P3M,1541.07,-0.0
2025-08,JP,P12M,3665.48,-21.76
2025-08,BR,P1M,6382.1,-159.89
2025-08,BR,P3M,3383.05,-27.59
2025-08,BR,P12M,8700.96,-22.8
2025-08,MX,P1M,4245.24,-36.18
2025-08,MX,P3M,2070.21,-7.75
2025-08,MX,P12M,6043.22,-30.96
2025-08,IN,P1M,3639.77,-94.85
2025-08,IN,P3M,2066.44,-7.62
2025-08,IN,P12M,5032.33,-10.14
2025-08,ROW,P1M,16494.88,-306.45
2025-08,ROW,P3M,8928.53,-59.93
2025-08,ROW,P12M,22601.39,-110.2
2025-09,US,P1M,85048.64,-1570.58
2025-09,US,P3M,38952.47,-273.28
2025-09,US,P12M,84218.32,-323.72
2025-09,GB,P1M,20633.94,-423.86
2025-09,GB,P3M,9372.46,-20.21
2025-09,GB,P12M,20191.77,-67.28
2025-09,DE,P1M,20312.88,-358.07
2025-09,DE,P3M,8450.88,-44.31
2025-09,DE,P12M,18502.25,-62.93
2025-09,FR,P1M,18570.96,-409.79
2025-09,FR,P3M,7622.51,-26.36
2025-09,FR,P12M,15194.08,-85.75
2025-09,CA,P1M,10622.5,-111.42
2025-09,CA,P3M,4876.18,-39.78
2025-09,CA,P12M,10827.63,-42.37
2025-09,AU,P1M,9373.3,-139.9
2025-09,AU,P3M,4200.95,-16.35
2025-09,AU,P12M,8814.64,-39.9
2025-09,NL,P1M,6319.99,-81.28
2025-09,NL,P3M,2818.5,-8.72
2025-09,NL,P12M,5656.23,-30.89
2025-09,CH,P1M,4341.66,-136.42
2025-09,CH,P3M,2138.9,-68.15
2025-09,CH,P12M,4068.91,-17.24
2025-09,SE,P1M,3584.0,-91.9
2025-09,SE,P3M,1516.05,-25.19
2025-09,SE,P12M,3436.59,-7.49
2025-09,ES,P1M,7418.53,-135.34
2025-09,ES,P3M,3466.17,-52.05
2025-09,ES,P12M,7196.22,-42.44
2025-09,IT,P1M,7761.25,-134.14
2025-09,IT,P3M,3358.38,-0.0
2025-09,IT,P12M,7069.4,-30.69
2025-09,PL,P1M,5163.23,-93.12
2025-09,PL,P3M,2473.36,-25.6
2025-09,PL,P12M,4625.91,-11.42
2025-09,JP,P1M,4044.38,-89.03
2025-09,JP,P3M,1496.56,-8.17
2025-09,JP,P12M,3942.86,-32.65
2025-09,BR,P1M,6768.5,-119.91
2025-09,BR,P3M,3611.34,-25.69
2025-09,BR,P12M,9436.09,-22.8
2025-09,MX,P1M,4438.21,-84.42
2025-09,MX,P3M,2164.05,-15.5
2025-09,MX,P12M,6533.22,-17.2
2025-09,IN,P1M,3959.88,-71.14
2025-09,IN,P3M,2090.97,-0.0
2025-09,IN,P12M,5444.75,-13.53
2025-09,ROW,P1M,16761.35,-333.1
2025-09,ROW,P3M,9119.68,-25.69
2025-09,ROW,P12M,24171.99,-91.2
2025-10,US,P1M,88915.69,-1649.76
2025-10,US,P3M,40710.7,-453.27
2025-10,US,P12M,90182.07,-395.25
2025-10,GB,P1M,21104.08,-373.72
2025-10,GB,P3M,9485.1,-90.36
2025-10,GB,P12M,21146.74,-66.59
2025-10,DE,P1M,22053.87,-341.93
2025-10,DE,P3M,9381.59,-96.95
2025-10,DE,P12M,19937.52,-136.82
2025-10,FR,P1M,19687.15,-271.76
2025-10,FR,P3M,8193.48,-52.43
2025-10,FR,P12M,16745.18,-77.54
2025-10,CA,P1M,11687.22,-222.85
2025-10,CA,P3M,5221.79,-71.6
2025-10,CA,P12M,11538.81,-45.9
2025-10,AU,P1M,9932.9,-165.34
2025-10,AU,P3M,4515.11,-24.52
2025-10,AU,P12M,9489.05,-29.02
2025-10,NL,P1M,6898.1,-134.58
2025-10,NL,P3M,2936.53,-8.64
2025-10,NL,P12M,6119.26,-23.01
2025-10,CH,P1M,4741.13,-15.05
2025-10,CH,P3M,2131.21,-9.67
2025-10,CH,P12M,4391.57,-21.46
2025-10,SE,P1M,3748.69,-52.18
2025-10,SE,P3M,1659.79,-8.36
2025-10,SE,P12M,3656.78,-26.05
2025-10,ES,P1M,8094.85,-80.91
2025-10,ES,P3M,3742.27,-51.99
2025-10,ES,P12M,7907.68,-46.02
2025-10,IT,P1M,8308.56,-160.5
2025-10,IT,P3M,3626.3,-53.64
2025-10,IT,P12M,7712.93,-26.69
2025-10,PL,P1M,5582.19,-172.42
2025-10,PL,P3M,2475.6,-44.56
2025-10,PL,P12M,5012.67,-30.25
2025-10,JP,P1M,4235.15,-76.31
2025-10,JP,P3M,1751.73,-16.35
2025-10,JP,P12M,4256.52,-10.88
2025-10,BR,P1M,7261.48,-93.27
2025-10,BR,P3M,3721.69,-34.25
2025-10,BR,P12M,10193.91,-53.2
2025-10,MX,P1M,4812.08,-180.91
2025-10,MX,P3M,2364.68,-46.5
2025-10,MX,P12M,6885.53,-37.84
2025-10,IN,P1M,4398.55,-71.14
2025-10,IN,P3M,2200.16,-0.0
2025-10,IN,P12M,5801.26,-27.05
2025-10,ROW,P1M,17813.93,-266.48
2025-10,ROW,P3M,9278.5,-53.28
2025-10,ROW,P12M,25972.54,-98.8
2025-11,US,P1M,99223.42,-1728.95
2025-11,US,P3M,44098.23,-419.35
2025-11,US,P12M,98621.74,-440.41
2025-11,GB,P1M,22691.36,-431.17
2025-11,GB,P3M,10474.76,-118.56
2025-11,GB,P12M,22942.59,-118.26
2025-11,DE,P1M,23728.64,-244.87
2025-11,DE,P3M,10211.32,-87.44
2025-11,DE,P12M,22195.13,-124.17
2025-11,FR,P1M,22008.0,-310.22
2025-11,FR,P3M,9541.95,-112.79
2025-11,FR,P12M,19286.33,-115.4
2025-11,CA,P1M,13395.73,-111.42
2025-11,CA,P3M,5764.51,-31.82
2025-11,CA,P12M,12740.65,-63.56
2025-11,AU,P1M,11242.87,-139.9
2025-11,AU,P3M,4711.24,-57.21
2025-11,AU,P12M,10424.53,-47.15
2025-11,NL,P1M,7337.74,-160.63
2025-11,NL,P3M,3310.11,-34.36
2025-11,NL,P12M,6806.1,-53.41
2025-11,CH,P1M,5206.3,-74.98
2025-11,CH,P3M,2202.02,-0.0
2025-11,CH,P12M,4926.3,-38.45
2025-11,SE,P1M,4321.28,-64.77
2025-11,SE,P3M,1812.25,-0.0
2025-11,SE,P12M,4135.23,-0.0
2025-11,ES,P1M,9329.23,-93.56
2025-11,ES,P3M,3994.3,-34.46
2025-11,ES,P12M,8705.91,-45.79
2025-11,IT,P1M,8868.33,-145.98
2025-11,IT,P3M,4226.98,-25.56
2025-11,IT,P12M,8426.46,-34.07
2025-11,PL,P1M,5811.56,-92.2
2025-11,PL,P3M,2606.75,-8.45
2025-11,PL,P12M,5567.79,-26.25
2025-11,JP,P1M,4794.75,-50.87
2025-11,JP,P3M,2045.94,-8.17
2025-11,JP,P12M,4658.95,-18.14
2025-11,BR,P1M,8340.7,-106.59
2025-11,BR,P3M,4061.29,-77.06
2025-11,BR,P12M,11175.8,-64.6
2025-11,MX,P1M,5596.0,-60.3
2025-11,MX,P3M,2764.22,-23.25
2025-11,MX,P12M,7671.22,-41.28
2025-11,IN,P1M,4398.55,-35.57
2025-11,IN,P3M,2449.87,-38.09
2025-11,IN,P12M,6259.19,-23.67
2025-11,ROW,P1M,20492.02,-293.12
2025-11,ROW,P3M,10110.85,-77.06
2025-11,ROW,P12M,28354.07,-98.8
2025-12,US,P1M,102219.39,-1834.54
2025-12,US,P3M,47155.07,-385.42
2025-12,US,P12M,105465.92,-470.53
2025-12,GB,P1M,23647.86,-450.57
2025-12,GB,P3M,10801.46,-79.86
2025-12,GB,P12M,24210.77,-128.52
2025-12,DE,P1M,25509.57,-508.13
2025-12,DE,P3M,10834.4,-87.78
2025-12,DE,P12M,23824.81,-62.82
2025-12,FR,P1M,24191.18,-462.94
2025-12,FR,P3M,10323.32,-69.73
2025-12,FR,P12M,21313.63,-116.41
2025-12,CA,P1M,13730.01,-235.23
2025-12,CA,P3M,6349.69,-63.65
2025-12,CA,P12M,13684.83,-63.56
2025-12,AU,P1M,11242.87,-89.03
2025-12,AU,P3M,4990.01,-32.69
2025-12,AU,P12M,11138.82,-47.15
2025-12,NL,P1M,7988.06,-107.97
2025-12,NL,P3M,3453.85,-26.1
2025-12,NL,P12M,7325.12,-23.17
2025-12,CH,P1M,5364.78,-90.93
2025-12,CH,P3M,2341.64,-9.74
2025-12,CH,P12M,5276.67,-34.47
2025-12,SE,P1M,4757.42,-78.47
2025-12,SE,P3M,2066.77,-33.47
2025-12,SE,P12M,4481.43,-29.81
2025-12,ES,P1M,9436.74,-202.74
2025-12,ES,P3M,4285.65,-17.18
2025-12,ES,P12M,9406.9,-69.21
2025-12,IT,P1M,9265.39,-147.37
2025-12,IT,P3M,4485.26,-8.63
2025-12,IT,P12M,9085.79,-45.86
2025-12,PL,P1M,6486.32,-145.83
2025-12,PL,P3M,2885.98,-59.69
2025-12,PL,P12M,6087.45,-33.99
2025-12,JP,P1M,5214.45,-89.03
2025-12,JP,P3M,2328.35,-8.17
2025-12,JP,P12M,5092.27,-14.51
2025-12,BR,P1M,8900.3,-173.21
2025-12,BR,P3M,4339.06,-0.0
2025-12,BR,P12M,11859.39,-30.4
2025-12,MX,P1M,5728.66,-156.78
2025-12,MX,P3M,3110.38,-31.0
2025-12,MX,P12M,8204.12,-27.52
2025-12,IN,P1M,4801.65,-94.85
2025-12,IN,P3M,2580.23,-7.62
2025-12,IN,P12M,6757.78,-30.43
2025-12,ROW,P1M,20811.79,-359.74
2025-12,ROW,P3M,10935.62,-94.18
2025-12,ROW,P12M,30370.93,-95.0
2026-01,US,P1M,106785.93,-1860.93
2026-01,US,P3M,49643.69,-434.42
2026-01,US,P12M,112560.39,-564.63
2026-01,GB,P1M,24730.78,-548.57
2026-01,GB,P3M,11402.0,-140.93
2026-01,GB,P12M,25685.78,-93.93
2026-01,DE,P1M,26978.08,-523.41
2026-01,DE,P3M,11279.64,-79.66
2026-01,DE,P12M,25680.43,-133.59
2026-01,FR,P1M,25537.21,-368.83
2026-01,FR,P3M,10946.92,-96.55
2026-01,FR,P12M,23314.72,-97.42
2026-01,CA,P1M,13878.58,-222.85
2026-01,CA,P3M,6634.31,-39.78
2026-01,CA,P12M,14602.55,-74.16
2026-01,AU,P1M,11688.01,-216.21
2026-01,AU,P3M,5160.72,-24.52
2026-01,AU,P12M,11893.03,-21.76
2026-01,NL,P1M,8835.02,-162.6
2026-01,NL,P3M,3483.93,-26.11
2026-01,NL,P12M,7928.84,-19.32
2026-01,CH,P1M,5490.71,-106.16
2026-01,CH,P3M,2432.87,-0.0
2026-01,CH,P12M,5858.55,-34.6
2026-01,SE,P1M,4918.88,-65.59
2026-01,SE,P3M,2159.88,-16.86
2026-01,SE,P12M,4811.6,-22.44
2026-01,ES,P1M,10312.04,-149.03
2026-01,ES,P3M,4653.89,-52.22
2026-01,ES,P12M,10027.67,-23.18
2026-01,IT,P1M,10133.44,-147.8
2026-01,IT,P3M,4872.26,-8.64
2026-01,IT,P12M,9891.98,-34.5
2026-01,PL,P1M,6558.51,-119.94
2026-01,PL,P3M,3145.27,-8.57
2026-01,PL,P12M,6603.61,-41.8
2026-01,JP,P1M,5506.97,-127.18
2026-01,JP,P3M,2396.45,-16.35
2026-01,JP,P12M,5554.64,-14.51
2026-01,BR,P1M,8540.56,-79.94
2026-01,BR,P3M,4540.73,-68.5
2026-01,BR,P12M,12620.9,-76.0
2026-01,MX,P1M,6404.04,-108.54
2026-01,MX,P3M,3322.21,-38.75
2026-01,MX,P12M,8866.04,-27.52
2026-01,IN,P1M,5311.46,-71.14
