month,processor_id,payment_method_id,payment_type,attempts,declined_first_attempt,recovered_by_retry,failed_final,approved,approval_rate,transactions,amount_gross_usd,processing_fees_usd
2024-07,ACQ_B,PM02,Initial (new + win-back),1624,261,0,261,1363,0.8393,1363,42101.94,2935.02
2024-07,ACQ_B,PM02,Refund,0,0,0,0,0,,51,-1271.43,0.0
2024-07,ACQ_B,PM02,Renewal,1407,190,62,128,1279,0.909,1279,20272.17,1600.03
2024-07,ACQ_B,PM02,Token pack,287,28,0,28,259,0.9024,259,10257.41,693.14
2024-07,ACQ_B,PM03,Chargeback,0,0,0,0,0,,3,-38.97,75.0
2024-07,ACQ_B,PM03,Initial (new + win-back),151,26,0,26,125,0.8278,125,3605.4,253.82
2024-07,ACQ_B,PM03,Refund,0,0,0,0,0,,7,-166.8,0.0
2024-07,ACQ_B,PM03,Renewal,151,22,5,17,134,0.8874,134,2273.91,176.63
2024-07,ACQ_B,PM03,Token pack,26,3,0,3,23,0.8846,23,1009.77,67.49
2024-07,CRYPTO_GW,PM04,Initial (new + win-back),262,11,0,11,251,0.958,251,10057.18,150.86
2024-07,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,14,-687.67,0.0
2024-07,CRYPTO_GW,PM04,Renewal,199,0,0,0,199,1.0,199,3389.05,50.84
2024-07,CRYPTO_GW,PM04,Token pack,67,2,0,2,65,0.9701,65,2649.0,39.73
2024-07,CRYPTO_GW,PM05,Initial (new + win-back),162,7,0,7,155,0.9568,155,5562.55,83.44
2024-07,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,5,-320.01,0.0
2024-07,CRYPTO_GW,PM05,Renewal,111,0,0,0,111,1.0,111,2018.7,30.28
2024-07,CRYPTO_GW,PM05,Token pack,28,1,0,1,27,0.9643,27,920.6,13.81
2024-07,CRYPTO_GW,PM06,Initial (new + win-back),282,12,0,12,270,0.9574,270,10431.75,156.48
2024-07,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,15,-577.04,0.0
2024-07,CRYPTO_GW,PM06,Renewal,201,0,0,0,201,1.0,201,3645.88,54.69
2024-07,CRYPTO_GW,PM06,Token pack,70,2,0,2,68,0.9714,68,3212.67,48.19
2024-07,CRYPTO_GW,PM07,Initial (new + win-back),81,3,0,3,78,0.963,78,3107.93,46.62
2024-07,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,4,-152.05,0.0
2024-07,CRYPTO_GW,PM07,Renewal,55,0,0,0,55,1.0,55,904.45,13.57
2024-07,CRYPTO_GW,PM07,Token pack,16,0,0,0,16,1.0,16,672.81,10.09
2024-08,ACQ_A,PM01,Chargeback,0,0,0,0,0,,27,-688.09,675.0
2024-08,ACQ_A,PM01,Initial (new + win-back),1637,237,0,237,1400,0.8552,1400,46277.45,3035.26
2024-08,ACQ_A,PM01,Refund,0,0,0,0,0,,62,-1947.47,0.0
2024-08,ACQ_A,PM01,Renewal,1685,179,51,128,1557,0.924,1557,28416.61,2107.86
2024-08,ACQ_A,PM01,Token pack,377,33,0,33,344,0.9125,344,17600.77,1088.44
2024-08,ACQ_A,PM02,Chargeback,0,0,0,0,0,,10,-481.03,250.0
2024-08,ACQ_A,PM02,Initial (new + win-back),863,124,0,124,739,0.8563,739,23732.08,1563.91
2024-08,ACQ_A,PM02,Refund,0,0,0,0,0,,20,-479.49,0.0
2024-08,ACQ_A,PM02,Renewal,913,109,37,72,841,0.9211,841,15684.79,1157.01
2024-08,ACQ_A,PM02,Token pack,190,16,0,16,174,0.9158,174,9991.51,610.43
2024-08,ACQ_A,PM03,Chargeback,0,0,0,0,0,,3,-106.08,75.0
2024-08,ACQ_A,PM03,Initial (new + win-back),64,9,0,9,55,0.8594,55,1910.14,124.31
2024-08,ACQ_A,PM03,Refund,0,0,0,0,0,,3,-61.6,0.0
2024-08,ACQ_A,PM03,Renewal,83,8,5,3,80,0.9639,80,1387.49,104.31
2024-08,ACQ_A,PM03,Token pack,22,2,0,2,20,0.9091,20,1431.71,85.74
2024-08,ACQ_B,PM01,Chargeback,0,0,0,0,0,,48,-1432.08,1200.0
2024-08,ACQ_B,PM01,Initial (new + win-back),3317,574,0,574,2743,0.827,2743,79994.61,5622.58
2024-08,ACQ_B,PM01,Refund,0,0,0,0,0,,100,-3243.45,0.0
2024-08,ACQ_B,PM01,Renewal,2861,362,126,236,2625,0.9175,2625,41489.46,3276.87
2024-08,ACQ_B,PM01,Token pack,633,63,0,63,570,0.9005,570,23204.3,1563.26
2024-08,ACQ_B,PM02,Chargeback,0,0,0,0,0,,31,-630.3,775.0
2024-08,ACQ_B,PM02,Initial (new + win-back),1546,240,0,240,1306,0.8448,1306,37958.55,2669.31
2024-08,ACQ_B,PM02,Refund,0,0,0,0,0,,51,-1235.71,0.0
2024-08,ACQ_B,PM02,Renewal,1498,199,59,140,1358,0.9065,1358,22087.8,1732.67
2024-08,ACQ_B,PM02,Token pack,352,36,0,36,316,0.8977,316,14116.84,941.81
2024-08,ACQ_B,PM03,Chargeback,0,0,0,0,0,,2,-25.98,50.0
2024-08,ACQ_B,PM03,Initial (new + win-back),153,24,0,24,129,0.8431,129,3522.6,250.06
2024-08,ACQ_B,PM03,Refund,0,0,0,0,0,,3,-114.84,0.0
2024-08,ACQ_B,PM03,Renewal,138,18,6,12,126,0.913,126,1957.2,155.23
2024-08,ACQ_B,PM03,Token pack,31,3,0,3,28,0.9032,28,1369.72,90.58
2024-08,CRYPTO_GW,PM04,Initial (new + win-back),250,10,0,10,240,0.96,240,9358.77,140.38
2024-08,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,11,-297.82,0.0
2024-08,CRYPTO_GW,PM04,Renewal,209,0,0,0,209,1.0,209,3583.14,53.75
2024-08,CRYPTO_GW,PM04,Token pack,64,1,0,1,63,0.9844,63,2016.49,30.25
2024-08,CRYPTO_GW,PM05,Initial (new + win-back),140,6,0,6,134,0.9571,134,4817.13,72.26
2024-08,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,7,-315.64,0.0
2024-08,CRYPTO_GW,PM05,Renewal,129,0,0,0,129,1.0,129,2145.99,32.19
2024-08,CRYPTO_GW,PM05,Token pack,23,1,0,1,22,0.9565,22,977.98,14.67
2024-08,CRYPTO_GW,PM06,Initial (new + win-back),251,9,0,9,242,0.9641,242,9343.11,140.15
2024-08,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,5,-121.96,0.0
2024-08,CRYPTO_GW,PM06,Renewal,208,0,0,0,208,1.0,208,3438.05,51.57
2024-08,CRYPTO_GW,PM06,Token pack,61,1,0,1,60,0.9836,60,2400.67,36.01
2024-08,CRYPTO_GW,PM07,Initial (new + win-back),65,3,0,3,62,0.9538,62,2371.34,35.57
2024-08,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,4,-245.61,0.0
2024-08,CRYPTO_GW,PM07,Renewal,63,0,0,0,63,1.0,63,1005.47,15.08
2024-08,CRYPTO_GW,PM07,Token pack,14,0,0,0,14,1.0,14,297.93,4.47
2024-09,ACQ_A,PM01,Chargeback,0,0,0,0,0,,28,-739.14,700.0
2024-09,ACQ_A,PM01,Initial (new + win-back),1608,217,0,217,1391,0.865,1391,47237.97,3084.94
2024-09,ACQ_A,PM01,Refund,0,0,0,0,0,,72,-2357.57,0.0
2024-09,ACQ_A,PM01,Renewal,1814,239,76,163,1651,0.9101,1651,30789.15,2271.25
2024-09,ACQ_A,PM01,Token pack,394,33,0,33,361,0.9162,361,15003.99,951.57
2024-09,ACQ_A,PM02,Chargeback,0,0,0,0,0,,26,-629.97,650.0
2024-09,ACQ_A,PM02,Initial (new + win-back),846,121,0,121,725,0.857,725,23605.24,1552.04
2024-09,ACQ_A,PM02,Refund,0,0,0,0,0,,40,-1249.45,0.0
2024-09,ACQ_A,PM02,Renewal,983,130,37,93,890,0.9054,890,16273.5,1206.54
2024-09,ACQ_A,PM02,Token pack,192,18,0,18,174,0.9062,174,7998.88,500.84
2024-09,ACQ_A,PM03,Chargeback,0,0,0,0,0,,1,-33.0,25.0
2024-09,ACQ_A,PM03,Initial (new + win-back),89,12,0,12,77,0.8652,77,2230.23,149.61
2024-09,ACQ_A,PM03,Refund,0,0,0,0,0,,5,-214.85,0.0
2024-09,ACQ_A,PM03,Renewal,80,8,1,7,73,0.9125,73,1274.33,95.64
2024-09,ACQ_A,PM03,Token pack,14,1,0,1,13,0.9286,13,609.65,38.08
2024-09,ACQ_B,PM01,Chargeback,0,0,0,0,0,,57,-1288.5,1425.0
2024-09,ACQ_B,PM01,Initial (new + win-back),3169,496,0,496,2673,0.8435,2673,78528.21,5513.59
2024-09,ACQ_B,PM01,Refund,0,0,0,0,0,,126,-3878.61,0.0
2024-09,ACQ_B,PM01,Renewal,3213,463,147,316,2897,0.9016,2897,46356.6,3650.5
2024-09,ACQ_B,PM01,Token pack,701,68,0,68,633,0.903,633,24963.67,1687.72
2024-09,ACQ_B,PM02,Chargeback,0,0,0,0,0,,23,-467.49,575.0
2024-09,ACQ_B,PM02,Initial (new + win-back),1684,272,0,272,1412,0.8385,1412,40416.81,2848.61
2024-09,ACQ_B,PM02,Refund,0,0,0,0,0,,55,-1446.46,0.0
2024-09,ACQ_B,PM02,Renewal,1562,212,57,155,1407,0.9008,1407,22524.87,1773.59
2024-09,ACQ_B,PM02,Token pack,362,34,0,34,328,0.9061,328,14516.72,969.4
2024-09,ACQ_B,PM03,Chargeback,0,0,0,0,0,,2,-25.98,50.0
2024-09,ACQ_B,PM03,Initial (new + win-back),157,25,0,25,132,0.8408,132,3880.95,272.46
2024-09,ACQ_B,PM03,Refund,0,0,0,0,0,,3,-114.84,0.0
2024-09,ACQ_B,PM03,Renewal,157,24,8,16,141,0.8981,141,2069.31,166.46
2024-09,ACQ_B,PM03,Token pack,28,3,0,3,25,0.8929,25,1059.75,71.08
2024-09,CRYPTO_GW,PM04,Initial (new + win-back),258,11,0,11,247,0.9574,247,8716.0,130.74
2024-09,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,14,-451.36,0.0
2024-09,CRYPTO_GW,PM04,Renewal,220,0,0,0,220,1.0,220,3820.3,57.3
2024-09,CRYPTO_GW,PM04,Token pack,67,2,0,2,65,0.9701,65,2066.15,30.99
2024-09,CRYPTO_GW,PM05,Initial (new + win-back),151,5,0,5,146,0.9669,146,4859.12,72.89
2024-09,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,5,-145.59,0.0
2024-09,CRYPTO_GW,PM05,Renewal,134,0,0,0,134,1.0,134,2316.05,34.74
2024-09,CRYPTO_GW,PM05,Token pack,22,0,0,0,22,1.0,22,728.38,10.93
2024-09,CRYPTO_GW,PM06,Initial (new + win-back),291,11,0,11,280,0.9622,280,10735.4,161.03
2024-09,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,17,-600.77,0.0
2024-09,CRYPTO_GW,PM06,Renewal,245,0,0,0,245,1.0,245,4078.35,61.18
2024-09,CRYPTO_GW,PM06,Token pack,81,2,0,2,79,0.9753,79,3663.08,54.95
2024-09,CRYPTO_GW,PM07,Initial (new + win-back),79,3,0,3,76,0.962,76,2638.22,39.57
2024-09,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,2,-27.42,0.0
2024-09,CRYPTO_GW,PM07,Renewal,74,0,0,0,74,1.0,74,1237.43,18.56
2024-09,CRYPTO_GW,PM07,Token pack,16,0,0,0,16,1.0,16,852.99,12.79
2024-10,ACQ_A,PM01,Chargeback,0,0,0,0,0,,32,-731.26,800.0
2024-10,ACQ_A,PM01,Initial (new + win-back),1876,225,0,225,1651,0.8801,1651,54640.18,3583.06
2024-10,ACQ_A,PM01,Refund,0,0,0,0,0,,71,-2324.01,0.0
2024-10,ACQ_A,PM01,Renewal,1938,227,75,152,1786,0.9216,1786,34722.75,2534.85
2024-10,ACQ_A,PM01,Token pack,439,36,0,36,403,0.918,403,19608.81,1219.53
2024-10,ACQ_A,PM02,Chargeback,0,0,0,0,0,,18,-420.46,450.0
2024-10,ACQ_A,PM02,Initial (new + win-back),961,140,0,140,821,0.8543,821,27610.8,1805.94
2024-10,ACQ_A,PM02,Refund,0,0,0,0,0,,34,-1141.17,0.0
2024-10,ACQ_A,PM02,Renewal,1078,133,51,82,996,0.9239,996,20220.07,1460.7
2024-10,ACQ_A,PM02,Token pack,240,20,0,20,220,0.9167,220,13514.06,820.27
2024-10,ACQ_A,PM03,Initial (new + win-back),84,11,0,11,73,0.869,73,2127.68,142.57
2024-10,ACQ_A,PM03,Refund,0,0,0,0,0,,2,-31.11,0.0
2024-10,ACQ_A,PM03,Renewal,99,16,6,10,89,0.899,89,1877.6,134.42
2024-10,ACQ_A,PM03,Token pack,17,1,0,1,16,0.9412,16,1074.56,64.7
2024-10,ACQ_B,PM01,Chargeback,0,0,0,0,0,,51,-1134.69,1275.0
2024-10,ACQ_B,PM01,Initial (new + win-back),3605,617,0,617,2988,0.8288,2988,90113.52,6303.21
2024-10,ACQ_B,PM01,Refund,0,0,0,0,0,,120,-3328.21,0.0
2024-10,ACQ_B,PM01,Renewal,3531,471,160,311,3220,0.9119,3220,54907.68,4260.46
2024-10,ACQ_B,PM01,Token pack,727,69,0,69,658,0.9051,658,31503.42,2087.61
2024-10,ACQ_B,PM02,Chargeback,0,0,0,0,0,,29,-722.1,725.0
2024-10,ACQ_B,PM02,Initial (new + win-back),1859,269,0,269,1590,0.8553,1590,46694.88,3278.69
2024-10,ACQ_B,PM02,Refund,0,0,0,0,0,,66,-1832.96,0.0
2024-10,ACQ_B,PM02,Renewal,1765,264,89,175,1590,0.9008,1590,27778.23,2143.69
2024-10,ACQ_B,PM02,Token pack,355,37,0,37,318,0.8958,318,15706.82,1037.81
2024-10,ACQ_B,PM03,Chargeback,0,0,0,0,0,,1,-12.99,25.0
2024-10,ACQ_B,PM03,Initial (new + win-back),173,29,0,29,144,0.8324,144,4548.78,316.13
2024-10,ACQ_B,PM03,Refund,0,0,0,0,0,,8,-297.57,0.0
2024-10,ACQ_B,PM03,Renewal,194,26,3,23,171,0.8814,171,3075.0,235.8
2024-10,ACQ_B,PM03,Token pack,31,3,0,3,28,0.9032,28,2069.72,132.58
2024-10,CRYPTO_GW,PM04,Initial (new + win-back),280,11,0,11,269,0.9607,269,9937.18,149.06
2024-10,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,12,-560.58,0.0
2024-10,CRYPTO_GW,PM04,Renewal,259,0,0,0,259,1.0,259,4824.26,72.36
2024-10,CRYPTO_GW,PM04,Token pack,73,2,0,2,71,0.9726,71,3931.55,58.97
2024-10,CRYPTO_GW,PM05,Initial (new + win-back),171,7,0,7,164,0.9591,164,6192.83,92.89
2024-10,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,7,-304.28,0.0
2024-10,CRYPTO_GW,PM05,Renewal,164,0,0,0,164,1.0,164,3328.46,49.93
2024-10,CRYPTO_GW,PM05,Token pack,40,1,0,1,39,0.975,39,2305.81,34.59
2024-10,CRYPTO_GW,PM06,Initial (new + win-back),323,13,0,13,310,0.9598,310,12308.38,184.63
2024-10,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,11,-617.12,0.0
2024-10,CRYPTO_GW,PM06,Renewal,300,0,0,0,300,1.0,300,5927.05,88.91
2024-10,CRYPTO_GW,PM06,Token pack,91,2,0,2,89,0.978,89,3601.75,54.03
2024-10,CRYPTO_GW,PM07,Initial (new + win-back),86,3,0,3,83,0.9651,83,3548.54,53.23
2024-10,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,3,-45.27,0.0
2024-10,CRYPTO_GW,PM07,Renewal,83,0,0,0,83,1.0,83,1551.44,23.27
2024-10,CRYPTO_GW,PM07,Token pack,24,1,0,1,23,0.9583,23,1067.25,16.01
2024-11,ACQ_A,PM01,Chargeback,0,0,0,0,0,,33,-866.64,825.0
2024-11,ACQ_A,PM01,Initial (new + win-back),2470,390,0,390,2080,0.8421,2080,69897.4,4572.36
2024-11,ACQ_A,PM01,Refund,0,0,0,0,0,,78,-2798.46,0.0
2024-11,ACQ_A,PM01,Renewal,2143,239,69,170,1973,0.9207,1973,40857.38,2937.71
2024-11,ACQ_A,PM01,Token pack,709,57,0,57,652,0.9196,652,31382.89,1954.26
2024-11,ACQ_A,PM02,Chargeback,0,0,0,0,0,,21,-431.62,525.0
2024-11,ACQ_A,PM02,Initial (new + win-back),1203,170,0,170,1033,0.8587,1033,36332.89,2359.86
2024-11,ACQ_A,PM02,Refund,0,0,0,0,0,,51,-1716.6,0.0
2024-11,ACQ_A,PM02,Renewal,1128,126,26,100,1028,0.9113,1028,22824.43,1615.14
2024-11,ACQ_A,PM02,Token pack,340,31,0,31,309,0.9088,309,18926.18,1149.09
2024-11,ACQ_A,PM03,Chargeback,0,0,0,0,0,,2,-28.32,50.0
2024-11,ACQ_A,PM03,Initial (new + win-back),90,12,0,12,78,0.8667,78,2767.11,179.49
2024-11,ACQ_A,PM03,Refund,0,0,0,0,0,,1,-13.81,0.0
2024-11,ACQ_A,PM03,Renewal,97,12,3,9,88,0.9072,88,1952.47,138.19
2024-11,ACQ_A,PM03,Token pack,28,2,0,2,26,0.9286,26,1462.13,89.52
2024-11,ACQ_B,PM01,Chargeback,0,0,0,0,0,,45,-1056.75,1125.0
2024-11,ACQ_B,PM01,Initial (new + win-back),4524,812,0,812,3712,0.8205,3712,115205.7,8025.94
2024-11,ACQ_B,PM01,Refund,0,0,0,0,0,,150,-4292.76,0.0
2024-11,ACQ_B,PM01,Renewal,3854,554,188,366,3488,0.905,3488,68012.61,5127.16
2024-11,ACQ_B,PM01,Token pack,1132,95,0,95,1037,0.9161,1037,49664.63,3290.98
2024-11,ACQ_B,PM02,Chargeback,0,0,0,0,0,,35,-850.98,875.0
2024-11,ACQ_B,PM02,Initial (new + win-back),2437,402,0,402,2035,0.835,2035,64611.78,4487.21
2024-11,ACQ_B,PM02,Refund,0,0,0,0,0,,63,-2281.96,0.0
2024-11,ACQ_B,PM02,Renewal,1888,253,88,165,1723,0.9126,1723,32853.6,2488.12
2024-11,ACQ_B,PM02,Token pack,648,68,0,68,580,0.8951,580,28039.2,1856.35
2024-11,ACQ_B,PM03,Chargeback,0,0,0,0,0,,3,-55.95,75.0
2024-11,ACQ_B,PM03,Initial (new + win-back),225,39,0,39,186,0.8267,186,5819.1,404.95
2024-11,ACQ_B,PM03,Refund,0,0,0,0,0,,11,-306.63,0.0
2024-11,ACQ_B,PM03,Renewal,189,28,6,22,167,0.8836,167,3096.75,235.9
2024-11,ACQ_B,PM03,Token pack,65,6,0,6,59,0.9077,59,1899.41,131.66
2024-11,CRYPTO_GW,PM04,Initial (new + win-back),357,14,0,14,343,0.9608,343,13326.82,199.9
2024-11,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,11,-401.35,0.0
2024-11,CRYPTO_GW,PM04,Renewal,293,0,0,0,293,1.0,293,6278.6,94.18
2024-11,CRYPTO_GW,PM04,Token pack,137,3,0,3,134,0.9781,134,6478.79,97.18
2024-11,CRYPTO_GW,PM05,Initial (new + win-back),214,9,0,9,205,0.9579,205,8444.51,126.67
2024-11,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,13,-576.97,0.0
2024-11,CRYPTO_GW,PM05,Renewal,188,0,0,0,188,1.0,188,4417.62,66.26
2024-11,CRYPTO_GW,PM05,Token pack,65,2,0,2,63,0.9692,63,3964.1,59.46
2024-11,CRYPTO_GW,PM06,Initial (new + win-back),373,14,0,14,359,0.9625,359,14292.82,214.39
2024-11,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,11,-286.67,0.0
2024-11,CRYPTO_GW,PM06,Renewal,326,0,0,0,326,1.0,326,6679.85,100.2
2024-11,CRYPTO_GW,PM06,Token pack,135,3,0,3,132,0.9778,132,5638.57,84.58
2024-11,CRYPTO_GW,PM07,Initial (new + win-back),100,4,0,4,96,0.96,96,3731.16,55.97
2024-11,CRYPTO_GW,PM07,Refund,0,0,0,0,0,,3,-161.28,0.0
2024-11,CRYPTO_GW,PM07,Renewal,82,0,0,0,82,1.0,82,1942.75,29.14
2024-11,CRYPTO_GW,PM07,Token pack,40,1,0,1,39,0.975,39,2073.4,31.1
2024-12,ACQ_A,PM01,Chargeback,0,0,0,0,0,,42,-1273.73,1050.0
2024-12,ACQ_A,PM01,Initial (new + win-back),2271,375,0,375,1896,0.8349,1896,63843.41,4174.99
2024-12,ACQ_A,PM01,Refund,0,0,0,0,0,,81,-2331.25,0.0
2024-12,ACQ_A,PM01,Renewal,2381,283,93,190,2191,0.9202,2191,41582.99,3053.91
2024-12,ACQ_A,PM01,Token pack,756,60,0,60,696,0.9206,696,38661.02,2369.96
2024-12,ACQ_A,PM02,Chargeback,0,0,0,0,0,,25,-560.82,625.0
2024-12,ACQ_A,PM02,Initial (new + win-back),1172,168,0,168,1004,0.8567,1004,33800.51,2210.43
2024-12,ACQ_A,PM02,Refund,0,0,0,0,0,,50,-1402.64,0.0
2024-12,ACQ_A,PM02,Renewal,1186,144,36,108,1078,0.9089,1078,20350.29,1496.57
2024-12,ACQ_A,PM02,Token pack,368,31,0,31,337,0.9158,337,16315.75,1015.32
2024-12,ACQ_A,PM03,Chargeback,0,0,0,0,0,,4,-57.99,100.0
2024-12,ACQ_A,PM03,Initial (new + win-back),109,15,0,15,94,0.8624,94,2962.91,195.86
2024-12,ACQ_A,PM03,Refund,0,0,0,0,0,,2,-27.23,0.0
2024-12,ACQ_A,PM03,Renewal,107,13,3,10,97,0.9065,97,1841.83,135.25
2024-12,ACQ_A,PM03,Token pack,30,2,0,2,28,0.9333,28,1479.25,91.16
2024-12,ACQ_B,PM01,Chargeback,0,0,0,0,0,,66,-1876.53,1650.0
2024-12,ACQ_B,PM01,Initial (new + win-back),4246,704,0,704,3542,0.8342,3542,109269.66,7618.78
2024-12,ACQ_B,PM01,Refund,0,0,0,0,0,,148,-5043.84,0.0
2024-12,ACQ_B,PM01,Renewal,4064,566,188,378,3686,0.907,3686,65242.62,5020.36
2024-12,ACQ_B,PM01,Token pack,1324,141,0,141,1183,0.8935,1183,59833.17,3944.89
2024-12,ACQ_B,PM02,Chargeback,0,0,0,0,0,,40,-773.22,1000.0
2024-12,ACQ_B,PM02,Initial (new + win-back),2116,350,0,350,1766,0.8346,1766,52917.33,3704.84
2024-12,ACQ_B,PM02,Refund,0,0,0,0,0,,67,-2072.16,0.0
2024-12,ACQ_B,PM02,Renewal,2133,314,106,208,1925,0.9025,1925,34504.62,2647.78
2024-12,ACQ_B,PM02,Token pack,633,59,0,59,574,0.9068,574,29059.26,1915.76
2024-12,ACQ_B,PM03,Chargeback,0,0,0,0,0,,4,-127.83,100.0
2024-12,ACQ_B,PM03,Initial (new + win-back),233,35,0,35,198,0.8498,198,6346.38,440.18
2024-12,ACQ_B,PM03,Refund,0,0,0,0,0,,7,-180.78,0.0
2024-12,ACQ_B,PM03,Renewal,201,25,7,18,183,0.9104,183,3028.2,236.59
2024-12,ACQ_B,PM03,Token pack,64,7,0,7,57,0.8906,57,2494.43,166.77
2024-12,CRYPTO_GW,PM04,Initial (new + win-back),355,14,0,14,341,0.9606,341,12599.66,188.99
2024-12,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,13,-609.29,0.0
2024-12,CRYPTO_GW,PM04,Renewal,317,0,0,0,317,1.0,317,6124.23,91.86
2024-12,CRYPTO_GW,PM04,Token pack,138,3,0,3,135,0.9783,135,6497.26,97.46
2024-12,CRYPTO_GW,PM05,Initial (new + win-back),213,9,0,9,204,0.9577,204,8033.08,120.5
2024-12,CRYPTO_GW,PM05,Refund,0,0,0,0,0,,9,-481.85,0.0
2024-12,CRYPTO_GW,PM05,Renewal,182,0,0,0,182,1.0,182,3603.59,54.05
2024-12,CRYPTO_GW,PM05,Token pack,74,2,0,2,72,0.973,72,3502.02,52.53
2024-12,CRYPTO_GW,PM06,Initial (new + win-back),360,14,0,14,346,0.9611,346,13591.03,203.87
2024-12,CRYPTO_GW,PM06,Refund,0,0,0,0,0,,25,-840.66,0.0
2024-12,CRYPTO_GW,PM06,Renewal,357,0,0,0,357,1.0,357,6761.27,101.42
2024-12,CRYPTO_GW,PM06,Token pack,138,3,0,3,135,0.9783,135,9335.62,140.03
2024-12,CRYPTO_GW,PM07,Initial (new + win-back),88,4,0,4,84,0.9545,84,2944.01,44.16
2024-12,CRYPTO_GW,PM07,Renewal,83,0,0,0,83,1.0,83,1614.68,24.22
2024-12,CRYPTO_GW,PM07,Token pack,36,1,0,1,35,0.9722,35,1674.83,25.12
2025-01,ACQ_A,PM01,Chargeback,0,0,0,0,0,,35,-1144.37,875.0
2025-01,ACQ_A,PM01,Initial (new + win-back),2385,320,0,320,2065,0.8658,2065,65599.19,4330.71
2025-01,ACQ_A,PM01,Refund,0,0,0,0,0,,86,-2696.23,0.0
2025-01,ACQ_A,PM01,Renewal,2569,327,86,241,2328,0.9062,2328,44658.02,3270.99
2025-01,ACQ_A,PM01,Token pack,801,73,0,73,728,0.9089,728,37118.76,2296.33
2025-01,ACQ_A,PM02,Chargeback,0,0,0,0,0,,20,-540.74,500.0
2025-01,ACQ_A,PM02,Initial (new + win-back),1194,172,0,172,1022,0.8559,1022,33564.26,2203.73
2025-01,ACQ_A,PM02,Refund,0,0,0,0,0,,53,-1955.25,0.0
2025-01,ACQ_A,PM02,Renewal,1287,171,62,109,1178,0.9153,1178,23813.72,1722.05
2025-01,ACQ_A,PM02,Token pack,360,27,0,27,333,0.925,333,16162.41,1005.48
2025-01,ACQ_A,PM03,Initial (new + win-back),114,14,0,14,100,0.8772,100,3009.63,200.53
2025-01,ACQ_A,PM03,Refund,0,0,0,0,0,,10,-315.16,0.0
2025-01,ACQ_A,PM03,Renewal,122,22,3,19,103,0.8443,103,1936.48,142.56
2025-01,ACQ_A,PM03,Token pack,25,2,0,2,23,0.92,23,1910.55,113.13
2025-01,ACQ_B,PM01,Chargeback,0,0,0,0,0,,80,-2025.51,2000.0
2025-01,ACQ_B,PM01,Initial (new + win-back),4225,715,0,715,3510,0.8308,3510,107279.46,7489.77
2025-01,ACQ_B,PM01,Refund,0,0,0,0,0,,174,-4736.1,0.0
2025-01,ACQ_B,PM01,Renewal,4346,597,218,379,3967,0.9128,3967,70475.58,5418.63
2025-01,ACQ_B,PM01,Token pack,1321,128,0,128,1193,0.9031,1193,53143.07,3546.48
2025-01,ACQ_B,PM02,Chargeback,0,0,0,0,0,,39,-1079.61,975.0
2025-01,ACQ_B,PM02,Initial (new + win-back),2112,317,0,317,1795,0.8499,1795,54114.18,3785.35
2025-01,ACQ_B,PM02,Refund,0,0,0,0,0,,82,-2830.37,0.0
2025-01,ACQ_B,PM02,Renewal,2248,330,110,220,2028,0.9021,2028,36875.13,2820.91
2025-01,ACQ_B,PM02,Token pack,628,55,0,55,573,0.9124,573,27079.27,1796.66
2025-01,ACQ_B,PM03,Chargeback,0,0,0,0,0,,5,-123.84,125.0
2025-01,ACQ_B,PM03,Initial (new + win-back),177,26,0,26,151,0.8531,151,4985.1,344.41
2025-01,ACQ_B,PM03,Refund,0,0,0,0,0,,10,-200.79,0.0
2025-01,ACQ_B,PM03,Renewal,216,36,7,29,187,0.8657,187,3106.17,242.47
2025-01,ACQ_B,PM03,Token pack,57,5,0,5,52,0.9123,52,1824.48,125.07
2025-01,CRYPTO_GW,PM04,Initial (new + win-back),341,15,0,15,326,0.956,326,13025.08,195.38
2025-01,CRYPTO_GW,PM04,Refund,0,0,0,0,0,,12,-430.97,0.0
2025-01,CRYPTO_GW,PM04,Renewal,360,0,0,0,360,1.0,360,7006.55,105.1
2025-01,CRYPTO_GW,PM04,Token pack,115,3,0,3,112,0.9739,112,5168.81,77.53
2025-01,CRYPTO_GW,PM05,Initial (new + win-back),191,8,0,8,183,0.9581,183,6202.41,93.04
