experiment_id,date,variant,metric,value
EXP03,2025-02-07,Treatment,paywall_viewers,7435.0
EXP03,2025-02-07,Treatment,paid_conversions,572.0
EXP03,2025-02-07,Treatment,first_payment_net_usd,9866.45
EXP03,2025-02-08,Control,paywall_viewers,7413.0
EXP03,2025-02-08,Control,paid_conversions,611.0
EXP03,2025-02-08,Control,first_payment_net_usd,11710.83
EXP03,2025-02-08,Treatment,paywall_viewers,7441.0
EXP03,2025-02-08,Treatment,paid_conversions,601.0
EXP03,2025-02-08,Treatment,first_payment_net_usd,11203.57
EXP03,2025-02-09,Control,paywall_viewers,7494.0
EXP03,2025-02-09,Control,paid_conversions,563.0
EXP03,2025-02-09,Control,first_payment_net_usd,10908.91
EXP03,2025-02-09,Treatment,paywall_viewers,7449.0
EXP03,2025-02-09,Treatment,paid_conversions,567.0
EXP03,2025-02-09,Treatment,first_payment_net_usd,10920.17
EXP04,2025-04-01,Control,paywall_viewers,2026.0
EXP04,2025-04-01,Control,paid_conversions,184.0
EXP04,2025-04-01,Control,annual_plan_conversions,56.0
EXP04,2025-04-01,Control,first_payment_net_usd,5902.52
EXP04,2025-04-02,Control,paywall_viewers,1833.0
EXP04,2025-04-02,Control,paid_conversions,121.0
EXP04,2025-04-02,Control,annual_plan_conversions,32.0
EXP04,2025-04-02,Control,first_payment_net_usd,3632.63
EXP04,2025-04-03,Control,paywall_viewers,1973.0
EXP04,2025-04-03,Control,paid_conversions,158.0
EXP04,2025-04-03,Control,annual_plan_conversions,35.0
EXP04,2025-04-03,Control,first_payment_net_usd,4392.08
EXP04,2025-04-04,Control,paywall_viewers,2054.0
EXP04,2025-04-04,Control,paid_conversions,176.0
EXP04,2025-04-04,Control,annual_plan_conversions,49.0
EXP04,2025-04-04,Control,first_payment_net_usd,5533.32
EXP04,2025-04-05,Control,paywall_viewers,2178.0
EXP04,2025-04-05,Control,paid_conversions,183.0
EXP04,2025-04-05,Control,annual_plan_conversions,55.0
EXP04,2025-04-05,Control,first_payment_net_usd,5826.87
EXP04,2025-04-06,Control,paywall_viewers,2026.0
EXP04,2025-04-06,Control,paid_conversions,169.0
EXP04,2025-04-06,Control,annual_plan_conversions,43.0
EXP04,2025-04-06,Control,first_payment_net_usd,5026.37
EXP04,2025-04-07,Control,paywall_viewers,1814.0
EXP04,2025-04-07,Control,paid_conversions,130.0
EXP04,2025-04-07,Control,annual_plan_conversions,25.0
EXP04,2025-04-07,Control,first_payment_net_usd,3405.86
EXP04,2025-04-08,Control,paywall_viewers,1649.0
EXP04,2025-04-08,Control,paid_conversions,115.0
EXP04,2025-04-08,Control,annual_plan_conversions,29.0
EXP04,2025-04-08,Control,first_payment_net_usd,3394.45
EXP04,2025-04-09,Control,paywall_viewers,1806.0
EXP04,2025-04-09,Control,paid_conversions,135.0
EXP04,2025-04-09,Control,annual_plan_conversions,43.0
EXP04,2025-04-09,Control,first_payment_net_usd,4431.93
EXP04,2025-04-10,Control,paywall_viewers,1893.0
EXP04,2025-04-10,Control,paid_conversions,149.0
EXP04,2025-04-10,Control,annual_plan_conversions,38.0
EXP04,2025-04-10,Control,first_payment_net_usd,4443.42
EXP04,2025-04-11,Control,paywall_viewers,1991.0
EXP04,2025-04-11,Control,paid_conversions,155.0
EXP04,2025-04-11,Control,annual_plan_conversions,26.0
EXP04,2025-04-11,Control,first_payment_net_usd,3874.71
EXP04,2025-04-12,Control,paywall_viewers,2362.0
EXP04,2025-04-12,Control,paid_conversions,201.0
EXP04,2025-04-12,Control,annual_plan_conversions,64.0
EXP04,2025-04-12,Control,first_payment_net_usd,6605.11
EXP04,2025-04-13,Control,paywall_viewers,2204.0
EXP04,2025-04-13,Control,paid_conversions,168.0
EXP04,2025-04-13,Control,annual_plan_conversions,37.0
EXP04,2025-04-13,Control,first_payment_net_usd,4617.09
EXP04,2025-04-14,Control,paywall_viewers,1875.0
EXP04,2025-04-14,Control,paid_conversions,160.0
EXP04,2025-04-14,Control,annual_plan_conversions,28.0
EXP04,2025-04-14,Control,first_payment_net_usd,4169.04
EXP04,2025-04-15,Control,paywall_viewers,1923.0
EXP04,2025-04-15,Control,paid_conversions,144.0
EXP04,2025-04-15,Control,annual_plan_conversions,31.0
EXP04,2025-04-15,Control,first_payment_net_usd,3880.98
EXP04,2025-04-16,Control,paywall_viewers,1881.0
EXP04,2025-04-16,Control,paid_conversions,143.0
EXP04,2025-04-16,Control,annual_plan_conversions,36.0
EXP04,2025-04-16,Control,first_payment_net_usd,4310.71
EXP04,2025-04-17,Control,paywall_viewers,1897.0
EXP04,2025-04-17,Control,paid_conversions,142.0
EXP04,2025-04-17,Control,annual_plan_conversions,30.0
EXP04,2025-04-17,Control,first_payment_net_usd,3941.35
EXP04,2025-04-18,Control,paywall_viewers,2442.0
EXP04,2025-04-18,Control,paid_conversions,199.0
EXP04,2025-04-18,Control,annual_plan_conversions,65.0
EXP04,2025-04-18,Control,first_payment_net_usd,6756.54
EXP04,2025-04-19,Control,paywall_viewers,2702.0
EXP04,2025-04-19,Control,paid_conversions,207.0
EXP04,2025-04-19,Control,annual_plan_conversions,69.0
EXP04,2025-04-19,Control,first_payment_net_usd,7154.1
EXP04,2025-04-20,Control,paywall_viewers,2422.0
EXP04,2025-04-20,Control,paid_conversions,179.0
EXP04,2025-04-20,Control,annual_plan_conversions,57.0
EXP04,2025-04-20,Control,first_payment_net_usd,5950.4
EXP04,2025-04-21,Control,paywall_viewers,2350.0
EXP04,2025-04-21,Control,paid_conversions,208.0
EXP04,2025-04-21,Control,annual_plan_conversions,61.0
EXP04,2025-04-21,Control,first_payment_net_usd,6579.88
EXP04,2025-04-22,Control,paywall_viewers,2110.0
EXP04,2025-04-22,Control,paid_conversions,166.0
EXP04,2025-04-22,Control,annual_plan_conversions,55.0
EXP04,2025-04-22,Control,first_payment_net_usd,5609.1
EXP04,2025-04-23,Control,paywall_viewers,2315.0
EXP04,2025-04-23,Control,paid_conversions,187.0
EXP04,2025-04-23,Control,annual_plan_conversions,57.0
EXP04,2025-04-23,Control,first_payment_net_usd,6225.68
EXP04,2025-04-24,Control,paywall_viewers,2598.0
EXP04,2025-04-24,Control,paid_conversions,212.0
EXP04,2025-04-24,Control,annual_plan_conversions,73.0
EXP04,2025-04-24,Control,first_payment_net_usd,7302.21
EXP04,2025-04-25,Control,paywall_viewers,2517.0
EXP04,2025-04-25,Control,paid_conversions,190.0
EXP04,2025-04-25,Control,annual_plan_conversions,61.0
EXP04,2025-04-25,Control,first_payment_net_usd,6433.74
EXP04,2025-04-26,Control,paywall_viewers,2745.0
EXP04,2025-04-26,Control,paid_conversions,212.0
EXP04,2025-04-26,Control,annual_plan_conversions,60.0
EXP04,2025-04-26,Control,first_payment_net_usd,6648.34
EXP04,2025-04-27,Control,paywall_viewers,2503.0
EXP04,2025-04-27,Control,paid_conversions,180.0
EXP04,2025-04-27,Control,annual_plan_conversions,63.0
EXP04,2025-04-27,Control,first_payment_net_usd,6279.46
EXP04,2025-04-28,Control,paywall_viewers,1911.0
EXP04,2025-04-28,Control,paid_conversions,161.0
EXP04,2025-04-28,Control,annual_plan_conversions,47.0
EXP04,2025-04-28,Control,first_payment_net_usd,5222.81
EXP04,2025-04-29,Control,paywall_viewers,1850.0
EXP04,2025-04-29,Control,paid_conversions,137.0
EXP04,2025-04-29,Control,annual_plan_conversions,30.0
EXP04,2025-04-29,Control,first_payment_net_usd,3807.65
EXP04,2025-04-30,Control,paywall_viewers,1941.0
EXP04,2025-04-30,Control,paid_conversions,134.0
EXP04,2025-04-30,Control,annual_plan_conversions,33.0
EXP04,2025-04-30,Control,first_payment_net_usd,3967.12
EXP04,2025-05-01,Control,paywall_viewers,1983.0
EXP04,2025-05-01,Control,paid_conversions,161.0
EXP04,2025-05-01,Control,annual_plan_conversions,46.0
EXP04,2025-05-01,Control,first_payment_net_usd,4995.62
EXP04,2025-05-02,Control,paywall_viewers,2180.0
EXP04,2025-05-02,Control,paid_conversions,186.0
EXP04,2025-05-02,Control,annual_plan_conversions,41.0
EXP04,2025-05-02,Control,first_payment_net_usd,5206.99
EXP04,2025-05-03,Control,paywall_viewers,2091.0
EXP04,2025-05-03,Control,paid_conversions,181.0
EXP04,2025-05-03,Control,annual_plan_conversions,46.0
EXP04,2025-05-03,Control,first_payment_net_usd,5441.81
EXP04,2025-05-04,Control,paywall_viewers,2234.0
EXP04,2025-05-04,Control,paid_conversions,192.0
EXP04,2025-05-04,Control,annual_plan_conversions,41.0
EXP04,2025-05-04,Control,first_payment_net_usd,5331.9
EXP04,2025-05-05,Control,paywall_viewers,2096.0
EXP04,2025-05-05,Control,paid_conversions,142.0
EXP04,2025-05-05,Control,annual_plan_conversions,39.0
EXP04,2025-05-05,Control,first_payment_net_usd,4298.7
EXP04,2025-05-06,Control,paywall_viewers,2003.0
EXP04,2025-05-06,Control,paid_conversions,160.0
EXP04,2025-05-06,Control,annual_plan_conversions,39.0
EXP04,2025-05-06,Control,first_payment_net_usd,4629.38
EXP04,2025-05-07,Control,paywall_viewers,2029.0
EXP04,2025-05-07,Control,paid_conversions,166.0
EXP04,2025-05-07,Control,annual_plan_conversions,51.0
EXP04,2025-05-07,Control,first_payment_net_usd,5519.27
EXP04,2025-05-08,Control,paywall_viewers,2066.0
EXP04,2025-05-08,Control,paid_conversions,150.0
EXP04,2025-05-08,Control,annual_plan_conversions,34.0
EXP04,2025-05-08,Control,first_payment_net_usd,4220.3
EXP04,2025-05-09,Control,paywall_viewers,2081.0
EXP04,2025-05-09,Control,paid_conversions,187.0
EXP04,2025-05-09,Control,annual_plan_conversions,50.0
EXP04,2025-05-09,Control,first_payment_net_usd,5849.19
EXP04,2025-05-10,Control,paywall_viewers,2363.0
EXP04,2025-05-10,Control,paid_conversions,191.0
EXP04,2025-05-10,Control,annual_plan_conversions,49.0
EXP04,2025-05-10,Control,first_payment_net_usd,5810.5
EXP04,2025-05-11,Control,paywall_viewers,1971.0
EXP04,2025-05-11,Control,paid_conversions,169.0
EXP04,2025-05-11,Control,annual_plan_conversions,32.0
EXP04,2025-05-11,Control,first_payment_net_usd,4366.19
EXP04,2025-05-12,Control,paywall_viewers,1910.0
EXP04,2025-05-12,Control,paid_conversions,154.0
EXP04,2025-05-12,Control,annual_plan_conversions,41.0
EXP04,2025-05-12,Control,first_payment_net_usd,4707.09
EXP04,2025-05-13,Control,paywall_viewers,1742.0
EXP04,2025-05-13,Control,paid_conversions,135.0
EXP04,2025-05-13,Control,annual_plan_conversions,21.0
EXP04,2025-05-13,Control,first_payment_net_usd,3316.43
EXP04,2025-05-14,Control,paywall_viewers,1830.0
EXP04,2025-05-14,Control,paid_conversions,155.0
EXP04,2025-05-14,Control,annual_plan_conversions,46.0
EXP04,2025-05-14,Control,first_payment_net_usd,4981.85
EXP04,2025-05-15,Control,paywall_viewers,2209.0
EXP04,2025-05-15,Control,paid_conversions,179.0
EXP04,2025-05-15,Control,annual_plan_conversions,41.0
EXP04,2025-05-15,Control,first_payment_net_usd,5172.12
EXP04,2025-05-16,Control,paywall_viewers,2209.0
EXP04,2025-05-16,Control,paid_conversions,207.0
EXP04,2025-05-16,Control,annual_plan_conversions,49.0
EXP04,2025-05-16,Control,first_payment_net_usd,6156.57
EXP04,2025-05-17,Control,paywall_viewers,2146.0
EXP04,2025-05-17,Control,paid_conversions,169.0
EXP04,2025-05-17,Control,annual_plan_conversions,37.0
EXP04,2025-05-17,Control,first_payment_net_usd,4693.46
EXP04,2025-05-18,Control,paywall_viewers,2029.0
EXP04,2025-05-18,Control,paid_conversions,151.0
EXP04,2025-05-18,Control,annual_plan_conversions,37.0
EXP04,2025-05-18,Control,first_payment_net_usd,4415.59
EXP04,2025-05-19,Control,paywall_viewers,1729.0
EXP04,2025-05-19,Control,paid_conversions,117.0
EXP04,2025-05-19,Control,annual_plan_conversions,36.0
EXP04,2025-05-19,Control,first_payment_net_usd,3814.85
EXP04,2025-05-20,Control,paywall_viewers,1859.0
EXP04,2025-05-20,Control,paid_conversions,157.0
EXP04,2025-05-20,Control,annual_plan_conversions,37.0
EXP04,2025-05-20,Control,first_payment_net_usd,4648.98
EXP04,2025-05-21,Control,paywall_viewers,2277.0
EXP04,2025-05-21,Control,paid_conversions,168.0
EXP04,2025-05-21,Control,annual_plan_conversions,41.0
EXP04,2025-05-21,Control,first_payment_net_usd,4905.4
EXP04,2025-05-22,Control,paywall_viewers,2035.0
EXP04,2025-05-22,Control,paid_conversions,170.0
EXP04,2025-05-22,Control,annual_plan_conversions,37.0
EXP04,2025-05-22,Control,first_payment_net_usd,4687.11
EXP04,2025-05-23,Control,paywall_viewers,2084.0
EXP04,2025-05-23,Control,paid_conversions,151.0
EXP04,2025-05-23,Control,annual_plan_conversions,42.0
EXP04,2025-05-23,Control,first_payment_net_usd,4776.29
EXP04,2025-05-24,Control,paywall_viewers,2296.0
EXP04,2025-05-24,Control,paid_conversions,170.0
EXP04,2025-05-24,Control,annual_plan_conversions,46.0
EXP04,2025-05-24,Control,first_payment_net_usd,5241.61
EXP04,2025-05-25,Control,paywall_viewers,2001.0
EXP04,2025-05-25,Control,paid_conversions,166.0
EXP04,2025-05-25,Control,annual_plan_conversions,39.0
EXP04,2025-05-25,Control,first_payment_net_usd,4759.24
EXP04,2025-05-26,Control,paywall_viewers,2017.0
EXP04,2025-05-26,Control,paid_conversions,149.0
EXP04,2025-05-26,Control,annual_plan_conversions,45.0
EXP04,2025-05-26,Control,first_payment_net_usd,4837.07
EXP04,2025-05-27,Control,paywall_viewers,1924.0
EXP04,2025-05-27,Control,paid_conversions,151.0
EXP04,2025-05-27,Control,annual_plan_conversions,40.0
EXP04,2025-05-27,Control,first_payment_net_usd,4628.03
EXP04,2025-05-28,Control,paywall_viewers,2053.0
EXP04,2025-05-28,Control,paid_conversions,144.0
EXP04,2025-05-28,Control,annual_plan_conversions,36.0
EXP04,2025-05-28,Control,first_payment_net_usd,4190.45
EXP04,2025-05-29,Control,paywall_viewers,2039.0
EXP04,2025-05-29,Control,paid_conversions,181.0
EXP04,2025-05-29,Control,annual_plan_conversions,43.0
EXP04,2025-05-29,Control,first_payment_net_usd,5273.21
EXP04,2025-05-30,Control,paywall_viewers,2199.0
EXP04,2025-05-30,Control,paid_conversions,185.0
EXP04,2025-05-30,Control,annual_plan_conversions,38.0
EXP04,2025-05-30,Control,first_payment_net_usd,5035.07
EXP04,2025-05-31,Control,paywall_viewers,2302.0
EXP04,2025-05-31,Control,paid_conversions,180.0
EXP04,2025-05-31,Control,annual_plan_conversions,47.0
EXP04,2025-05-31,Control,first_payment_net_usd,5419.38
EXP04,2025-04-01,Treatment,paywall_viewers,2026.0
EXP04,2025-04-01,Treatment,paid_conversions,165.0
EXP04,2025-04-01,Treatment,annual_plan_conversions,70.0
EXP04,2025-04-01,Treatment,first_payment_net_usd,4614.6
EXP04,2025-04-02,Treatment,paywall_viewers,1833.0
EXP04,2025-04-02,Treatment,paid_conversions,153.0
EXP04,2025-04-02,Treatment,annual_plan_conversions,51.0
EXP04,2025-04-02,Treatment,first_payment_net_usd,3938.91
EXP04,2025-04-03,Treatment,paywall_viewers,1973.0
EXP04,2025-04-03,Treatment,paid_conversions,165.0
EXP04,2025-04-03,Treatment,annual_plan_conversions,63.0
EXP04,2025-04-03,Treatment,first_payment_net_usd,4506.12
EXP04,2025-04-04,Treatment,paywall_viewers,2054.0
EXP04,2025-04-04,Treatment,paid_conversions,146.0
EXP04,2025-04-04,Treatment,annual_plan_conversions,57.0
EXP04,2025-04-04,Treatment,first_payment_net_usd,4052.18
EXP04,2025-04-05,Treatment,paywall_viewers,2178.0
EXP04,2025-04-05,Treatment,paid_conversions,165.0
EXP04,2025-04-05,Treatment,annual_plan_conversions,63.0
EXP04,2025-04-05,Treatment,first_payment_net_usd,4465.42
EXP04,2025-04-06,Treatment,paywall_viewers,2026.0
EXP04,2025-04-06,Treatment,paid_conversions,146.0
EXP04,2025-04-06,Treatment,annual_plan_conversions,67.0
EXP04,2025-04-06,Treatment,first_payment_net_usd,4439.67
EXP04,2025-04-07,Treatment,paywall_viewers,1814.0
EXP04,2025-04-07,Treatment,paid_conversions,134.0
EXP04,2025-04-07,Treatment,annual_plan_conversions,49.0
EXP04,2025-04-07,Treatment,first_payment_net_usd,3553.28
EXP04,2025-04-08,Treatment,paywall_viewers,1649.0
EXP04,2025-04-08,Treatment,paid_conversions,146.0
EXP04,2025-04-08,Treatment,annual_plan_conversions,69.0
EXP04,2025-04-08,Treatment,first_payment_net_usd,4347.56
EXP04,2025-04-09,Treatment,paywall_viewers,1806.0
EXP04,2025-04-09,Treatment,paid_conversions,135.0
EXP04,2025-04-09,Treatment,annual_plan_conversions,39.0
EXP04,2025-04-09,Treatment,first_payment_net_usd,3404.23
EXP04,2025-04-10,Treatment,paywall_viewers,1893.0
EXP04,2025-04-10,Treatment,paid_conversions,138.0
EXP04,2025-04-10,Treatment,annual_plan_conversions,48.0
EXP04,2025-04-10,Treatment,first_payment_net_usd,3746.28
EXP04,2025-04-11,Treatment,paywall_viewers,1991.0
EXP04,2025-04-11,Treatment,paid_conversions,167.0
EXP04,2025-04-11,Treatment,annual_plan_conversions,59.0
EXP04,2025-04-11,Treatment,first_payment_net_usd,4525.62
EXP04,2025-04-12,Treatment,paywall_viewers,2362.0
EXP04,2025-04-12,Treatment,paid_conversions,175.0
EXP04,2025-04-12,Treatment,annual_plan_conversions,79.0
EXP04,2025-04-12,Treatment,first_payment_net_usd,5142.57
EXP04,2025-04-13,Treatment,paywall_viewers,2204.0
EXP04,2025-04-13,Treatment,paid_conversions,176.0
EXP04,2025-04-13,Treatment,annual_plan_conversions,77.0
EXP04,2025-04-13,Treatment,first_payment_net_usd,5091.05
EXP04,2025-04-14,Treatment,paywall_viewers,1875.0
EXP04,2025-04-14,Treatment,paid_conversions,137.0
EXP04,2025-04-14,Treatment,annual_plan_conversions,48.0
EXP04,2025-04-14,Treatment,first_payment_net_usd,3618.03
EXP04,2025-04-15,Treatment,paywall_viewers,1923.0
EXP04,2025-04-15,Treatment,paid_conversions,121.0
EXP04,2025-04-15,Treatment,annual_plan_conversions,49.0
EXP04,2025-04-15,Treatment,first_payment_net_usd,3380.02
EXP04,2025-04-16,Treatment,paywall_viewers,1881.0
EXP04,2025-04-16,Treatment,paid_conversions,123.0
EXP04,2025-04-16,Treatment,annual_plan_conversions,50.0
EXP04,2025-04-16,Treatment,first_payment_net_usd,3509.75
EXP04,2025-04-17,Treatment,paywall_viewers,1897.0
EXP04,2025-04-17,Treatment,paid_conversions,150.0
EXP04,2025-04-17,Treatment,annual_plan_conversions,62.0
EXP04,2025-04-17,Treatment,first_payment_net_usd,4203.35
EXP04,2025-04-18,Treatment,paywall_viewers,2442.0
EXP04,2025-04-18,Treatment,paid_conversions,208.0
EXP04,2025-04-18,Treatment,annual_plan_conversions,89.0
EXP04,2025-04-18,Treatment,first_payment_net_usd,6070.04
EXP04,2025-04-19,Treatment,paywall_viewers,2702.0
EXP04,2025-04-19,Treatment,paid_conversions,209.0
EXP04,2025-04-19,Treatment,annual_plan_conversions,101.0
EXP04,2025-04-19,Treatment,first_payment_net_usd,6378.59
EXP04,2025-04-20,Treatment,paywall_viewers,2422.0
EXP04,2025-04-20,Treatment,paid_conversions,196.0
EXP04,2025-04-20,Treatment,annual_plan_conversions,93.0
EXP04,2025-04-20,Treatment,first_payment_net_usd,5896.38
EXP04,2025-04-21,Treatment,paywall_viewers,2350.0
EXP04,2025-04-21,Treatment,paid_conversions,153.0
EXP04,2025-04-21,Treatment,annual_plan_conversions,84.0
EXP04,2025-04-21,Treatment,first_payment_net_usd,5090.27
EXP04,2025-04-22,Treatment,paywall_viewers,2110.0
EXP04,2025-04-22,Treatment,paid_conversions,149.0
EXP04,2025-04-22,Treatment,annual_plan_conversions,68.0
EXP04,2025-04-22,Treatment,first_payment_net_usd,4417.74
EXP04,2025-04-23,Treatment,paywall_viewers,2315.0
EXP04,2025-04-23,Treatment,paid_conversions,177.0
EXP04,2025-04-23,Treatment,annual_plan_conversions,95.0
EXP04,2025-04-23,Treatment,first_payment_net_usd,5783.98
EXP04,2025-04-24,Treatment,paywall_viewers,2598.0
EXP04,2025-04-24,Treatment,paid_conversions,207.0
EXP04,2025-04-24,Treatment,annual_plan_conversions,93.0
EXP04,2025-04-24,Treatment,first_payment_net_usd,6131.44
EXP04,2025-04-25,Treatment,paywall_viewers,2517.0
EXP04,2025-04-25,Treatment,paid_conversions,199.0
EXP04,2025-04-25,Treatment,annual_plan_conversions,93.0
EXP04,2025-04-25,Treatment,first_payment_net_usd,6080.38
EXP04,2025-04-26,Treatment,paywall_viewers,2745.0
EXP04,2025-04-26,Treatment,paid_conversions,209.0
EXP04,2025-04-26,Treatment,annual_plan_conversions,101.0
EXP04,2025-04-26,Treatment,first_payment_net_usd,6400.59
EXP04,2025-04-27,Treatment,paywall_viewers,2503.0
EXP04,2025-04-27,Treatment,paid_conversions,188.0
EXP04,2025-04-27,Treatment,annual_plan_conversions,95.0
EXP04,2025-04-27,Treatment,first_payment_net_usd,5907.76
EXP04,2025-04-28,Treatment,paywall_viewers,1911.0
EXP04,2025-04-28,Treatment,paid_conversions,156.0
EXP04,2025-04-28,Treatment,annual_plan_conversions,68.0
EXP04,2025-04-28,Treatment,first_payment_net_usd,4546.5
EXP04,2025-04-29,Treatment,paywall_viewers,1850.0
EXP04,2025-04-29,Treatment,paid_conversions,174.0
EXP04,2025-04-29,Treatment,annual_plan_conversions,64.0
EXP04,2025-04-29,Treatment,first_payment_net_usd,4788.29
EXP04,2025-04-30,Treatment,paywall_viewers,1941.0
EXP04,2025-04-30,Treatment,paid_conversions,157.0
EXP04,2025-04-30,Treatment,annual_plan_conversions,41.0
EXP04,2025-04-30,Treatment,first_payment_net_usd,3721.88
EXP04,2025-05-01,Treatment,paywall_viewers,1983.0
EXP04,2025-05-01,Treatment,paid_conversions,158.0
EXP04,2025-05-01,Treatment,annual_plan_conversions,54.0
EXP04,2025-05-01,Treatment,first_payment_net_usd,4148.95
EXP04,2025-05-02,Treatment,paywall_viewers,2180.0
EXP04,2025-05-02,Treatment,paid_conversions,176.0
EXP04,2025-05-02,Treatment,annual_plan_conversions,72.0
EXP04,2025-05-02,Treatment,first_payment_net_usd,4885.12
EXP04,2025-05-03,Treatment,paywall_viewers,2091.0
EXP04,2025-05-03,Treatment,paid_conversions,180.0
EXP04,2025-05-03,Treatment,annual_plan_conversions,67.0
EXP04,2025-05-03,Treatment,first_payment_net_usd,4951.93
EXP04,2025-05-04,Treatment,paywall_viewers,2234.0
EXP04,2025-05-04,Treatment,paid_conversions,155.0
EXP04,2025-05-04,Treatment,annual_plan_conversions,52.0
EXP04,2025-05-04,Treatment,first_payment_net_usd,4035.66
EXP04,2025-05-05,Treatment,paywall_viewers,2096.0
EXP04,2025-05-05,Treatment,paid_conversions,166.0
EXP04,2025-05-05,Treatment,annual_plan_conversions,56.0
EXP04,2025-05-05,Treatment,first_payment_net_usd,4363.42
EXP04,2025-05-06,Treatment,paywall_viewers,2003.0
EXP04,2025-05-06,Treatment,paid_conversions,138.0
EXP04,2025-05-06,Treatment,annual_plan_conversions,59.0
EXP04,2025-05-06,Treatment,first_payment_net_usd,3941.55
EXP04,2025-05-07,Treatment,paywall_viewers,2029.0
EXP04,2025-05-07,Treatment,paid_conversions,153.0
EXP04,2025-05-07,Treatment,annual_plan_conversions,50.0
EXP04,2025-05-07,Treatment,first_payment_net_usd,3946.55
EXP04,2025-05-08,Treatment,paywall_viewers,2066.0
EXP04,2025-05-08,Treatment,paid_conversions,168.0
EXP04,2025-05-08,Treatment,annual_plan_conversions,72.0
EXP04,2025-05-08,Treatment,first_payment_net_usd,4815.12
EXP04,2025-05-09,Treatment,paywall_viewers,2081.0
EXP04,2025-05-09,Treatment,paid_conversions,158.0
EXP04,2025-05-09,Treatment,annual_plan_conversions,63.0
EXP04,2025-05-09,Treatment,first_payment_net_usd,4400.18
EXP04,2025-05-10,Treatment,paywall_viewers,2363.0
EXP04,2025-05-10,Treatment,paid_conversions,203.0
EXP04,2025-05-10,Treatment,annual_plan_conversions,79.0
EXP04,2025-05-10,Treatment,first_payment_net_usd,5617.98
EXP04,2025-05-11,Treatment,paywall_viewers,1971.0
EXP04,2025-05-11,Treatment,paid_conversions,158.0
EXP04,2025-05-11,Treatment,annual_plan_conversions,67.0
EXP04,2025-05-11,Treatment,first_payment_net_usd,4566.96
EXP04,2025-05-12,Treatment,paywall_viewers,1910.0
EXP04,2025-05-12,Treatment,paid_conversions,158.0
EXP04,2025-05-12,Treatment,annual_plan_conversions,64.0
EXP04,2025-05-12,Treatment,first_payment_net_usd,4509.97
EXP04,2025-05-13,Treatment,paywall_viewers,1742.0
EXP04,2025-05-13,Treatment,paid_conversions,145.0
EXP04,2025-05-13,Treatment,annual_plan_conversions,53.0
EXP04,2025-05-13,Treatment,first_payment_net_usd,3818.43
EXP04,2025-05-14,Treatment,paywall_viewers,1830.0
EXP04,2025-05-14,Treatment,paid_conversions,148.0
EXP04,2025-05-14,Treatment,annual_plan_conversions,46.0
EXP04,2025-05-14,Treatment,first_payment_net_usd,3782.7
EXP04,2025-05-15,Treatment,paywall_viewers,2209.0
EXP04,2025-05-15,Treatment,paid_conversions,159.0
EXP04,2025-05-15,Treatment,annual_plan_conversions,64.0
EXP04,2025-05-15,Treatment,first_payment_net_usd,4432.21
EXP04,2025-05-16,Treatment,paywall_viewers,2209.0
EXP04,2025-05-16,Treatment,paid_conversions,190.0
EXP04,2025-05-16,Treatment,annual_plan_conversions,79.0
EXP04,2025-05-16,Treatment,first_payment_net_usd,5407.02
EXP04,2025-05-17,Treatment,paywall_viewers,2146.0
EXP04,2025-05-17,Treatment,paid_conversions,153.0
EXP04,2025-05-17,Treatment,annual_plan_conversions,56.0
EXP04,2025-05-17,Treatment,first_payment_net_usd,4098.21
EXP04,2025-05-18,Treatment,paywall_viewers,2029.0
EXP04,2025-05-18,Treatment,paid_conversions,155.0
EXP04,2025-05-18,Treatment,annual_plan_conversions,70.0
EXP04,2025-05-18,Treatment,first_payment_net_usd,4581.39
EXP04,2025-05-19,Treatment,paywall_viewers,1729.0
EXP04,2025-05-19,Treatment,paid_conversions,131.0
EXP04,2025-05-19,Treatment,annual_plan_conversions,61.0
EXP04,2025-05-19,Treatment,first_payment_net_usd,3921.47
EXP04,2025-05-20,Treatment,paywall_viewers,1859.0
EXP04,2025-05-20,Treatment,paid_conversions,170.0
EXP04,2025-05-20,Treatment,annual_plan_conversions,60.0
EXP04,2025-05-20,Treatment,first_payment_net_usd,4592.39
EXP04,2025-05-21,Treatment,paywall_viewers,2277.0
EXP04,2025-05-21,Treatment,paid_conversions,165.0
EXP04,2025-05-21,Treatment,annual_plan_conversions,62.0
EXP04,2025-05-21,Treatment,first_payment_net_usd,4586.5
EXP04,2025-05-22,Treatment,paywall_viewers,2035.0
EXP04,2025-05-22,Treatment,paid_conversions,155.0
EXP04,2025-05-22,Treatment,annual_plan_conversions,60.0
EXP04,2025-05-22,Treatment,first_payment_net_usd,4322.83
EXP04,2025-05-23,Treatment,paywall_viewers,2084.0
EXP04,2025-05-23,Treatment,paid_conversions,154.0
EXP04,2025-05-23,Treatment,annual_plan_conversions,65.0
EXP04,2025-05-23,Treatment,first_payment_net_usd,4450.72
EXP04,2025-05-24,Treatment,paywall_viewers,2296.0
EXP04,2025-05-24,Treatment,paid_conversions,170.0
EXP04,2025-05-24,Treatment,annual_plan_conversions,70.0
EXP04,2025-05-24,Treatment,first_payment_net_usd,4780.17
EXP04,2025-05-25,Treatment,paywall_viewers,2001.0
EXP04,2025-05-25,Treatment,paid_conversions,155.0
EXP04,2025-05-25,Treatment,annual_plan_conversions,60.0
