date,country_code,device,sessions,age_checks_started,age_checks_passed,free_signups,activated_users,paywall_viewers,checkout_starts,new_paid_subscribers
2024-01-22,ROW,Tablet web,307,0,0,24,12,13,0,0
2024-01-23,US,Mobile web,14284,0,0,1451,870,522,83,44
2024-01-23,US,Desktop web,4788,0,0,507,312,180,39,22
2024-01-23,US,Tablet web,422,0,0,48,28,21,5,3
2024-01-23,GB,Mobile web,2852,0,0,303,181,102,16,10
2024-01-23,GB,Desktop web,1005,0,0,118,67,40,13,7
2024-01-23,GB,Tablet web,104,0,0,11,7,5,2,1
2024-01-23,DE,Mobile web,3051,0,0,302,190,114,15,10
2024-01-23,DE,Desktop web,725,0,0,90,49,33,5,3
2024-01-23,DE,Tablet web,122,0,0,13,8,4,0,0
2024-01-23,FR,Mobile web,1599,0,0,157,98,56,7,4
2024-01-23,FR,Desktop web,513,0,0,63,36,21,4,2
2024-01-23,FR,Tablet web,44,0,0,4,2,0,2,1
2024-01-23,CA,Mobile web,1921,0,0,186,117,69,5,3
2024-01-23,CA,Desktop web,758,0,0,79,47,31,5,3
2024-01-23,CA,Tablet web,86,0,0,9,7,0,0,0
2024-01-23,AU,Mobile web,1297,0,0,143,88,55,10,6
2024-01-23,AU,Desktop web,442,0,0,49,30,12,2,1
2024-01-23,AU,Tablet web,81,0,0,8,5,3,2,1
2024-01-23,NL,Mobile web,830,0,0,79,38,32,3,2
2024-01-23,NL,Desktop web,240,0,0,27,17,5,2,1
2024-01-23,NL,Tablet web,51,0,0,5,2,2,0,0
2024-01-23,CH,Mobile web,568,0,0,56,28,18,4,2
2024-01-23,CH,Desktop web,190,0,0,22,15,5,2,1
2024-01-23,CH,Tablet web,0,0,0,0,0,0,0,0
2024-01-23,SE,Mobile web,367,0,0,38,27,16,0,0
2024-01-23,SE,Desktop web,168,0,0,20,11,8,3,2
2024-01-23,SE,Tablet web,20,0,0,2,0,0,0,0
2024-01-23,ES,Mobile web,1395,0,0,114,64,40,5,3
2024-01-23,ES,Desktop web,665,0,0,59,38,20,2,1
2024-01-23,ES,Tablet web,33,0,0,3,3,0,0,0
2024-01-23,IT,Mobile web,1965,0,0,157,104,61,4,2
2024-01-23,IT,Desktop web,460,0,0,52,26,24,2,1
2024-01-23,IT,Tablet web,56,0,0,5,3,1,0,0
2024-01-23,PL,Mobile web,789,0,0,79,54,36,7,4
2024-01-23,PL,Desktop web,390,0,0,40,29,17,2,1
2024-01-23,PL,Tablet web,20,0,0,2,2,2,2,1
2024-01-23,JP,Mobile web,784,0,0,68,46,24,2,1
2024-01-23,JP,Desktop web,177,0,0,18,10,4,0,0
2024-01-23,JP,Tablet web,52,0,0,5,4,1,0,0
2024-01-23,BR,Mobile web,4553,0,0,281,166,91,7,4
2024-01-23,BR,Desktop web,1239,0,0,104,54,40,3,2
2024-01-23,BR,Tablet web,96,0,0,7,4,4,0,0
2024-01-23,MX,Mobile web,2907,0,0,223,129,86,2,1
2024-01-23,MX,Desktop web,1006,0,0,84,48,33,2,1
2024-01-23,MX,Tablet web,91,0,0,7,3,2,0,0
2024-01-23,IN,Mobile web,2599,0,0,187,110,69,2,1
2024-01-23,IN,Desktop web,744,0,0,64,37,17,2,1
2024-01-23,IN,Tablet web,67,0,0,5,3,1,0,0
2024-01-23,ROW,Mobile web,10844,0,0,781,485,279,18,10
2024-01-23,ROW,Desktop web,3582,0,0,307,186,107,4,2
2024-01-23,ROW,Tablet web,244,0,0,18,10,7,0,0
2024-01-24,US,Mobile web,12951,0,0,1356,795,513,57,33
2024-01-24,US,Desktop web,3732,0,0,439,263,162,37,23
2024-01-24,US,Tablet web,544,0,0,62,29,20,0,0
2024-01-24,GB,Mobile web,3247,0,0,304,176,113,14,8
2024-01-24,GB,Desktop web,913,0,0,95,49,31,3,2
2024-01-24,GB,Tablet web,70,0,0,8,5,2,0,0
2024-01-24,DE,Mobile web,2978,0,0,271,163,95,23,13
2024-01-24,DE,Desktop web,909,0,0,98,56,31,5,3
2024-01-24,DE,Tablet web,70,0,0,7,3,0,2,1
2024-01-24,FR,Mobile web,1539,0,0,142,86,59,13,7
2024-01-24,FR,Desktop web,476,0,0,54,35,18,0,0
2024-01-24,FR,Tablet web,37,0,0,4,3,2,0,0
2024-01-24,CA,Mobile web,1651,0,0,159,104,59,13,7
2024-01-24,CA,Desktop web,577,0,0,68,35,22,4,2
2024-01-24,CA,Tablet web,43,0,0,5,2,1,0,0
2024-01-24,AU,Mobile web,1545,0,0,154,80,50,5,3
2024-01-24,AU,Desktop web,335,0,0,44,24,16,3,2
2024-01-24,AU,Tablet web,73,0,0,9,4,5,0,0
2024-01-24,NL,Mobile web,1188,0,0,107,65,46,10,6
2024-01-24,NL,Desktop web,323,0,0,34,16,16,0,0
2024-01-24,NL,Tablet web,29,0,0,3,2,1,0,0
2024-01-24,CH,Mobile web,405,0,0,44,27,14,2,1
2024-01-24,CH,Desktop web,111,0,0,13,9,8,3,2
2024-01-24,CH,Tablet web,17,0,0,2,1,2,0,0
2024-01-24,SE,Mobile web,565,0,0,57,38,21,6,3
2024-01-24,SE,Desktop web,214,0,0,23,10,10,0,0
2024-01-24,SE,Tablet web,27,0,0,3,2,1,2,1
2024-01-24,ES,Mobile web,1556,0,0,138,86,48,4,2
2024-01-24,ES,Desktop web,483,0,0,54,29,29,2,1
2024-01-24,ES,Tablet web,20,0,0,2,1,0,0,0
2024-01-24,IT,Mobile web,1366,0,0,135,79,49,7,4
2024-01-24,IT,Desktop web,543,0,0,55,38,19,3,2
2024-01-24,IT,Tablet web,28,0,0,3,2,1,0,0
2024-01-24,PL,Mobile web,931,0,0,91,53,37,5,3
2024-01-24,PL,Desktop web,272,0,0,29,16,12,2,1
2024-01-24,PL,Tablet web,51,0,0,5,3,2,2,1
2024-01-24,JP,Mobile web,655,0,0,63,42,24,3,2
2024-01-24,JP,Desktop web,241,0,0,26,19,13,0,0
2024-01-24,JP,Tablet web,62,0,0,6,5,3,0,0
2024-01-24,BR,Mobile web,3568,0,0,245,148,84,5,3
2024-01-24,BR,Desktop web,1199,0,0,92,59,29,0,0
2024-01-24,BR,Tablet web,145,0,0,11,8,3,0,0
2024-01-24,MX,Mobile web,2470,0,0,176,115,64,12,7
2024-01-24,MX,Desktop web,948,0,0,79,41,32,5,3
2024-01-24,MX,Tablet web,67,0,0,5,2,2,0,0
2024-01-24,IN,Mobile web,2039,0,0,172,110,64,0,0
2024-01-24,IN,Desktop web,769,0,0,66,49,23,2,1
2024-01-24,IN,Tablet web,139,0,0,10,7,5,0,0
2024-01-24,ROW,Mobile web,11113,0,0,734,442,263,16,9
2024-01-24,ROW,Desktop web,3185,0,0,273,161,102,8,5
2024-01-24,ROW,Tablet web,482,0,0,35,20,9,0,0
2024-01-25,US,Mobile web,13692,0,0,1284,761,437,77,42
2024-01-25,US,Desktop web,4036,0,0,491,295,173,34,20
2024-01-25,US,Tablet web,359,0,0,41,21,16,8,5
2024-01-25,GB,Mobile web,2831,0,0,284,165,107,15,8
2024-01-25,GB,Desktop web,1006,0,0,120,70,41,8,5
2024-01-25,GB,Tablet web,105,0,0,11,7,6,0,0
2024-01-25,DE,Mobile web,2952,0,0,297,165,107,11,6
2024-01-25,DE,Desktop web,837,0,0,109,65,55,7,4
2024-01-25,DE,Tablet web,126,0,0,13,7,6,0,0
2024-01-25,FR,Mobile web,1982,0,0,186,103,68,5,3
2024-01-25,FR,Desktop web,429,0,0,51,35,16,4,2
2024-01-25,FR,Tablet web,58,0,0,7,3,1,0,0
2024-01-25,CA,Mobile web,1544,0,0,163,101,67,7,4
2024-01-25,CA,Desktop web,671,0,0,70,37,27,7,4
2024-01-25,CA,Tablet web,57,0,0,6,3,1,0,0
2024-01-25,AU,Mobile web,1253,0,0,145,85,54,3,2
2024-01-25,AU,Desktop web,467,0,0,54,28,15,3,2
2024-01-25,AU,Tablet web,70,0,0,8,4,3,0,0
2024-01-25,NL,Mobile web,991,0,0,98,60,31,7,4
2024-01-25,NL,Desktop web,284,0,0,31,25,12,0,0
2024-01-25,NL,Tablet web,40,0,0,4,0,2,0,0
2024-01-25,CH,Mobile web,512,0,0,51,31,15,3,2
2024-01-25,CH,Desktop web,223,0,0,24,17,14,0,0
2024-01-25,CH,Tablet web,19,0,0,2,2,2,0,0
2024-01-25,SE,Mobile web,501,0,0,49,27,13,5,3
2024-01-25,SE,Desktop web,166,0,0,20,12,8,3,2
2024-01-25,SE,Tablet web,20,0,0,2,1,0,0,0
2024-01-25,ES,Mobile web,1714,0,0,153,104,59,8,5
2024-01-25,ES,Desktop web,569,0,0,55,36,21,7,4
2024-01-25,ES,Tablet web,62,0,0,6,5,2,0,0
2024-01-25,IT,Mobile web,1575,0,0,147,83,62,7,4
2024-01-25,IT,Desktop web,405,0,0,42,25,20,4,2
2024-01-25,IT,Tablet web,85,0,0,8,6,3,0,0
2024-01-25,PL,Mobile web,1087,0,0,107,67,37,7,4
2024-01-25,PL,Desktop web,390,0,0,41,20,15,5,3
2024-01-25,PL,Tablet web,51,0,0,5,2,2,0,0
2024-01-25,JP,Mobile web,680,0,0,55,34,15,3,2
2024-01-25,JP,Desktop web,226,0,0,24,15,6,0,0
2024-01-25,JP,Tablet web,11,0,0,1,0,0,0,0
2024-01-25,BR,Mobile web,3209,0,0,220,128,80,7,4
2024-01-25,BR,Desktop web,947,0,0,80,52,32,2,1
2024-01-25,BR,Tablet web,132,0,0,10,6,1,0,0
2024-01-25,MX,Mobile web,3293,0,0,234,139,93,2,1
2024-01-25,MX,Desktop web,967,0,0,76,41,36,2,1
2024-01-25,MX,Tablet web,152,0,0,11,5,1,0,0
2024-01-25,IN,Mobile web,2331,0,0,172,113,51,3,2
2024-01-25,IN,Desktop web,590,0,0,48,30,18,2,1
2024-01-25,IN,Tablet web,72,0,0,6,4,2,0,0
2024-01-25,ROW,Mobile web,11038,0,0,750,462,256,8,5
2024-01-25,ROW,Desktop web,3356,0,0,274,162,102,9,5
2024-01-25,ROW,Tablet web,392,0,0,31,17,9,0,0
2024-01-26,US,Mobile web,14138,0,0,1387,871,481,64,36
2024-01-26,US,Desktop web,4712,0,0,506,327,189,38,21
2024-01-26,US,Tablet web,594,0,0,61,34,21,2,1
2024-01-26,GB,Mobile web,3063,0,0,301,179,102,14,8
2024-01-26,GB,Desktop web,1019,0,0,117,76,44,3,2
2024-01-26,GB,Tablet web,81,0,0,8,3,3,0,0
2024-01-26,DE,Mobile web,2981,0,0,295,182,121,9,5
2024-01-26,DE,Desktop web,890,0,0,97,61,36,7,4
2024-01-26,DE,Tablet web,137,0,0,14,10,12,0,0
2024-01-26,FR,Mobile web,1377,0,0,141,82,48,7,4
2024-01-26,FR,Desktop web,413,0,0,51,31,20,6,4
2024-01-26,FR,Tablet web,129,0,0,14,9,6,0,0
2024-01-26,CA,Mobile web,1977,0,0,203,120,69,9,5
2024-01-26,CA,Desktop web,549,0,0,65,38,19,7,4
2024-01-26,CA,Tablet web,84,0,0,9,3,3,0,0
2024-01-26,AU,Mobile web,1604,0,0,176,118,63,12,7
2024-01-26,AU,Desktop web,465,0,0,51,30,20,7,4
2024-01-26,AU,Tablet web,57,0,0,6,3,2,0,0
2024-01-26,NL,Mobile web,1025,0,0,91,47,34,3,2
2024-01-26,NL,Desktop web,392,0,0,45,28,14,0,0
2024-01-26,NL,Tablet web,36,0,0,4,2,2,0,0
2024-01-26,CH,Mobile web,568,0,0,53,35,19,5,3
2024-01-26,CH,Desktop web,177,0,0,21,13,4,0,0
2024-01-26,CH,Tablet web,18,0,0,2,2,0,0,0
2024-01-26,SE,Mobile web,504,0,0,52,23,18,0,0
2024-01-26,SE,Desktop web,227,0,0,25,11,8,0,0
2024-01-26,SE,Tablet web,30,0,0,3,2,1,0,0
2024-01-26,ES,Mobile web,1462,0,0,133,79,49,7,4
2024-01-26,ES,Desktop web,508,0,0,54,28,28,3,2
2024-01-26,ES,Tablet web,125,0,0,11,5,6,0,0
2024-01-26,IT,Mobile web,1615,0,0,141,81,50,2,1
2024-01-26,IT,Desktop web,482,0,0,49,21,18,3,2
2024-01-26,IT,Tablet web,45,0,0,4,3,2,0,0
2024-01-26,PL,Mobile web,1177,0,0,113,66,43,12,6
2024-01-26,PL,Desktop web,522,0,0,59,32,16,0,0
2024-01-26,PL,Tablet web,43,0,0,4,1,0,0,0
2024-01-26,JP,Mobile web,1096,0,0,91,55,35,2,1
2024-01-26,JP,Desktop web,172,0,0,18,10,5,0,0
2024-01-26,JP,Tablet web,61,0,0,6,5,5,0,0
2024-01-26,BR,Mobile web,3673,0,0,236,142,79,5,3
2024-01-26,BR,Desktop web,942,0,0,81,48,22,7,4
2024-01-26,BR,Tablet web,113,0,0,8,6,2,2,1
2024-01-26,MX,Mobile web,2694,0,0,189,121,70,2,1
2024-01-26,MX,Desktop web,1080,0,0,86,59,26,2,1
2024-01-26,MX,Tablet web,143,0,0,11,7,2,0,0
2024-01-26,IN,Mobile web,2388,0,0,181,102,63,2,1
2024-01-26,IN,Desktop web,948,0,0,80,45,32,2,1
2024-01-26,IN,Tablet web,114,0,0,8,2,3,0,0
2024-01-26,ROW,Mobile web,11255,0,0,774,484,268,20,11
2024-01-26,ROW,Desktop web,3202,0,0,279,163,99,13,8
2024-01-26,ROW,Tablet web,418,0,0,33,24,15,0,0
2024-01-27,US,Mobile web,16038,0,0,1599,964,602,80,45
2024-01-27,US,Desktop web,5114,0,0,560,316,203,33,20
2024-01-27,US,Tablet web,560,0,0,57,39,17,3,2
2024-01-27,GB,Mobile web,3305,0,0,343,202,118,15,8
2024-01-27,GB,Desktop web,1053,0,0,120,74,43,8,5
2024-01-27,GB,Tablet web,99,0,0,11,4,5,0,0
2024-01-27,DE,Mobile web,2820,0,0,329,205,113,16,10
2024-01-27,DE,Desktop web,1117,0,0,134,88,57,9,5
2024-01-27,DE,Tablet web,76,0,0,8,4,2,0,0
2024-01-27,FR,Mobile web,1458,0,0,154,92,48,5,3
2024-01-27,FR,Desktop web,568,0,0,63,37,23,8,5
2024-01-27,FR,Tablet web,71,0,0,8,4,3,0,0
2024-01-27,CA,Mobile web,1756,0,0,180,112,56,10,6
2024-01-27,CA,Desktop web,601,0,0,72,45,20,4,2
2024-01-27,CA,Tablet web,90,0,0,9,3,2,0,0
2024-01-27,AU,Mobile web,1589,0,0,161,84,52,6,4
2024-01-27,AU,Desktop web,460,0,0,50,28,17,8,5
2024-01-27,AU,Tablet web,67,0,0,7,2,5,0,0
2024-01-27,NL,Mobile web,967,0,0,100,65,40,0,0
2024-01-27,NL,Desktop web,338,0,0,35,22,17,2,1
2024-01-27,NL,Tablet web,21,0,0,2,1,1,0,0
2024-01-27,CH,Mobile web,566,0,0,57,34,24,0,0
2024-01-27,CH,Desktop web,198,0,0,21,15,9,0,0
2024-01-27,CH,Tablet web,20,0,0,2,2,2,0,0
2024-01-27,SE,Mobile web,417,0,0,43,23,16,2,1
2024-01-27,SE,Desktop web,152,0,0,17,10,8,5,3
2024-01-27,SE,Tablet web,38,0,0,4,2,4,0,0
2024-01-27,ES,Mobile web,1826,0,0,172,116,63,0,0
2024-01-27,ES,Desktop web,713,0,0,69,43,21,9,5
2024-01-27,ES,Tablet web,54,0,0,5,5,0,0,0
2024-01-27,IT,Mobile web,1738,0,0,147,87,56,10,6
2024-01-27,IT,Desktop web,614,0,0,67,39,22,2,1
2024-01-27,IT,Tablet web,33,0,0,3,3,1,2,1
2024-01-27,PL,Mobile web,1120,0,0,103,56,40,2,1
2024-01-27,PL,Desktop web,428,0,0,45,25,16,0,0
2024-01-27,PL,Tablet web,47,0,0,5,3,2,0,0
2024-01-27,JP,Mobile web,915,0,0,81,56,25,7,4
2024-01-27,JP,Desktop web,360,0,0,38,22,13,0,0
2024-01-27,JP,Tablet web,21,0,0,2,2,1,0,0
2024-01-27,BR,Mobile web,3393,0,0,248,165,90,6,3
2024-01-27,BR,Desktop web,1157,0,0,87,54,30,6,4
2024-01-27,BR,Tablet web,116,0,0,10,9,2,0,0
2024-01-27,MX,Mobile web,3389,0,0,241,145,77,7,4
2024-01-27,MX,Desktop web,1041,0,0,85,54,39,2,1
2024-01-27,MX,Tablet web,169,0,0,14,7,5,0,0
2024-01-27,IN,Mobile web,2623,0,0,189,109,59,0,0
2024-01-27,IN,Desktop web,1047,0,0,85,54,28,2,1
2024-01-27,IN,Tablet web,152,0,0,11,7,3,0,0
2024-01-27,ROW,Mobile web,14346,0,0,926,576,334,22,13
2024-01-27,ROW,Desktop web,3759,0,0,319,203,117,3,2
2024-01-27,ROW,Tablet web,545,0,0,43,23,15,0,0
2024-01-28,US,Mobile web,13903,0,0,1399,793,503,58,37
2024-01-28,US,Desktop web,5047,0,0,528,302,194,26,16
2024-01-28,US,Tablet web,609,0,0,69,41,30,0,0
2024-01-28,GB,Mobile web,3345,0,0,314,197,126,28,16
2024-01-28,GB,Desktop web,877,0,0,100,61,42,11,6
2024-01-28,GB,Tablet web,60,0,0,6,2,2,0,0
2024-01-28,DE,Mobile web,2820,0,0,281,156,105,7,4
2024-01-28,DE,Desktop web,1128,0,0,118,70,38,7,4
2024-01-28,DE,Tablet web,75,0,0,7,4,3,0,0
2024-01-28,FR,Mobile web,1851,0,0,183,115,68,7,4
2024-01-28,FR,Desktop web,561,0,0,69,47,24,2,1
2024-01-28,FR,Tablet web,28,0,0,3,2,1,2,1
2024-01-28,CA,Mobile web,1790,0,0,193,107,71,9,5
2024-01-28,CA,Desktop web,644,0,0,75,38,31,3,2
2024-01-28,CA,Tablet web,108,0,0,11,7,7,0,0
2024-01-28,AU,Mobile web,1256,0,0,134,72,41,7,4
2024-01-28,AU,Desktop web,598,0,0,67,36,21,2,1
2024-01-28,AU,Tablet web,73,0,0,8,5,3,3,2
2024-01-28,NL,Mobile web,1012,0,0,102,52,37,4,2
2024-01-28,NL,Desktop web,315,0,0,35,23,13,0,0
2024-01-28,NL,Tablet web,29,0,0,3,1,1,2,1
2024-01-28,CH,Mobile web,776,0,0,78,50,32,5,3
2024-01-28,CH,Desktop web,157,0,0,18,12,3,4,2
2024-01-28,CH,Tablet web,10,0,0,1,0,0,0,0
2024-01-28,SE,Mobile web,522,0,0,54,31,22,3,2
2024-01-28,SE,Desktop web,209,0,0,24,13,15,0,0
2024-01-28,SE,Tablet web,9,0,0,1,0,0,0,0
2024-01-28,ES,Mobile web,1672,0,0,150,98,61,5,3
2024-01-28,ES,Desktop web,639,0,0,63,39,19,2,1
2024-01-28,ES,Tablet web,39,0,0,4,2,0,0,0
2024-01-28,IT,Mobile web,1967,0,0,170,107,59,5,3
2024-01-28,IT,Desktop web,609,0,0,61,37,25,8,5
2024-01-28,IT,Tablet web,90,0,0,8,5,2,0,0
2024-01-28,PL,Mobile web,1362,0,0,111,61,31,3,2
2024-01-28,PL,Desktop web,301,0,0,34,20,14,0,0
2024-01-28,PL,Tablet web,43,0,0,4,1,2,0,0
2024-01-28,JP,Mobile web,736,0,0,66,35,28,0,0
2024-01-28,JP,Desktop web,339,0,0,35,18,7,0,0
2024-01-28,JP,Tablet web,20,0,0,2,0,2,2,1
2024-01-28,BR,Mobile web,3532,0,0,253,148,101,6,4
2024-01-28,BR,Desktop web,1247,0,0,109,59,36,2,1
2024-01-28,BR,Tablet web,71,0,0,5,2,2,0,0
2024-01-28,MX,Mobile web,3378,0,0,214,115,85,7,4
2024-01-28,MX,Desktop web,1176,0,0,91,60,30,0,0
2024-01-28,MX,Tablet web,104,0,0,8,4,4,0,0
2024-01-28,IN,Mobile web,2755,0,0,173,104,49,10,6
2024-01-28,IN,Desktop web,892,0,0,73,40,30,3,2
2024-01-28,IN,Tablet web,92,0,0,7,2,3,0,0
2024-01-28,ROW,Mobile web,11466,0,0,845,517,290,20,12
2024-01-28,ROW,Desktop web,3742,0,0,320,197,111,16,9
2024-01-28,ROW,Tablet web,487,0,0,34,22,11,0,0
2024-01-29,US,Mobile web,14215,0,0,1340,804,470,73,42
2024-01-29,US,Desktop web,4449,0,0,532,322,195,26,15
2024-01-29,US,Tablet web,567,0,0,59,38,20,5,3
2024-01-29,GB,Mobile web,2949,0,0,273,173,93,7,4
2024-01-29,GB,Desktop web,1035,0,0,117,70,40,10,6
2024-01-29,GB,Tablet web,113,0,0,11,4,4,0,0
2024-01-29,DE,Mobile web,2766,0,0,290,162,106,5,3
2024-01-29,DE,Desktop web,773,0,0,93,50,34,7,4
2024-01-29,DE,Tablet web,93,0,0,10,6,4,5,3
2024-01-29,FR,Mobile web,1716,0,0,163,103,58,5,3
2024-01-29,FR,Desktop web,513,0,0,57,37,19,5,3
2024-01-29,FR,Tablet web,60,0,0,7,5,2,0,0
2024-01-29,CA,Mobile web,1905,0,0,183,114,71,7,4
2024-01-29,CA,Desktop web,598,0,0,70,38,25,6,4
2024-01-29,CA,Tablet web,60,0,0,6,5,1,0,0
2024-01-29,AU,Mobile web,1433,0,0,143,78,53,0,0
2024-01-29,AU,Desktop web,559,0,0,58,39,20,8,5
2024-01-29,AU,Tablet web,89,0,0,9,6,3,0,0
2024-01-29,NL,Mobile web,807,0,0,87,49,28,5,3
2024-01-29,NL,Desktop web,307,0,0,35,21,13,3,2
2024-01-29,NL,Tablet web,62,0,0,6,4,3,0,0
2024-01-29,CH,Mobile web,768,0,0,66,34,21,5,3
2024-01-29,CH,Desktop web,164,0,0,19,13,11,2,1
2024-01-29,CH,Tablet web,0,0,0,0,0,0,0,0
2024-01-29,SE,Mobile web,550,0,0,54,37,15,5,3
2024-01-29,SE,Desktop web,224,0,0,25,17,7,0,0
2024-01-29,SE,Tablet web,41,0,0,4,1,2,0,0
2024-01-29,ES,Mobile web,1949,0,0,165,106,62,5,3
2024-01-29,ES,Desktop web,458,0,0,50,30,24,3,2
2024-01-29,ES,Tablet web,96,0,0,9,4,2,0,0
2024-01-29,IT,Mobile web,1389,0,0,131,78,47,5,3
2024-01-29,IT,Desktop web,515,0,0,54,33,18,3,2
2024-01-29,IT,Tablet web,74,0,0,7,3,3,0,0
2024-01-29,PL,Mobile web,989,0,0,87,53,36,5,3
2024-01-29,PL,Desktop web,318,0,0,34,25,13,2,1
2024-01-29,PL,Tablet web,32,0,0,3,1,1,0,0
2024-01-29,JP,Mobile web,746,0,0,74,44,24,2,1
2024-01-29,JP,Desktop web,228,0,0,22,13,9,2,1
2024-01-29,JP,Tablet web,39,0,0,4,3,4,0,0
2024-01-29,BR,Mobile web,3128,0,0,202,127,82,2,1
2024-01-29,BR,Desktop web,887,0,0,81,47,32,4,2
2024-01-29,BR,Tablet web,107,0,0,8,4,3,2,1
2024-01-29,MX,Mobile web,2638,0,0,206,124,70,2,1
2024-01-29,MX,Desktop web,1065,0,0,95,61,39,3,2
2024-01-29,MX,Tablet web,97,0,0,8,7,4,0,0
2024-01-29,IN,Mobile web,2395,0,0,167,101,58,4,2
2024-01-29,IN,Desktop web,631,0,0,54,35,20,5,3
2024-01-29,IN,Tablet web,137,0,0,10,3,3,0,0
2024-01-29,ROW,Mobile web,9555,0,0,713,445,254,23,13
2024-01-29,ROW,Desktop web,3660,0,0,279,168,103,14,8
2024-01-29,ROW,Tablet web,447,0,0,32,19,15,0,0
2024-01-30,US,Mobile web,13790,0,0,1321,769,481,72,40
2024-01-30,US,Desktop web,4449,0,0,456,263,145,26,15
2024-01-30,US,Tablet web,560,0,0,57,37,24,3,2
2024-01-30,GB,Mobile web,3207,0,0,317,193,107,18,11
2024-01-30,GB,Desktop web,907,0,0,106,67,37,8,5
2024-01-30,GB,Tablet web,182,0,0,19,10,6,2,1
2024-01-30,DE,Mobile web,2455,0,0,251,152,85,16,9
2024-01-30,DE,Desktop web,763,0,0,105,68,43,2,1
2024-01-30,DE,Tablet web,117,0,0,12,6,5,0,0
2024-01-30,FR,Mobile web,1467,0,0,153,94,57,4,2
2024-01-30,FR,Desktop web,573,0,0,64,42,28,2,1
2024-01-30,FR,Tablet web,104,0,0,11,9,3,0,0
2024-01-30,CA,Mobile web,1769,0,0,166,97,58,9,6
2024-01-30,CA,Desktop web,601,0,0,71,43,23,2,1
2024-01-30,CA,Tablet web,78,0,0,7,4,3,2,1
2024-01-30,AU,Mobile web,1364,0,0,134,83,48,5,3
2024-01-30,AU,Desktop web,413,0,0,50,28,20,2,1
2024-01-30,AU,Tablet web,50,0,0,5,5,3,0,0
2024-01-30,NL,Mobile web,896,0,0,93,56,35,5,3
2024-01-30,NL,Desktop web,219,0,0,26,10,8,0,0
2024-01-30,NL,Tablet web,19,0,0,2,1,0,0,0
2024-01-30,CH,Mobile web,492,0,0,53,32,22,2,1
2024-01-30,CH,Desktop web,119,0,0,14,8,6,0,0
2024-01-30,CH,Tablet web,11,0,0,1,0,1,0,0
2024-01-30,SE,Mobile web,482,0,0,48,32,13,7,4
2024-01-30,SE,Desktop web,112,0,0,14,7,5,2,1
2024-01-30,SE,Tablet web,44,0,0,5,2,1,0,0
2024-01-30,ES,Mobile web,1320,0,0,135,84,60,4,2
2024-01-30,ES,Desktop web,489,0,0,51,33,21,0,0
2024-01-30,ES,Tablet web,47,0,0,5,5,3,0,0
2024-01-30,IT,Mobile web,1566,0,0,140,80,46,7,4
2024-01-30,IT,Desktop web,395,0,0,40,24,15,4,2
2024-01-30,IT,Tablet web,39,0,0,4,3,2,2,1
2024-01-30,PL,Mobile web,1184,0,0,119,70,47,3,2
2024-01-30,PL,Desktop web,378,0,0,37,21,15,2,1
2024-01-30,PL,Tablet web,77,0,0,7,7,2,0,0
2024-01-30,JP,Mobile web,732,0,0,67,35,26,2,1
2024-01-30,JP,Desktop web,189,0,0,20,9,8,2,1
2024-01-30,JP,Tablet web,0,0,0,0,0,0,0,0
2024-01-30,BR,Mobile web,3774,0,0,258,163,81,2,1
2024-01-30,BR,Desktop web,1094,0,0,88,47,47,0,0
2024-01-30,BR,Tablet web,140,0,0,11,6,4,0,0
2024-01-30,MX,Mobile web,2833,0,0,208,134,74,2,1
2024-01-30,MX,Desktop web,1053,0,0,84,43,33,3,2
2024-01-30,MX,Tablet web,87,0,0,7,3,4,0,0
2024-01-30,IN,Mobile web,1981,0,0,135,92,57,2,1
2024-01-30,IN,Desktop web,789,0,0,62,39,23,0,0
2024-01-30,IN,Tablet web,90,0,0,7,3,2,2,1
2024-01-30,ROW,Mobile web,11615,0,0,799,463,284,25,15
2024-01-30,ROW,Desktop web,3084,0,0,263,173,93,10,6
2024-01-30,ROW,Tablet web,321,0,0,25,16,9,0,0
2024-01-31,US,Mobile web,14473,0,0,1533,890,575,69,37
2024-01-31,US,Desktop web,5306,0,0,585,344,203,46,27
2024-01-31,US,Tablet web,533,0,0,56,34,20,5,3
2024-01-31,GB,Mobile web,3721,0,0,357,214,142,17,10
2024-01-31,GB,Desktop web,1353,0,0,147,93,60,11,6
2024-01-31,GB,Tablet web,112,0,0,12,6,7,0,0
2024-01-31,DE,Mobile web,3205,0,0,299,185,121,20,11
2024-01-31,DE,Desktop web,880,0,0,104,58,34,7,4
2024-01-31,DE,Tablet web,108,0,0,10,7,4,0,0
2024-01-31,FR,Mobile web,1854,0,0,172,106,68,10,6
2024-01-31,FR,Desktop web,564,0,0,67,38,31,4,2
2024-01-31,FR,Tablet web,78,0,0,9,6,0,0,0
2024-01-31,CA,Mobile web,2366,0,0,225,142,86,12,7
2024-01-31,CA,Desktop web,721,0,0,82,51,35,2,1
2024-01-31,CA,Tablet web,89,0,0,10,5,3,0,0
2024-01-31,AU,Mobile web,1587,0,0,153,84,43,5,3
2024-01-31,AU,Desktop web,459,0,0,54,35,14,2,1
2024-01-31,AU,Tablet web,37,0,0,4,1,0,2,1
2024-01-31,NL,Mobile web,859,0,0,86,48,24,2,1
2024-01-31,NL,Desktop web,333,0,0,39,18,15,3,2
2024-01-31,NL,Tablet web,75,0,0,7,3,1,2,1
