month,country_code,txn_type,product_id,transactions,gross_usd,tax_usd,net_usd,processing_fees_usd
2024-04,ROW,Reactivation,P3M,4,119.88,5.72,114.16,8.4
2024-04,ROW,Refund - subscription,P12M,3,-215.64,-10.27,-205.37,0.0
2024-04,ROW,Refund - subscription,P1M,2,-25.98,-1.24,-24.74,0.0
2024-04,ROW,Renewal,P12M,7,503.16,23.94,479.22,25.21
2024-04,ROW,Renewal,P1M,294,3819.06,181.86,3637.2,297.0
2024-04,ROW,Renewal,P3M,48,1438.56,68.48,1370.08,87.56
2024-04,ROW,Token pack,TP100,23,229.77,10.98,218.79,19.95
2024-04,ROW,Token pack,TP1300,3,299.97,14.28,285.69,18.9
2024-04,ROW,Token pack,TP275,13,324.87,15.47,309.4,23.4
2024-04,ROW,Token pack,TP2800,3,599.97,28.56,571.41,36.9
2024-04,ROW,Token pack,TP600,13,649.87,30.94,618.93,37.8
2024-04,SE,Chargeback,P12M,1,-78.13,-15.63,-62.51,25.0
2024-04,SE,New subscription,P12M,21,1618.21,323.61,1294.49,92.96
2024-04,SE,New subscription,P1M,49,682.4,136.54,545.86,51.08
2024-04,SE,New subscription,P3M,20,642.59,128.55,514.01,40.72
2024-04,SE,Reactivation,P1M,2,27.86,5.58,22.28,2.24
2024-04,SE,Refund - subscription,P1M,2,-27.86,-5.58,-22.28,0.0
2024-04,SE,Renewal,P12M,1,77.06,15.41,61.64,4.59
2024-04,SE,Renewal,P1M,65,905.18,181.08,724.1,66.2
2024-04,SE,Renewal,P3M,15,481.95,96.42,385.5,31.77
2024-04,SE,Token pack,TP100,6,64.26,12.84,51.42,5.64
2024-04,SE,Token pack,TP1300,2,214.38,42.88,171.5,12.5
2024-04,SE,Token pack,TP275,5,133.95,26.8,107.15,7.69
2024-04,US,Chargeback,P12M,7,-503.16,-28.49,-474.67,175.0
2024-04,US,Chargeback,P1M,19,-246.81,-14.01,-232.8,475.0
2024-04,US,Chargeback,P3M,3,-89.91,-5.1,-84.81,75.0
2024-04,US,New subscription,P12M,439,31555.32,1786.14,29769.18,1820.04
2024-04,US,New subscription,P1M,1228,15951.72,902.93,15048.79,1235.28
2024-04,US,New subscription,P3M,371,11118.87,629.37,10489.5,722.38
2024-04,US,Reactivation,P12M,15,1078.2,61.05,1017.15,65.66
2024-04,US,Reactivation,P1M,40,519.6,29.45,490.15,40.53
2024-04,US,Reactivation,P3M,11,329.67,18.69,310.98,21.45
2024-04,US,Refund - subscription,P12M,28,-2012.64,-113.95,-1898.69,0.0
2024-04,US,Refund - subscription,P1M,50,-649.5,-36.83,-612.67,0.0
2024-04,US,Refund - subscription,P3M,15,-449.55,-25.49,-424.06,0.0
2024-04,US,Refund - token pack,TP100,1,-9.99,-0.57,-9.42,0.0
2024-04,US,Refund - token pack,TP600,1,-49.99,-2.83,-47.16,0.0
2024-04,US,Renewal,P12M,24,1725.12,97.67,1627.45,100.11
2024-04,US,Renewal,P1M,1677,21784.23,1233.07,20551.16,1680.13
2024-04,US,Renewal,P3M,197,5904.09,334.19,5569.9,385.3
2024-04,US,Token pack,TP100,184,1838.16,104.05,1734.11,153.57
2024-04,US,Token pack,TP1300,51,5099.49,288.66,4810.83,282.9
2024-04,US,Token pack,TP275,105,2623.95,148.51,2475.44,171.85
2024-04,US,Token pack,TP2800,18,3599.82,203.76,3396.06,212.1
2024-04,US,Token pack,TP600,55,2749.45,155.65,2593.8,158.55
2024-05,AU,Chargeback,P12M,1,-71.88,-6.53,-65.35,25.0
2024-05,AU,Chargeback,P1M,2,-25.98,-2.36,-23.62,50.0
2024-05,AU,Chargeback,P3M,1,-29.97,-2.72,-27.25,25.0
2024-05,AU,New subscription,P12M,43,3090.84,280.92,2809.92,177.14
2024-05,AU,New subscription,P1M,124,1610.76,146.39,1464.37,124.16
2024-05,AU,New subscription,P3M,43,1288.71,117.11,1171.6,78.7
2024-05,AU,Reactivation,P12M,1,71.88,6.53,65.35,4.61
2024-05,AU,Reactivation,P1M,7,90.93,8.26,82.67,6.67
2024-05,AU,Refund - subscription,P12M,4,-287.52,-26.12,-261.4,0.0
2024-05,AU,Refund - subscription,P1M,7,-90.93,-8.26,-82.67,0.0
2024-05,AU,Refund - subscription,P3M,1,-29.97,-2.72,-27.25,0.0
2024-05,AU,Refund - token pack,TP275,1,-24.99,-2.27,-22.72,0.0
2024-05,AU,Renewal,P12M,4,287.52,26.12,261.4,18.44
2024-05,AU,Renewal,P1M,181,2351.19,213.76,2137.43,180.35
2024-05,AU,Renewal,P3M,26,779.22,70.77,708.45,51.28
2024-05,AU,Token pack,TP100,23,229.77,20.92,208.85,18.45
2024-05,AU,Token pack,TP1300,5,499.95,45.45,454.5,31.5
2024-05,AU,Token pack,TP275,12,299.88,27.24,272.64,21.6
2024-05,AU,Token pack,TP2800,3,599.97,54.54,545.43,27.6
2024-05,AU,Token pack,TP600,4,199.96,18.16,181.8,13.2
2024-05,BR,Chargeback,P1M,1,-12.99,-0.62,-12.37,25.0
2024-05,BR,New subscription,P12M,58,4169.04,198.51,3970.53,242.77
2024-05,BR,New subscription,P1M,106,1376.94,65.6,1311.34,103.83
2024-05,BR,New subscription,P3M,37,1108.89,52.8,1056.09,74.38
2024-05,BR,Reactivation,P12M,1,71.88,3.42,68.46,4.61
2024-05,BR,Reactivation,P1M,1,12.99,0.62,12.37,1.08
2024-05,BR,Refund - subscription,P12M,5,-359.4,-17.1,-342.3,0.0
2024-05,BR,Refund - subscription,P1M,1,-12.99,-0.62,-12.37,0.0
2024-05,BR,Refund - subscription,P3M,2,-59.94,-2.86,-57.08,0.0
2024-05,BR,Renewal,P12M,1,71.88,3.42,68.46,4.61
2024-05,BR,Renewal,P1M,95,1234.05,58.79,1175.26,94.61
2024-05,BR,Renewal,P3M,16,479.52,22.86,456.66,30.3
2024-05,BR,Token pack,TP100,11,109.89,5.27,104.62,9.9
2024-05,BR,Token pack,TP1300,2,199.98,9.52,190.46,7.8
2024-05,BR,Token pack,TP275,2,49.98,2.38,47.6,3.6
2024-05,BR,Token pack,TP2800,5,999.95,47.61,952.34,61.5
2024-05,BR,Token pack,TP600,2,99.98,4.76,95.22,6.6
2024-05,CA,Chargeback,P1M,5,-64.95,-7.45,-57.5,125.0
2024-05,CA,Chargeback,P3M,1,-29.97,-3.45,-26.52,25.0
2024-05,CA,New subscription,P12M,63,4528.44,521.01,4007.43,262.33
2024-05,CA,New subscription,P1M,166,2156.34,248.07,1908.27,168.61
2024-05,CA,New subscription,P3M,59,1768.23,203.44,1564.79,120.5
2024-05,CA,Reactivation,P12M,1,71.88,8.27,63.61,4.61
2024-05,CA,Reactivation,P1M,10,129.9,14.91,114.99,9.91
2024-05,CA,Reactivation,P3M,1,29.97,3.45,26.52,2.1
2024-05,CA,Refund - subscription,P12M,3,-215.64,-24.81,-190.83,0.0
2024-05,CA,Refund - subscription,P1M,6,-77.94,-8.95,-68.99,0.0
2024-05,CA,Refund - subscription,P3M,6,-179.82,-20.7,-159.12,0.0
2024-05,CA,Renewal,P12M,2,143.76,16.54,127.22,9.22
2024-05,CA,Renewal,P1M,245,3182.55,366.17,2816.38,252.99
2024-05,CA,Renewal,P3M,26,779.22,89.68,689.54,47.99
2024-05,CA,Token pack,TP100,20,199.8,23.0,176.8,17.25
2024-05,CA,Token pack,TP1300,6,599.94,69.0,530.94,37.8
2024-05,CA,Token pack,TP275,16,399.84,45.95,353.89,27.37
2024-05,CA,Token pack,TP2800,8,1599.92,184.08,1415.84,98.4
2024-05,CA,Token pack,TP600,10,499.9,57.5,442.4,30.45
2024-05,CH,Chargeback,P3M,1,-32.13,-2.41,-29.72,25.0
2024-05,CH,New subscription,P12M,22,1709.41,128.05,1581.36,101.7
2024-05,CH,New subscription,P1M,50,702.08,52.58,649.5,53.35
2024-05,CH,New subscription,P3M,17,550.8,41.31,509.49,36.21
2024-05,CH,Reactivation,P1M,1,14.04,1.05,12.99,1.12
2024-05,CH,Refund - subscription,P12M,1,-77.7,-5.82,-71.88,0.0
2024-05,CH,Refund - subscription,P1M,4,-56.16,-4.2,-51.96,0.0
2024-05,CH,Refund - subscription,P3M,1,-32.4,-2.43,-29.97,0.0
2024-05,CH,Renewal,P12M,2,155.4,11.64,143.76,9.24
2024-05,CH,Renewal,P1M,62,870.56,65.18,805.38,61.33
2024-05,CH,Renewal,P3M,6,194.4,14.58,179.82,11.14
2024-05,CH,Token pack,TP100,6,64.8,4.86,59.94,5.64
2024-05,CH,Token pack,TP1300,4,432.36,32.4,399.96,25.16
2024-05,CH,Token pack,TP275,3,81.03,6.06,74.97,5.52
2024-05,CH,Token pack,TP2800,1,216.19,16.2,199.99,12.24
2024-05,DE,Chargeback,P1M,5,-69.65,-11.1,-58.5,125.0
2024-05,DE,Chargeback,P3M,1,-32.13,-5.13,-27.0,25.0
2024-05,DE,New subscription,P12M,107,8314.12,1327.46,6986.69,456.68
2024-05,DE,New subscription,P1M,311,4367.12,697.28,3669.8,328.05
2024-05,DE,New subscription,P3M,76,2462.31,393.15,2069.04,148.81
2024-05,DE,Reactivation,P12M,5,388.5,62.04,326.49,23.11
2024-05,DE,Reactivation,P1M,13,182.52,29.12,153.4,14.56
2024-05,DE,Refund - subscription,P12M,3,-233.1,-37.23,-195.9,0.0
2024-05,DE,Refund - subscription,P1M,8,-112.32,-17.92,-94.4,0.0
2024-05,DE,Refund - subscription,P3M,3,-97.2,-15.51,-81.66,0.0
2024-05,DE,Refund - token pack,TP100,1,-10.8,-1.72,-9.07,0.0
2024-05,DE,Refund - token pack,TP1300,1,-108.09,-17.26,-90.83,0.0
2024-05,DE,Refund - token pack,TP275,1,-27.01,-4.31,-22.7,0.0
2024-05,DE,Renewal,P12M,5,388.5,62.05,326.5,23.1
2024-05,DE,Renewal,P1M,454,6375.12,1017.89,5357.2,480.35
2024-05,DE,Renewal,P3M,60,1943.89,310.37,1633.42,114.74
2024-05,DE,Token pack,TP100,56,604.8,96.52,508.12,48.15
2024-05,DE,Token pack,TP1300,12,1297.08,207.12,1089.96,66.15
2024-05,DE,Token pack,TP275,26,702.34,112.14,590.2,47.76
2024-05,DE,Token pack,TP2800,10,2161.9,345.2,1816.7,113.4
2024-05,DE,Token pack,TP600,12,648.48,103.55,544.92,32.32
2024-05,ES,Chargeback,P12M,1,-77.06,-13.37,-63.68,25.0
2024-05,ES,Chargeback,P1M,2,-27.86,-4.84,-23.02,50.0
2024-05,ES,Chargeback,P3M,2,-64.26,-11.16,-53.1,50.0
2024-05,ES,New subscription,P12M,32,2486.42,431.57,2054.95,144.48
2024-05,ES,New subscription,P1M,85,1193.57,207.16,986.5,88.09
2024-05,ES,New subscription,P3M,20,647.99,112.46,535.46,39.32
2024-05,ES,Reactivation,P12M,2,155.4,26.98,128.44,9.24
2024-05,ES,Reactivation,P1M,1,14.04,2.44,11.61,1.12
2024-05,ES,Refund - subscription,P12M,3,-233.1,-40.47,-192.66,0.0
2024-05,ES,Refund - subscription,P1M,7,-98.28,-17.07,-81.26,0.0
2024-05,ES,Renewal,P12M,1,77.7,13.49,64.22,4.62
2024-05,ES,Renewal,P1M,156,2190.6,380.19,1810.46,160.49
2024-05,ES,Renewal,P3M,22,712.78,123.71,589.01,43.58
2024-05,ES,Token pack,TP100,9,97.2,16.85,80.3,8.48
2024-05,ES,Token pack,TP1300,1,108.09,18.76,89.33,6.29
2024-05,ES,Token pack,TP275,8,216.08,37.52,178.64,13.29
2024-05,ES,Token pack,TP2800,2,432.38,75.04,357.34,24.48
2024-05,ES,Token pack,TP600,3,162.12,28.14,133.98,9.96
2024-05,FR,Chargeback,P1M,3,-41.79,-6.96,-34.8,75.0
2024-05,FR,New subscription,P12M,49,3807.35,634.55,3172.8,205.78
2024-05,FR,New subscription,P1M,181,2541.62,423.54,2118.03,193.07
2024-05,FR,New subscription,P3M,48,1555.14,259.2,1295.94,95.72
2024-05,FR,Reactivation,P12M,2,155.4,25.9,129.5,9.24
2024-05,FR,Reactivation,P1M,4,56.16,9.36,46.8,4.48
2024-05,FR,Reactivation,P3M,1,32.4,5.4,27.0,2.13
2024-05,FR,Refund - subscription,P12M,2,-155.4,-25.9,-129.5,0.0
2024-05,FR,Refund - subscription,P1M,11,-154.45,-25.74,-128.71,0.0
2024-05,FR,Refund - subscription,P3M,1,-32.4,-5.4,-27.0,0.0
2024-05,FR,Refund - token pack,TP100,1,-10.8,-1.8,-9.0,0.0
2024-05,FR,Refund - token pack,TP275,1,-27.01,-4.5,-22.51,0.0
2024-05,FR,Renewal,P12M,4,310.8,51.8,259.0,18.48
2024-05,FR,Renewal,P1M,235,3299.93,549.91,2749.92,240.05
2024-05,FR,Renewal,P3M,23,745.19,124.2,620.99,44.08
2024-05,FR,Token pack,TP100,24,259.2,43.2,216.0,21.07
2024-05,FR,Token pack,TP1300,7,756.63,126.09,630.51,44.05
2024-05,FR,Token pack,TP275,14,378.15,63.0,315.14,22.89
2024-05,FR,Token pack,TP2800,2,432.38,72.06,360.32,24.48
2024-05,FR,Token pack,TP600,8,432.32,72.06,360.26,24.05
2024-05,GB,Chargeback,P12M,2,-179.98,-30.0,-149.98,50.0
2024-05,GB,Chargeback,P1M,7,-113.83,-18.97,-94.86,175.0
2024-05,GB,New subscription,P12M,122,11084.47,1847.45,9237.07,572.66
2024-05,GB,New subscription,P1M,297,4876.5,812.77,4063.78,347.99
2024-05,GB,New subscription,P3M,93,3523.01,587.15,2935.87,215.12
2024-05,GB,Reactivation,P12M,11,999.45,166.55,832.82,46.88
2024-05,GB,Reactivation,P1M,9,147.78,24.65,123.13,10.26
2024-05,GB,Reactivation,P3M,5,189.4,31.55,157.85,10.29
2024-05,GB,Refund - subscription,P12M,4,-363.43,-60.57,-302.85,0.0
2024-05,GB,Refund - subscription,P1M,15,-246.3,-41.06,-205.24,0.0
2024-05,GB,Refund - subscription,P3M,3,-113.64,-18.93,-94.71,0.0
2024-05,GB,Renewal,P12M,6,545.14,90.86,454.28,28.09
2024-05,GB,Renewal,P1M,433,7109.56,1184.93,5924.63,514.38
2024-05,GB,Renewal,P3M,47,1780.4,296.73,1483.77,108.77
2024-05,GB,Token pack,TP100,63,795.5,132.55,662.95,57.22
2024-05,GB,Token pack,TP1300,13,1643.06,273.79,1369.17,84.1
2024-05,GB,Token pack,TP275,28,884.46,147.35,737.02,55.23
2024-05,GB,Token pack,TP2800,8,2022.3,337.04,1685.26,93.1
2024-05,GB,Token pack,TP600,8,505.51,84.24,421.27,27.75
2024-05,IN,Chargeback,P1M,2,-25.98,-3.96,-22.02,50.0
2024-05,IN,New subscription,P12M,34,2443.92,372.73,2071.19,125.01
2024-05,IN,New subscription,P1M,71,922.29,140.63,781.66,70.46
2024-05,IN,New subscription,P3M,18,539.46,82.26,457.2,32.85
2024-05,IN,Reactivation,P12M,2,143.76,21.92,121.84,9.22
2024-05,IN,Reactivation,P1M,1,12.99,1.98,11.01,1.08
2024-05,IN,Reactivation,P3M,1,29.97,4.57,25.4,2.1
2024-05,IN,Refund - subscription,P1M,1,-12.99,-1.98,-11.01,0.0
2024-05,IN,Renewal,P12M,3,215.64,32.88,182.76,10.3
2024-05,IN,Renewal,P1M,73,948.27,144.58,803.69,72.62
2024-05,IN,Renewal,P3M,11,329.67,50.27,279.4,21.45
2024-05,IN,Token pack,TP100,7,69.93,10.65,59.28,6.3
2024-05,IN,Token pack,TP1300,4,399.96,61.0,338.96,25.2
2024-05,IN,Token pack,TP275,3,74.97,11.43,63.54,5.4
2024-05,IN,Token pack,TP2800,1,199.99,30.51,169.48,12.3
2024-05,IN,Token pack,TP600,2,99.98,15.26,84.72,6.6
2024-05,IT,New subscription,P12M,40,3108.03,560.43,2547.6,157.26
2024-05,IT,New subscription,P1M,110,1544.62,278.52,1266.1,117.04
2024-05,IT,New subscription,P3M,38,1231.17,221.95,1009.13,72.76
2024-05,IT,Reactivation,P12M,3,233.1,42.03,191.07,13.86
2024-05,IT,Reactivation,P1M,6,84.24,15.18,69.06,6.72
2024-05,IT,Reactivation,P3M,2,64.8,11.68,53.12,4.26
2024-05,IT,Refund - subscription,P12M,3,-233.1,-42.03,-191.07,0.0
2024-05,IT,Refund - subscription,P1M,10,-140.4,-25.3,-115.1,0.0
2024-05,IT,Renewal,P1M,153,2148.45,387.42,1761.03,164.4
2024-05,IT,Renewal,P3M,26,842.37,151.87,690.49,52.13
2024-05,IT,Token pack,TP100,10,108.0,19.47,88.5,9.43
2024-05,IT,Token pack,TP1300,3,324.27,58.47,265.8,14.2
2024-05,IT,Token pack,TP275,9,243.1,43.83,199.27,16.55
2024-05,IT,Token pack,TP2800,2,432.38,77.96,354.4,24.48
2024-05,JP,New subscription,P12M,23,1653.24,150.25,1502.99,91.96
2024-05,JP,New subscription,P1M,67,870.33,79.06,791.27,67.91
2024-05,JP,New subscription,P3M,15,449.55,40.82,408.73,29.85
2024-05,JP,Reactivation,P1M,3,38.97,3.54,35.43,3.24
2024-05,JP,Refund - subscription,P12M,1,-71.88,-6.53,-65.35,0.0
2024-05,JP,Refund - subscription,P1M,4,-51.96,-4.72,-47.24,0.0
2024-05,JP,Refund - subscription,P3M,2,-59.94,-5.45,-54.49,0.0
2024-05,JP,Renewal,P12M,3,215.64,19.59,196.05,13.83
2024-05,JP,Renewal,P1M,79,1026.21,93.24,932.97,82.66
2024-05,JP,Renewal,P3M,8,239.76,21.76,218.0,16.8
2024-05,JP,Token pack,TP100,4,39.96,3.64,36.32,2.85
2024-05,JP,Token pack,TP1300,1,99.99,9.09,90.9,6.3
2024-05,JP,Token pack,TP275,4,99.96,9.08,90.88,7.2
2024-05,JP,Token pack,TP2800,1,199.99,18.18,181.81,12.3
2024-05,JP,Token pack,TP600,1,49.99,4.54,45.45,3.3
2024-05,MX,Chargeback,P1M,1,-12.99,-1.79,-11.2,25.0
2024-05,MX,New subscription,P12M,42,3018.96,416.36,2602.6,190.2
2024-05,MX,New subscription,P1M,72,935.28,128.97,806.31,71.53
2024-05,MX,New subscription,P3M,17,509.49,70.24,439.25,32.39
2024-05,MX,Reactivation,P12M,2,143.76,19.82,123.94,9.22
2024-05,MX,Reactivation,P1M,3,38.97,5.37,33.6,3.24
2024-05,MX,Refund - subscription,P12M,3,-215.64,-29.74,-185.9,0.0
2024-05,MX,Refund - subscription,P1M,2,-25.98,-3.58,-22.4,0.0
2024-05,MX,Renewal,P12M,6,431.28,59.47,371.81,24.14
2024-05,MX,Renewal,P1M,86,1117.14,154.1,963.04,81.32
2024-05,MX,Renewal,P3M,11,329.67,45.43,284.24,19.8
2024-05,MX,Token pack,TP100,3,29.97,4.14,25.83,1.95
2024-05,MX,Token pack,TP1300,1,99.99,13.79,86.2,6.3
2024-05,MX,Token pack,TP275,1,24.99,3.45,21.54,0.37
2024-05,MX,Token pack,TP600,2,99.98,13.8,86.18,4.05
2024-05,NL,Chargeback,P1M,1,-13.93,-2.42,-11.51,25.0
2024-05,NL,New subscription,P12M,34,2641.84,458.55,2183.37,129.53
2024-05,NL,New subscription,P1M,94,1319.93,229.08,1090.93,101.81
2024-05,NL,New subscription,P3M,25,809.98,140.56,669.31,45.06
2024-05,NL,Reactivation,P12M,1,77.7,13.49,64.22,4.62
2024-05,NL,Reactivation,P1M,8,112.32,19.52,92.88,8.96
2024-05,NL,Refund - subscription,P12M,2,-155.4,-26.98,-128.44,0.0
2024-05,NL,Refund - subscription,P1M,8,-112.33,-19.51,-92.87,0.0
2024-05,NL,Renewal,P12M,2,155.4,26.98,128.44,9.24
2024-05,NL,Renewal,P1M,128,1797.39,311.96,1485.49,138.16
2024-05,NL,Renewal,P3M,12,388.8,67.45,321.25,23.92
2024-05,NL,Token pack,TP100,18,194.4,33.7,160.6,16.96
2024-05,NL,Token pack,TP1300,3,324.27,56.28,267.99,9.53
2024-05,NL,Token pack,TP275,8,216.11,37.52,178.61,13.26
2024-05,NL,Token pack,TP2800,3,648.57,112.56,536.01,36.72
2024-05,NL,Token pack,TP600,2,108.08,18.76,89.32,6.64
2024-05,PL,Chargeback,P1M,1,-13.93,-2.6,-11.32,25.0
2024-05,PL,Chargeback,P3M,1,-32.13,-6.01,-26.12,25.0
2024-05,PL,New subscription,P12M,28,2175.62,406.84,1768.84,125.98
2024-05,PL,New subscription,P1M,70,982.93,183.81,799.16,73.07
2024-05,PL,New subscription,P3M,15,486.0,90.9,395.1,31.95
2024-05,PL,Reactivation,P12M,1,77.7,14.53,63.17,1.17
2024-05,PL,Reactivation,P1M,1,14.04,2.63,11.42,1.12
2024-05,PL,Refund - subscription,P12M,3,-233.1,-43.59,-189.52,0.0
2024-05,PL,Refund - subscription,P1M,3,-42.12,-7.89,-34.26,0.0
2024-05,PL,Renewal,P12M,5,388.5,72.65,315.86,19.66
2024-05,PL,Renewal,P1M,105,1474.45,275.71,1198.7,109.64
2024-05,PL,Renewal,P3M,10,324.0,60.6,263.4,19.66
2024-05,PL,Token pack,TP100,6,64.8,12.12,52.68,5.65
2024-05,PL,Token pack,TP275,6,162.07,30.3,131.77,9.6
2024-05,PL,Token pack,TP2800,2,432.38,80.86,351.52,6.48
2024-05,PL,Token pack,TP600,5,270.2,50.51,219.66,11.58
2024-05,ROW,Chargeback,P12M,2,-143.76,-6.84,-136.92,50.0
2024-05,ROW,Chargeback,P1M,5,-64.95,-3.1,-61.85,125.0
2024-05,ROW,Chargeback,P3M,3,-89.91,-4.29,-85.62,75.0
2024-05,ROW,New subscription,P12M,183,13154.04,626.39,12527.65,727.49
2024-05,ROW,New subscription,P1M,321,4169.79,198.58,3971.21,312.89
2024-05,ROW,New subscription,P3M,116,3476.52,165.52,3311.0,217.03
2024-05,ROW,Reactivation,P12M,5,359.4,17.1,342.3,23.05
2024-05,ROW,Reactivation,P1M,12,155.88,7.44,148.44,12.07
2024-05,ROW,Reactivation,P3M,1,29.97,1.43,28.54,2.1
2024-05,ROW,Refund - subscription,P12M,8,-575.04,-27.37,-547.67,0.0
2024-05,ROW,Refund - subscription,P1M,14,-181.86,-8.68,-173.18,0.0
2024-05,ROW,Refund - subscription,P3M,1,-29.97,-1.43,-28.54,0.0
2024-05,ROW,Refund - token pack,TP275,1,-24.99,-1.19,-23.8,0.0
2024-05,ROW,Refund - token pack,TP2800,1,-199.99,-9.52,-190.47,0.0
2024-05,ROW,Renewal,P12M,3,215.64,10.26,205.38,13.83
2024-05,ROW,Renewal,P1M,323,4195.77,199.81,3995.96,323.87
2024-05,ROW,Renewal,P3M,56,1678.32,79.93,1598.39,105.98
2024-05,ROW,Token pack,TP100,26,259.74,12.42,247.32,21.15
2024-05,ROW,Token pack,TP1300,6,599.94,28.56,571.38,37.8
2024-05,ROW,Token pack,TP275,10,249.9,11.9,238.0,18.0
2024-05,ROW,Token pack,TP2800,3,599.97,28.56,571.41,27.6
2024-05,ROW,Token pack,TP600,12,599.88,28.56,571.32,34.5
2024-05,SE,Chargeback,P1M,2,-27.86,-5.58,-22.28,50.0
2024-05,SE,New subscription,P12M,16,1243.21,248.64,994.57,56.69
2024-05,SE,New subscription,P1M,57,800.36,160.12,640.3,56.64
2024-05,SE,New subscription,P3M,26,842.4,168.48,673.92,50.46
2024-05,SE,Reactivation,P12M,3,233.1,46.62,186.48,13.86
2024-05,SE,Reactivation,P1M,2,28.08,5.62,22.46,2.24
2024-05,SE,Refund - subscription,P1M,4,-56.16,-11.24,-44.92,0.0
2024-05,SE,Refund - subscription,P3M,4,-129.6,-25.92,-103.68,0.0
2024-05,SE,Refund - token pack,TP2800,1,-216.19,-43.24,-172.95,0.0
2024-05,SE,Renewal,P12M,2,155.4,31.08,124.32,9.24
2024-05,SE,Renewal,P1M,79,1109.31,221.9,887.5,80.44
2024-05,SE,Renewal,P3M,11,356.4,71.28,285.12,20.15
2024-05,SE,Token pack,TP100,10,108.0,21.6,86.4,9.41
2024-05,SE,Token pack,TP275,1,27.01,5.4,21.61,1.84
2024-05,SE,Token pack,TP2800,2,432.38,86.48,345.9,24.48
2024-05,SE,Token pack,TP600,2,108.08,21.62,86.46,6.64
2024-05,US,Chargeback,P12M,5,-359.4,-20.35,-339.05,125.0
2024-05,US,Chargeback,P1M,26,-337.74,-19.17,-318.57,650.0
2024-05,US,Chargeback,P3M,5,-149.85,-8.49,-141.36,125.0
2024-05,US,New subscription,P12M,483,34718.04,1965.14,32752.9,2030.06
2024-05,US,New subscription,P1M,1322,17172.78,972.04,16200.74,1316.39
2024-05,US,New subscription,P3M,390,11688.3,661.61,11026.69,754.01
2024-05,US,Reactivation,P12M,23,1653.24,93.61,1559.63,99.01
2024-05,US,Reactivation,P1M,56,727.44,41.22,686.22,56.92
2024-05,US,Reactivation,P3M,19,569.43,32.26,537.17,39.9
2024-05,US,Refund - subscription,P12M,28,-2012.64,-113.95,-1898.69,0.0
2024-05,US,Refund - subscription,P1M,58,-753.42,-42.69,-710.73,0.0
2024-05,US,Refund - subscription,P3M,9,-269.73,-15.29,-254.44,0.0
2024-05,US,Refund - token pack,TP275,3,-74.97,-4.23,-70.74,0.0
2024-05,US,Refund - token pack,TP2800,2,-399.98,-22.64,-377.34,0.0
2024-05,US,Refund - token pack,TP600,1,-49.99,-2.83,-47.16,0.0
2024-05,US,Renewal,P12M,42,3018.96,170.91,2848.05,172.54
2024-05,US,Renewal,P1M,1872,24317.28,1376.46,22940.82,1893.26
2024-05,US,Renewal,P3M,195,5844.15,330.76,5513.39,374.57
2024-05,US,Token pack,TP100,204,2037.96,115.36,1922.6,167.04
2024-05,US,Token pack,TP1300,45,4499.55,254.7,4244.85,254.7
2024-05,US,Token pack,TP275,103,2573.97,145.67,2428.3,172.52
2024-05,US,Token pack,TP2800,42,8399.58,475.44,7924.14,479.4
2024-05,US,Token pack,TP600,74,3699.26,209.42,3489.84,218.7
2024-06,AU,Chargeback,P12M,1,-71.88,-6.53,-65.35,25.0
2024-06,AU,Chargeback,P1M,4,-51.96,-4.72,-47.24,100.0
2024-06,AU,Chargeback,P3M,1,-29.97,-2.72,-27.25,25.0
2024-06,AU,New subscription,P12M,50,3594.0,326.68,3267.32,202.36
2024-06,AU,New subscription,P1M,145,1883.55,171.19,1712.36,144.16
2024-06,AU,New subscription,P3M,55,1648.35,149.81,1498.54,108.84
2024-06,AU,Reactivation,P12M,6,431.28,39.19,392.09,17.07
2024-06,AU,Reactivation,P1M,6,77.94,7.08,70.86,6.48
2024-06,AU,Reactivation,P3M,1,29.97,2.72,27.25,2.1
2024-06,AU,Refund - subscription,P12M,2,-143.76,-13.06,-130.7,0.0
2024-06,AU,Refund - subscription,P1M,1,-12.99,-1.18,-11.81,0.0
2024-06,AU,Refund - subscription,P3M,2,-59.94,-5.45,-54.49,0.0
2024-06,AU,Refund - token pack,TP100,1,-9.99,-0.91,-9.08,0.0
2024-06,AU,Renewal,P12M,2,143.76,13.06,130.7,9.22
2024-06,AU,Renewal,P1M,188,2442.12,222.0,2220.12,188.81
2024-06,AU,Renewal,P3M,24,719.28,65.33,653.95,50.39
2024-06,AU,Token pack,TP100,20,199.8,18.2,181.6,18.0
2024-06,AU,Token pack,TP1300,7,699.93,63.63,636.3,44.1
2024-06,AU,Token pack,TP275,10,249.9,22.7,227.2,18.0
2024-06,AU,Token pack,TP2800,2,399.98,36.36,363.62,24.6
2024-06,AU,Token pack,TP600,10,499.9,45.41,454.49,27.9
2024-06,BR,Chargeback,P1M,5,-64.95,-3.1,-61.85,125.0
2024-06,BR,New subscription,P12M,43,3090.84,147.21,2943.63,177.15
2024-06,BR,New subscription,P1M,109,1415.91,67.43,1348.48,104.41
2024-06,BR,New subscription,P3M,35,1048.95,49.96,998.99,61.93
2024-06,BR,Reactivation,P12M,1,71.88,3.42,68.46,4.61
2024-06,BR,Reactivation,P1M,7,90.93,4.34,86.59,6.67
2024-06,BR,Refund - subscription,P12M,3,-215.64,-10.26,-205.38,0.0
