date,feature_id,user_type,active_users,units,tokens_consumed,compute_cost_usd,content_cost_usd,p95_latency_ms,error_rate,cache_hit_rate
2026-02-03,F01,Free,183975,2021732,0,1314.13,0.0,1400.0,0.0057,0.302
2026-02-04,F01,Free,172272,2004599,0,1302.99,0.0,1258.0,0.0046,0.318
2026-02-05,F01,Free,174008,2024082,0,1315.65,0.0,1367.0,0.0039,0.291
2026-02-06,F01,Free,181939,2126395,0,1382.16,0.0,1525.0,0.0044,0.312
2026-02-07,F01,Free,199675,2259247,0,1468.51,0.0,1613.0,0.0031,0.323
2026-02-08,F01,Free,199868,2291051,0,1489.18,0.0,1559.0,0.0045,0.344
2026-02-09,F01,Free,181529,2079505,0,1351.68,0.0,1538.0,0.0046,0.335
2026-02-10,F01,Free,189385,2072521,0,1347.14,0.0,1438.0,0.0039,0.342
2026-02-11,F01,Free,193307,2256682,0,1466.84,0.0,1567.0,0.004,0.329
2026-02-12,F01,Free,190240,2259915,0,1468.94,0.0,1504.0,0.0041,0.343
2026-02-13,F01,Free,217245,2462582,0,1600.68,0.0,1534.0,0.0032,0.337
2026-02-14,F01,Free,206360,2453232,0,1594.6,0.0,1573.0,0.0052,0.346
2026-02-15,F01,Free,216975,2580508,0,1677.33,0.0,1646.0,0.0059,0.34
2026-02-16,F01,Free,201799,2275208,0,1478.89,0.0,1240.0,0.0026,0.353
2026-02-17,F01,Free,199062,2191498,0,1424.47,0.0,1368.0,0.0041,0.356
2026-02-18,F01,Free,205204,2283762,0,1484.45,0.0,1349.0,0.006,0.362
2026-02-19,F01,Free,180253,2188327,0,1422.41,0.0,1331.0,0.0048,0.343
2026-02-20,F01,Free,191133,2392329,0,1555.01,0.0,1397.0,0.0056,0.374
2026-02-21,F01,Free,208055,2524347,0,1640.83,0.0,1404.0,0.004,0.352
2026-02-22,F01,Free,231705,2468454,0,1604.49,0.0,1280.0,0.0036,0.338
2026-02-23,F01,Free,204368,2320771,0,1508.5,0.0,1295.0,0.0039,0.352
2026-02-24,F01,Free,214095,2290169,0,1488.61,0.0,1357.0,0.0036,0.32
2026-02-25,F01,Free,198103,2218192,0,1441.82,0.0,1287.0,0.0045,0.339
2026-02-26,F01,Free,188923,2246859,0,1460.46,0.0,1235.0,0.0048,0.348
2026-02-27,F01,Free,199677,2312562,0,1503.17,0.0,1271.0,0.003,0.357
2026-02-28,F01,Free,238449,2538798,0,1650.22,0.0,1329.0,0.005,0.341
2026-03-01,F01,Free,222483,2424923,0,1576.2,0.0,1353.0,0.0056,0.342
2026-03-02,F01,Free,197719,2125782,0,1381.76,0.0,1242.0,0.0031,0.347
2026-03-03,F01,Free,216001,2345185,0,1524.37,0.0,1340.0,0.0057,0.369
2026-03-04,F01,Free,208153,2331201,0,1515.28,0.0,1313.0,0.0044,0.346
2026-03-05,F01,Free,199384,2237057,0,1454.09,0.0,1265.0,0.0045,0.358
2026-03-06,F01,Free,215241,2429951,0,1579.47,0.0,1201.0,0.0055,0.348
2026-03-07,F01,Free,193738,2290527,0,1488.84,0.0,1307.0,0.0041,0.347
2026-03-08,F01,Free,210743,2419736,0,1572.83,0.0,1390.0,0.0044,0.376
2026-03-09,F01,Free,220374,2326568,0,1512.27,0.0,1393.0,0.0032,0.356
2026-03-10,F01,Free,202227,2216264,0,1440.57,0.0,1320.0,0.0043,0.344
2026-03-11,F01,Free,200278,2297975,0,1493.68,0.0,1233.0,0.0031,0.381
2026-03-12,F01,Free,196316,2323976,0,1510.58,0.0,1278.0,0.004,0.362
2026-03-13,F01,Free,190146,2294841,0,1491.65,0.0,1329.0,0.0044,0.33
2026-03-14,F01,Free,204053,2319519,0,1507.69,0.0,1242.0,0.0041,0.349
2026-03-15,F01,Free,206241,2434263,0,1582.27,0.0,1262.0,0.0062,0.359
2026-03-16,F01,Free,180874,2113870,0,1374.02,0.0,1221.0,0.0041,0.363
2026-03-17,F01,Free,167932,2071216,0,1346.29,0.0,1256.0,0.0047,0.333
2026-03-18,F01,Free,183264,2064824,0,1342.14,0.0,1139.0,0.0052,0.342
2026-03-19,F01,Free,197269,2169338,0,1410.07,0.0,1275.0,0.0056,0.348
2026-03-20,F01,Free,211314,2243631,0,1458.36,0.0,1329.0,0.0058,0.352
2026-03-21,F01,Free,194665,2219443,0,1442.64,0.0,1277.0,0.0043,0.368
2026-03-22,F01,Free,207242,2255106,0,1465.82,0.0,1413.0,0.0035,0.351
2026-03-23,F01,Free,182749,2127196,0,1382.68,0.0,1212.0,0.0042,0.336
2026-03-24,F01,Free,170812,2083244,0,1354.11,0.0,1304.0,0.0022,0.355
2026-03-25,F01,Free,190157,2051704,0,1333.61,0.0,1356.0,0.003,0.344
2026-03-26,F01,Free,182489,2124974,0,1381.23,0.0,1197.0,0.0049,0.355
2026-03-27,F01,Free,188750,2154654,0,1400.53,0.0,1154.0,0.0036,0.348
2026-03-28,F01,Free,221890,2341757,0,1522.14,0.0,1160.0,0.0032,0.35
2026-03-29,F01,Free,219668,2305434,0,1498.53,0.0,1253.0,0.0038,0.366
2026-03-30,F01,Free,196235,2038043,0,1324.73,0.0,1268.0,0.0035,0.343
2026-03-31,F01,Free,186136,2092836,0,1360.34,0.0,1284.0,0.0029,0.35
2026-04-01,F01,Free,174072,2184790,0,1420.11,0.0,1339.0,0.0026,0.347
2026-04-02,F01,Free,178991,2150359,0,1397.73,0.0,1284.0,0.0032,0.34
2026-04-03,F01,Free,192898,2273510,0,1477.78,0.0,1276.0,0.0033,0.339
2026-04-04,F01,Free,205800,2259321,0,1468.56,0.0,1277.0,0.0038,0.35
2026-04-05,F01,Free,201171,2259157,0,1468.45,0.0,1131.0,0.0039,0.326
2026-04-06,F01,Free,179432,2105043,0,1368.28,0.0,1279.0,0.0029,0.339
2026-04-07,F01,Free,184395,2055633,0,1336.16,0.0,1274.0,0.0042,0.355
2026-04-08,F01,Free,166945,2087729,0,1357.02,0.0,1349.0,0.0031,0.337
2026-04-09,F01,Free,183848,2118933,0,1377.31,0.0,1288.0,0.0024,0.34
2026-04-10,F01,Free,197694,2196261,0,1427.57,0.0,1299.0,0.0039,0.358
2026-04-11,F01,Free,192255,2293412,0,1490.72,0.0,1152.0,0.0035,0.334
2026-04-12,F01,Free,206137,2328509,0,1513.53,0.0,1245.0,0.0042,0.356
2026-04-13,F01,Free,184131,2067568,0,1343.92,0.0,1270.0,0.004,0.349
2026-04-14,F01,Free,179171,2092858,0,1360.36,0.0,1275.0,0.003,0.351
2026-04-15,F01,Free,182403,2167062,0,1408.59,0.0,1279.0,0.0058,0.348
2026-04-16,F01,Free,205824,2149723,0,1397.32,0.0,1267.0,0.0037,0.361
2026-04-17,F01,Free,191534,2216553,0,1440.76,0.0,1527.0,0.0053,0.335
2026-04-18,F01,Free,193904,2177912,0,1415.64,0.0,1417.0,0.0038,0.32
2026-04-19,F01,Free,198380,2290125,0,1488.58,0.0,1384.0,0.0047,0.365
2026-04-20,F01,Free,169830,2070122,0,1345.58,0.0,1330.0,0.0044,0.345
2026-04-21,F01,Free,196962,2118848,0,1377.25,0.0,1452.0,0.0039,0.323
2026-04-22,F01,Free,179870,2018949,0,1312.32,0.0,1471.0,0.0023,0.361
2026-04-23,F01,Free,188026,2202036,0,1431.32,0.0,1533.0,0.003,0.34
2026-04-24,F01,Free,216326,2361798,0,1535.17,0.0,1485.0,0.0037,0.358
2026-04-25,F01,Free,212358,2346636,0,1525.31,0.0,1451.0,0.0035,0.357
2026-04-26,F01,Free,215212,2482890,0,1613.88,0.0,1455.0,0.0058,0.344
2026-04-27,F01,Free,196440,2221813,0,1444.18,0.0,1393.0,0.0058,0.341
2026-04-28,F01,Free,182361,2119444,0,1377.64,0.0,1200.0,0.0037,0.358
2026-04-29,F01,Free,194267,2211856,0,1437.71,0.0,1234.0,0.0034,0.346
2026-04-30,F01,Free,199024,2229733,0,1449.33,0.0,1176.0,0.0038,0.336
2026-05-01,F01,Free,185994,2203416,0,1432.22,0.0,1253.0,0.004,0.36
2026-05-02,F01,Free,208419,2509995,0,1631.5,0.0,1151.0,0.0036,0.363
2026-05-03,F01,Free,220738,2349345,0,1527.07,0.0,1349.0,0.0049,0.344
2026-05-04,F01,Free,182797,2231726,0,1450.62,0.0,1263.0,0.0032,0.341
2026-05-05,F01,Free,192370,2225231,0,1446.4,0.0,1278.0,0.0033,0.35
2026-05-06,F01,Free,191311,2242813,0,1457.83,0.0,1192.0,0.004,0.356
2026-05-07,F01,Free,193547,2262382,0,1470.55,0.0,1308.0,0.0034,0.351
2026-05-08,F01,Free,213301,2339053,0,1520.38,0.0,1201.0,0.0041,0.343
2026-05-09,F01,Free,235411,2677621,0,1740.45,0.0,1339.0,0.0033,0.354
2026-05-10,F01,Free,200881,2347492,0,1525.87,0.0,1316.0,0.003,0.34
2026-05-11,F01,Free,182016,2106014,0,1368.91,0.0,1337.0,0.0042,0.354
2026-05-12,F01,Free,192984,2165803,0,1407.77,0.0,1249.0,0.0033,0.349
2026-05-13,F01,Free,216714,2272807,0,1477.32,0.0,1245.0,0.0033,0.343
2026-05-14,F01,Free,193677,2320064,0,1508.04,0.0,1216.0,0.0029,0.351
2026-05-15,F01,Free,200381,2291593,0,1489.54,0.0,1358.0,0.0043,0.34
2026-05-16,F01,Free,214127,2531806,0,1645.67,0.0,1291.0,0.0026,0.362
2026-05-17,F01,Free,196222,2306898,0,1499.48,0.0,1142.0,0.0035,0.351
2026-05-18,F01,Free,203972,2314206,0,1504.23,0.0,1214.0,0.003,0.352
2026-05-19,F01,Free,179773,2208384,0,1435.45,0.0,1284.0,0.0057,0.355
2026-05-20,F01,Free,201203,2248603,0,1461.59,0.0,1285.0,0.0043,0.346
2026-05-21,F01,Free,186016,2124780,0,1381.11,0.0,1296.0,0.0046,0.342
2026-05-22,F01,Free,196283,2192354,0,1425.03,0.0,1213.0,0.0058,0.348
2026-05-23,F01,Free,207111,2443491,0,1588.27,0.0,1235.0,0.0036,0.353
2026-05-24,F01,Free,205183,2312224,0,1502.95,0.0,1253.0,0.0043,0.356
2026-05-25,F01,Free,184761,2135757,0,1388.24,0.0,1188.0,0.0044,0.348
2026-05-26,F01,Free,169976,2073606,0,1347.84,0.0,1257.0,0.0029,0.347
2026-05-27,F01,Free,185416,2187766,0,1422.05,0.0,1248.0,0.0048,0.351
2026-05-28,F01,Free,178547,2044946,0,1329.22,0.0,1166.0,0.0025,0.365
2026-05-29,F01,Free,202596,2268275,0,1474.38,0.0,1188.0,0.0046,0.358
2026-05-30,F01,Free,194779,2338258,0,1519.87,0.0,1154.0,0.0049,0.349
2026-05-31,F01,Free,187379,2159791,0,1403.86,0.0,1296.0,0.0054,0.357
2026-06-01,F01,Free,167998,2027625,0,1317.96,0.0,1331.0,0.0035,0.361
2026-06-02,F01,Free,190105,2157170,0,1402.16,0.0,1258.0,0.0066,0.336
2026-06-03,F01,Free,179269,2143486,0,1393.27,0.0,1273.0,0.0038,0.356
2026-06-04,F01,Free,181056,2097568,0,1363.42,0.0,1192.0,0.0043,0.348
2026-06-05,F01,Free,192602,2213871,0,1439.02,0.0,1270.0,0.0032,0.361
2026-06-06,F01,Free,210274,2296697,0,1492.85,0.0,1357.0,0.0059,0.348
2026-06-07,F01,Free,212866,2353155,0,1529.55,0.0,1275.0,0.0054,0.353
2026-06-08,F01,Free,190794,2149624,0,1397.26,0.0,1196.0,0.0031,0.328
2026-06-09,F01,Free,193791,2194612,0,1426.5,0.0,1275.0,0.004,0.36
2026-06-10,F01,Free,188622,2122980,0,1379.94,0.0,1266.0,0.0046,0.345
2026-06-11,F01,Free,182597,2214630,0,1439.51,0.0,1195.0,0.0028,0.362
2026-06-12,F01,Free,193743,2188622,0,1422.6,0.0,1356.0,0.004,0.361
2026-06-13,F01,Free,203745,2351110,0,1528.22,0.0,1308.0,0.0046,0.351
2026-06-14,F01,Free,226262,2402439,0,1561.59,0.0,1336.0,0.0052,0.352
2026-06-15,F01,Free,183087,2165392,0,1407.5,0.0,1275.0,0.0063,0.337
2026-06-16,F01,Free,188190,2192483,0,1425.11,0.0,1330.0,0.0063,0.348
2026-06-17,F01,Free,188330,2133163,0,1386.56,0.0,1262.0,0.0043,0.363
2026-06-18,F01,Free,177519,2134845,0,1387.65,0.0,1155.0,0.0048,0.339
2026-06-19,F01,Free,195695,2228177,0,1448.32,0.0,1308.0,0.0083,0.35
2026-06-20,F01,Free,209866,2419732,0,1572.83,0.0,1352.0,0.0053,0.335
2026-06-21,F01,Free,222116,2437517,0,1584.39,0.0,1207.0,0.0046,0.342
2026-06-22,F01,Free,182175,2088383,0,1357.45,0.0,1234.0,0.0039,0.354
2026-06-23,F01,Free,184845,2132823,0,1386.34,0.0,1323.0,0.003,0.349
2026-06-24,F01,Free,191901,2273322,0,1477.66,0.0,1092.0,0.0038,0.354
2026-06-25,F01,Free,212540,2258480,0,1468.01,0.0,1205.0,0.003,0.349
2026-06-26,F01,Free,212108,2318742,0,1507.18,0.0,1300.0,0.0044,0.338
2026-06-27,F01,Free,236498,2467986,0,1604.19,0.0,1264.0,0.0033,0.354
2026-06-28,F01,Free,221160,2464932,0,1602.21,0.0,1263.0,0.006,0.356
2026-06-29,F01,Free,194062,2127296,0,1382.74,0.0,1271.0,0.0049,0.366
2026-06-30,F01,Free,187500,2215395,0,1440.01,0.0,1230.0,0.0054,0.358
2026-07-01,F01,Free,204355,2268152,0,1474.3,0.0,1514.0,0.003,0.352
2026-07-02,F01,Free,191948,2332304,0,1516.0,0.0,1539.0,0.0051,0.362
2026-07-03,F01,Free,207062,2432781,0,1581.31,0.0,1325.0,0.0042,0.358
2026-07-04,F01,Free,242222,2590054,0,1683.54,0.0,1437.0,0.0036,0.353
2026-07-05,F01,Free,227024,2494654,0,1621.52,0.0,1458.0,0.003,0.355
2026-07-06,F01,Free,197584,2339130,0,1520.43,0.0,1507.0,0.0051,0.368
2026-07-07,F01,Free,192030,2307971,0,1500.18,0.0,1519.0,0.0054,0.344
2026-07-08,F01,Free,223690,2490276,0,1618.68,0.0,1405.0,0.0022,0.362
2026-07-09,F01,Free,210632,2401339,0,1560.87,0.0,1362.0,0.0039,0.342
2026-07-10,F01,Free,224580,2397014,0,1558.06,0.0,1418.0,0.0032,0.351
2026-07-11,F01,Free,234751,2590385,0,1683.75,0.0,1337.0,0.0047,0.349
2026-07-12,F01,Free,247937,2668878,0,1734.77,0.0,1248.0,0.0028,0.341
2026-07-13,F01,Free,186926,2268808,0,1474.73,0.0,1338.0,0.0035,0.338
2026-07-14,F01,Free,193448,2302994,0,1496.95,0.0,1316.0,0.0048,0.354
2026-07-15,F01,Free,228095,2524126,0,1640.68,0.0,1252.0,0.0042,0.36
2026-07-16,F01,Free,205511,2371792,0,1541.67,0.0,1215.0,0.0056,0.336
2026-07-17,F01,Free,217824,2488905,0,1617.79,0.0,1314.0,0.0032,0.343
2026-07-18,F01,Free,237280,2571915,0,1671.74,0.0,1206.0,0.0038,0.352
2026-07-19,F01,Free,217002,2477254,0,1610.22,0.0,1225.0,0.0028,0.349
2026-07-20,F01,Free,222793,2455327,0,1595.96,0.0,1261.0,0.0036,0.36
2026-07-21,F01,Free,211402,2459737,0,1598.83,0.0,1218.0,0.0074,0.346
2026-07-22,F01,Free,194231,2269077,0,1474.9,0.0,1462.0,0.0036,0.35
2026-07-23,F01,Free,202779,2385567,0,1550.62,0.0,1295.0,0.0026,0.358
2026-07-24,F01,Free,227404,2472517,0,1607.14,0.0,1295.0,0.0036,0.35
2026-07-25,F01,Free,224467,2586797,0,1681.42,0.0,1304.0,0.0036,0.328
2026-07-26,F01,Free,230239,2814907,0,1829.69,0.0,1236.0,0.0035,0.357
2026-07-27,F01,Free,195946,2328775,0,1513.7,0.0,1251.0,0.0049,0.354
2026-07-28,F01,Free,217880,2350279,0,1527.68,0.0,1275.0,0.0055,0.343
2026-07-29,F01,Free,219535,2420298,0,1573.19,0.0,1257.0,0.0027,0.342
2026-07-30,F01,Free,221220,2449190,0,1591.97,0.0,1256.0,0.0081,0.351
2026-07-31,F01,Free,215932,2482978,0,1613.94,0.0,1282.0,0.0033,0.347
2026-08-01,F01,Free,220400,2687219,0,1746.69,0.0,1186.0,0.0028,0.347
2026-08-02,F01,Free,246373,2665301,0,1732.45,0.0,1304.0,0.0038,0.347
2026-08-03,F01,Free,209146,2286195,0,1486.03,0.0,1292.0,0.0035,0.348
2026-08-04,F01,Free,211794,2365800,0,1537.77,0.0,1351.0,0.0039,0.35
2026-08-05,F01,Free,209435,2371059,0,1541.19,0.0,1293.0,0.0027,0.346
2026-08-06,F01,Free,203154,2415581,0,1570.13,0.0,1243.0,0.0024,0.345
2026-08-07,F01,Free,206760,2310242,0,1501.66,0.0,1393.0,0.0051,0.335
2026-08-08,F01,Free,239703,2556652,0,1661.82,0.0,1334.0,0.0041,0.337
2026-08-09,F01,Free,211471,2559272,0,1663.53,0.0,1311.0,0.0049,0.362
2026-08-10,F01,Free,208051,2325902,0,1511.84,0.0,1322.0,0.0051,0.344
2026-08-11,F01,Free,200389,2212457,0,1438.1,0.0,1214.0,0.0038,0.352
2026-08-12,F01,Free,206363,2318245,0,1506.86,0.0,1355.0,0.0033,0.356
2026-08-13,F01,Free,185217,2285079,0,1485.3,0.0,1337.0,0.0039,0.35
2026-08-14,F01,Free,204510,2291742,0,1489.63,0.0,1225.0,0.0034,0.353
2026-08-15,F01,Free,215036,2423638,0,1575.36,0.0,1201.0,0.0036,0.371
2026-08-16,F01,Free,207624,2373794,0,1542.97,0.0,1361.0,0.0043,0.358
2026-08-17,F01,Free,214756,2446668,0,1590.33,0.0,1218.0,0.0063,0.343
2026-08-18,F01,Free,239734,2382225,0,1548.45,0.0,1148.0,0.0057,0.364
2026-08-19,F01,Free,216276,2391021,0,1554.16,0.0,1324.0,0.0042,0.349
2026-08-20,F01,Free,216105,2396698,0,1557.85,0.0,1499.0,0.0029,0.341
2026-08-21,F01,Free,212289,2497328,0,1623.26,0.0,1433.0,0.0037,0.348
2026-08-22,F01,Free,228384,2578399,0,1675.96,0.0,1642.0,0.005,0.35
2026-08-23,F01,Free,233496,2493734,0,1620.93,0.0,1467.0,0.0035,0.344
2026-08-24,F01,Free,211948,2412921,0,1568.4,0.0,1410.0,0.0039,0.345
2026-08-25,F01,Free,202577,2479316,0,1611.56,0.0,1530.0,0.0037,0.348
2026-08-26,F01,Free,210199,2431877,0,1580.72,0.0,1445.0,0.0081,0.354
2026-08-27,F01,Free,243934,2641262,0,1716.82,0.0,1343.0,0.0036,0.343
2026-08-28,F01,Free,230887,2696385,0,1752.65,0.0,1506.0,0.0034,0.353
2026-08-29,F01,Free,231578,2688822,0,1747.73,0.0,1436.0,0.0061,0.344
2026-08-30,F01,Free,247475,2697927,0,1753.65,0.0,1348.0,0.0035,0.342
2026-08-31,F01,Free,213110,2554617,0,1660.5,0.0,1348.0,0.0033,0.352
2024-01-01,F02,Premium,1500,12369,2474,37.11,0.0,2938.0,0.0037,0.0
2024-01-02,F02,Premium,1512,12242,2448,36.73,0.0,2964.0,0.0051,0.0
2024-01-03,F02,Premium,1386,12369,2474,37.11,0.0,2923.0,0.004,0.0
2024-01-04,F02,Premium,1467,12497,2499,37.49,0.0,3215.0,0.0053,0.0
2024-01-05,F02,Premium,1502,13007,2601,39.02,0.0,3026.0,0.0066,0.0
2024-01-06,F02,Premium,1522,13517,2703,40.55,0.0,3163.0,0.0056,0.0
2024-01-07,F02,Premium,1660,13389,2678,40.17,0.0,2783.0,0.0038,0.0
2024-01-08,F02,Premium,1400,12369,2474,37.11,0.0,2798.0,0.0054,0.0
2024-01-09,F02,Premium,1454,12242,2448,36.73,0.0,2412.0,0.003,0.0
2024-01-10,F02,Premium,1399,12369,2474,37.11,0.0,2425.0,0.0044,0.0
2024-01-11,F02,Premium,1603,12497,2499,37.49,0.0,2593.0,0.003,0.0
2024-01-12,F02,Premium,1554,13007,2601,39.02,0.0,2511.0,0.0045,0.0
2024-01-13,F02,Premium,1547,13517,2703,40.55,0.0,2676.0,0.0027,0.0
2024-01-14,F02,Premium,1753,13389,2678,40.17,0.0,2606.0,0.0026,0.0
2024-01-15,F02,Premium,1402,12369,2474,37.11,0.0,2491.0,0.003,0.0
2024-01-16,F02,Premium,1437,12242,2448,36.73,0.0,2726.0,0.0043,0.0
2024-01-17,F02,Premium,1388,12369,2474,37.11,0.0,2294.0,0.0026,0.0
2024-01-18,F02,Premium,1447,12497,2499,37.49,0.0,2621.0,0.005,0.0
2024-01-19,F02,Premium,1533,13007,2601,39.02,0.0,3051.0,0.0042,0.0
2024-01-20,F02,Premium,1633,13517,2703,40.55,0.0,2537.0,0.0042,0.0
2024-01-21,F02,Premium,1569,13389,2678,40.17,0.0,2355.0,0.0032,0.0
2024-01-22,F02,Premium,1452,12369,2474,37.11,0.0,2824.0,0.0058,0.0
2024-01-23,F02,Premium,1399,12242,2448,36.73,0.0,2822.0,0.0049,0.0
2024-01-24,F02,Premium,1426,12369,2474,37.11,0.0,2625.0,0.0048,0.0
2024-01-25,F02,Premium,1562,12497,2499,37.49,0.0,2675.0,0.0025,0.0
2024-01-26,F02,Premium,1508,13007,2601,39.02,0.0,2299.0,0.0032,0.0
2024-01-27,F02,Premium,1603,13517,2703,40.55,0.0,2829.0,0.0036,0.0
2024-01-28,F02,Premium,1578,13389,2678,40.17,0.0,2540.0,0.004,0.0
2024-01-29,F02,Premium,1400,12369,2474,37.11,0.0,2638.0,0.0054,0.0
2024-01-30,F02,Premium,1473,12242,2448,36.73,0.0,2536.0,0.0063,0.0
2024-01-31,F02,Premium,1504,12369,2474,37.11,0.0,2436.0,0.0033,0.0
2024-02-01,F02,Premium,1882,16864,3373,50.59,0.0,2603.0,0.0037,0.0
2024-02-02,F02,Premium,2148,17553,3511,52.66,0.0,2491.0,0.0048,0.0
2024-02-03,F02,Premium,2096,18241,3648,54.72,0.0,2678.0,0.0037,0.0
2024-02-04,F02,Premium,2188,18069,3614,54.21,0.0,2715.0,0.0041,0.0
2024-02-05,F02,Premium,1973,16692,3338,50.08,0.0,2643.0,0.0045,0.0
2024-02-06,F02,Premium,2096,16520,3304,49.56,0.0,2697.0,0.0052,0.0
2024-02-07,F02,Premium,1874,16692,3338,50.08,0.0,2878.0,0.005,0.0
2024-02-08,F02,Premium,1977,16864,3373,50.59,0.0,2930.0,0.0047,0.0
2024-02-09,F02,Premium,1876,17553,3511,52.66,0.0,3028.0,0.0034,0.0
2024-02-10,F02,Premium,2004,18241,3648,54.72,0.0,3181.0,0.003,0.0
2024-02-11,F02,Premium,2156,18069,3614,54.21,0.0,2960.0,0.0049,0.0
2024-02-12,F02,Premium,1901,16692,3338,50.08,0.0,3215.0,0.0033,0.0
2024-02-13,F02,Premium,2008,16520,3304,49.56,0.0,3155.0,0.0036,0.0
2024-02-14,F02,Premium,1763,16692,3338,50.08,0.0,2980.0,0.0038,0.0
2024-02-15,F02,Premium,2129,16864,3373,50.59,0.0,2602.0,0.0027,0.0
2024-02-16,F02,Premium,1924,17553,3511,52.66,0.0,2590.0,0.0035,0.0
2024-02-17,F02,Premium,2264,18241,3648,54.72,0.0,2564.0,0.0032,0.0
2024-02-18,F02,Premium,2198,18069,3614,54.21,0.0,2712.0,0.0049,0.0
2024-02-19,F02,Premium,2237,16692,3338,50.08,0.0,2596.0,0.0038,0.0
2024-02-20,F02,Premium,1956,16520,3304,49.56,0.0,2634.0,0.0038,0.0
2024-02-21,F02,Premium,1905,16692,3338,50.08,0.0,2570.0,0.0049,0.0
2024-02-22,F02,Premium,1997,16864,3373,50.59,0.0,2577.0,0.0035,0.0
2024-02-23,F02,Premium,2114,17553,3511,52.66,0.0,2819.0,0.0056,0.0
2024-02-24,F02,Premium,2210,18241,3648,54.72,0.0,2626.0,0.0046,0.0
2024-02-25,F02,Premium,2258,18069,3614,54.21,0.0,2575.0,0.0046,0.0
2024-02-26,F02,Premium,1948,16692,3338,50.08,0.0,2672.0,0.005,0.0
2024-02-27,F02,Premium,1889,16520,3304,49.56,0.0,2724.0,0.0068,0.0
2024-02-28,F02,Premium,1962,16692,3338,50.08,0.0,2673.0,0.0064,0.0
2024-02-29,F02,Premium,2052,16864,3373,50.59,0.0,2325.0,0.0049,0.0
2024-03-01,F02,Premium,2560,20070,4014,60.21,0.0,2717.0,0.0029,0.0
2024-03-02,F02,Premium,2455,20857,4171,62.57,0.0,2752.0,0.0039,0.0
2024-03-03,F02,Premium,2535,20660,4132,61.98,0.0,2710.0,0.0034,0.0
2024-03-04,F02,Premium,2368,17092,3418,51.28,0.0,2489.0,0.0024,0.0
2024-03-05,F02,Premium,2173,16916,3383,50.75,0.0,2774.0,0.0031,0.0
2024-03-06,F02,Premium,2388,17092,3418,51.28,0.0,2498.0,0.0027,0.0
2024-03-07,F02,Premium,2177,17268,3454,51.8,0.0,2571.0,0.0041,0.0
2024-03-08,F02,Premium,2726,17973,3595,53.92,0.0,2426.0,0.005,0.0
2024-03-09,F02,Premium,2642,18678,3736,56.03,0.0,2726.0,0.0031,0.0
2024-03-10,F02,Premium,2650,18501,3700,55.5,0.0,2626.0,0.0057,0.0
2024-03-11,F02,Premium,2455,17092,3418,51.28,0.0,2559.0,0.003,0.0
2024-03-12,F02,Premium,2339,16916,3383,50.75,0.0,2578.0,0.0031,0.0
2024-03-13,F02,Premium,2396,17092,3418,51.28,0.0,2675.0,0.0026,0.0
2024-03-14,F02,Premium,2185,17268,3454,51.8,0.0,2408.0,0.0035,0.0
2024-03-15,F02,Premium,2588,17973,3595,53.92,0.0,2469.0,0.0042,0.0
2024-03-16,F02,Premium,2410,18678,3736,56.03,0.0,2781.0,0.0029,0.0
2024-03-17,F02,Premium,2499,18501,3700,55.5,0.0,2456.0,0.0039,0.0
2024-03-18,F02,Premium,2451,17092,3418,51.28,0.0,2692.0,0.0036,0.0
2024-03-19,F02,Premium,2315,16916,3383,50.75,0.0,2529.0,0.0037,0.0
2024-03-20,F02,Premium,2485,17092,3418,51.28,0.0,2553.0,0.0037,0.0
2024-03-21,F02,Premium,2446,17268,3454,51.8,0.0,2634.0,0.0043,0.0
2024-03-22,F02,Premium,2639,17973,3595,53.92,0.0,2708.0,0.0041,0.0
2024-03-23,F02,Premium,2368,18678,3736,56.03,0.0,2411.0,0.0023,0.0
2024-03-24,F02,Premium,2328,18501,3700,55.5,0.0,2501.0,0.0058,0.0
2024-03-25,F02,Premium,2180,17092,3418,51.28,0.0,2597.0,0.0024,0.0
2024-03-26,F02,Premium,2598,16916,3383,50.75,0.0,2579.0,0.0047,0.0
2024-03-27,F02,Premium,2267,17092,3418,51.28,0.0,2858.0,0.0028,0.0
2024-03-28,F02,Premium,2503,17268,3454,51.8,0.0,2715.0,0.0029,0.0
2024-03-29,F02,Premium,2613,17973,3595,53.92,0.0,2653.0,0.0043,0.0
2024-03-30,F02,Premium,2575,18678,3736,56.03,0.0,2844.0,0.004,0.0
2024-03-31,F02,Premium,2694,18501,3700,55.5,0.0,2652.0,0.0034,0.0
2024-04-01,F02,Premium,2619,20692,4138,62.08,0.0,2508.0,0.0056,0.0
2024-04-02,F02,Premium,3084,20479,4096,61.44,0.0,2442.0,0.0037,0.0
2024-04-03,F02,Premium,2775,20692,4138,62.08,0.0,2634.0,0.0063,0.0
2024-04-04,F02,Premium,2908,20905,4181,62.72,0.0,2776.0,0.0049,0.0
2024-04-05,F02,Premium,2796,21759,4352,65.28,0.0,2543.0,0.004,0.0
2024-04-06,F02,Premium,2885,22612,4522,67.84,0.0,2710.0,0.0042,0.0
2024-04-07,F02,Premium,3191,22399,4480,67.2,0.0,2475.0,0.0045,0.0
2024-04-08,F02,Premium,2687,20692,4138,62.08,0.0,2680.0,0.0047,0.0
2024-04-09,F02,Premium,2768,20479,4096,61.44,0.0,2528.0,0.0055,0.0
