cohort_month,months_since_first_payment,calendar_month,channel_id,first_plan_id,market_tier,cohort_size,active_subscribers,mrr_usd,net_revenue_usd,cum_net_revenue_usd,retention_rate,cum_net_revenue_per_sub_usd
2024-05,19,2025-12,CH02,P3M,Tier 1,136,27,191.75,132.13,10414.37,0.1985,76.58
2024-05,20,2026-01,CH02,P3M,Tier 1,136,26,184.24,87.33,10501.7,0.1912,77.22
2024-05,21,2026-02,CH02,P3M,Tier 1,136,23,163.43,234.49,10736.19,0.1691,78.94
2024-05,22,2026-03,CH02,P3M,Tier 1,136,23,162.04,112.18,10848.37,0.1691,79.77
2024-05,23,2026-04,CH02,P3M,Tier 1,136,24,165.26,204.95,11053.32,0.1765,81.27
2024-05,24,2026-05,CH02,P3M,Tier 1,136,26,187.58,208.22,11261.54,0.1912,82.81
2024-05,25,2026-06,CH02,P3M,Tier 1,136,27,200.4,123.17,11384.71,0.1985,83.71
2024-05,26,2026-07,CH02,P3M,Tier 1,136,25,193.58,78.92,11463.63,0.1838,84.29
2024-05,27,2026-08,CH02,P3M,Tier 1,136,25,188.95,521.22,11984.84,0.1838,88.12
2024-05,0,2024-05,CH02,P3M,Tier 2,15,15,133.61,432.64,432.64,1.0,28.84
2024-05,1,2024-06,CH02,P3M,Tier 2,15,15,133.12,8.88,441.53,1.0,29.44
2024-05,2,2024-07,CH02,P3M,Tier 2,15,15,133.91,8.88,450.4,1.0,30.03
2024-05,3,2024-08,CH02,P3M,Tier 2,15,6,54.37,208.57,658.97,0.4,43.93
2024-05,4,2024-09,CH02,P3M,Tier 2,15,6,54.7,0.0,658.97,0.4,43.93
2024-05,5,2024-10,CH02,P3M,Tier 2,15,6,54.01,0.0,658.97,0.4,43.93
2024-05,6,2024-11,CH02,P3M,Tier 2,15,3,26.26,78.77,737.74,0.2,49.18
2024-05,7,2024-12,CH02,P3M,Tier 2,15,3,25.89,0.0,737.74,0.2,49.18
2024-05,8,2025-01,CH02,P3M,Tier 2,15,3,25.57,0.0,737.74,0.2,49.18
2024-05,9,2025-02,CH02,P3M,Tier 2,15,3,25.71,77.14,814.89,0.2,54.33
2024-05,10,2025-03,CH02,P3M,Tier 2,15,3,26.7,26.63,841.51,0.2,56.1
2024-05,11,2025-04,CH02,P3M,Tier 2,15,3,27.74,0.0,841.51,0.2,56.1
2024-05,12,2025-05,CH02,P3M,Tier 2,15,3,27.89,130.74,972.25,0.2,64.82
2024-05,13,2025-06,CH02,P3M,Tier 2,15,3,28.51,13.33,985.58,0.2,65.71
2024-05,14,2025-07,CH02,P3M,Tier 2,15,3,28.88,13.5,999.09,0.2,66.61
2024-05,15,2025-08,CH02,P3M,Tier 2,15,3,28.81,42.33,1041.41,0.2,69.43
2024-05,16,2025-09,CH02,P3M,Tier 2,15,3,29.01,13.56,1054.97,0.2,70.33
2024-05,17,2025-10,CH02,P3M,Tier 2,15,2,15.31,0.0,1054.97,0.1333,70.33
2024-05,18,2025-11,CH02,P3M,Tier 2,15,5,45.47,98.78,1153.76,0.3333,76.92
2024-05,19,2025-12,CH02,P3M,Tier 2,15,5,46.01,314.9,1468.65,0.3333,97.91
2024-05,20,2026-01,CH02,P3M,Tier 2,15,5,46.05,36.59,1505.24,0.3333,100.35
2024-05,21,2026-02,CH02,P3M,Tier 2,15,4,26.96,60.34,1565.58,0.2667,104.37
2024-05,22,2026-03,CH02,P3M,Tier 2,15,4,26.6,13.44,1579.01,0.2667,105.27
2024-05,23,2026-04,CH02,P3M,Tier 2,15,3,13.07,0.0,1579.01,0.2,105.27
2024-05,24,2026-05,CH02,P3M,Tier 2,15,3,13.13,68.23,1647.24,0.2,109.82
2024-05,25,2026-06,CH02,P3M,Tier 2,15,3,13.2,9.63,1656.87,0.2,110.46
2024-05,26,2026-07,CH02,P3M,Tier 2,15,3,13.26,0.0,1656.87,0.2,110.46
2024-05,27,2026-08,CH02,P3M,Tier 2,15,3,13.22,0.0,1656.87,0.2,110.46
2024-05,0,2024-05,CH02,P3M,Tier 3,33,32,294.41,910.73,910.73,0.9697,27.6
2024-05,1,2024-06,CH02,P3M,Tier 3,33,31,285.95,-25.4,885.34,0.9394,26.83
2024-05,2,2024-07,CH02,P3M,Tier 3,33,31,285.95,199.98,1085.32,0.9394,32.89
2024-05,3,2024-08,CH02,P3M,Tier 3,33,16,147.28,441.84,1527.16,0.4848,46.28
2024-05,4,2024-09,CH02,P3M,Tier 3,33,16,147.28,0.0,1527.16,0.4848,46.28
2024-05,5,2024-10,CH02,P3M,Tier 3,33,16,147.28,0.0,1527.16,0.4848,46.28
2024-05,6,2024-11,CH02,P3M,Tier 3,33,10,95.0,260.26,1787.42,0.303,54.16
2024-05,7,2024-12,CH02,P3M,Tier 3,33,9,86.54,-13.03,1774.39,0.2727,53.77
2024-05,8,2025-01,CH02,P3M,Tier 3,33,10,91.61,73.29,1847.68,0.303,55.99
2024-05,9,2025-02,CH02,P3M,Tier 3,33,8,72.58,177.78,2025.45,0.2424,61.38
2024-05,10,2025-03,CH02,P3M,Tier 3,33,9,85.91,35.21,2060.66,0.2727,62.44
2024-05,11,2025-04,CH02,P3M,Tier 3,33,10,99.23,86.63,2147.29,0.303,65.07
2024-05,12,2025-05,CH02,P3M,Tier 3,33,6,60.27,146.49,2293.78,0.1818,69.51
2024-05,13,2025-06,CH02,P3M,Tier 3,33,3,20.3,0.0,2293.78,0.0909,69.51
2024-05,14,2025-07,CH02,P3M,Tier 3,33,4,33.62,13.32,2307.1,0.1212,69.91
2024-05,15,2025-08,CH02,P3M,Tier 3,33,3,24.1,13.32,2320.43,0.0909,70.32
2024-05,16,2025-09,CH02,P3M,Tier 3,33,3,24.1,13.32,2333.75,0.0909,70.72
2024-05,17,2025-10,CH02,P3M,Tier 3,33,3,24.1,13.32,2347.07,0.0909,71.12
2024-05,18,2025-11,CH02,P3M,Tier 3,33,5,31.34,108.67,2455.74,0.1515,74.42
2024-05,19,2025-12,CH02,P3M,Tier 3,33,5,29.88,11.86,2467.6,0.1515,74.78
2024-05,20,2026-01,CH02,P3M,Tier 3,33,4,24.8,11.86,2479.45,0.1212,75.13
2024-05,21,2026-02,CH02,P3M,Tier 3,33,3,12.94,0.0,2479.45,0.0909,75.13
2024-05,22,2026-03,CH02,P3M,Tier 3,33,3,12.94,0.0,2479.45,0.0909,75.13
2024-05,23,2026-04,CH02,P3M,Tier 3,33,4,26.27,13.32,2492.77,0.1212,75.54
2024-05,24,2026-05,CH02,P3M,Tier 3,33,4,26.27,81.78,2574.56,0.1212,78.02
2024-05,25,2026-06,CH02,P3M,Tier 3,33,4,26.27,22.84,2597.39,0.1212,78.71
2024-05,26,2026-07,CH02,P3M,Tier 3,33,3,12.94,0.0,2597.39,0.0909,78.71
2024-05,27,2026-08,CH02,P3M,Tier 3,33,4,21.51,43.81,2641.21,0.1212,80.04
2024-05,0,2024-05,CH02,P12M,Tier 1,154,145,826.16,10108.63,10108.63,0.9416,65.64
2024-05,1,2024-06,CH02,P12M,Tier 1,154,143,815.1,-53.68,10054.95,0.9286,65.29
2024-05,2,2024-07,CH02,P12M,Tier 1,154,143,818.31,18.85,10073.8,0.9286,65.41
2024-05,3,2024-08,CH02,P12M,Tier 1,154,143,822.16,204.22,10278.02,0.9286,66.74
2024-05,4,2024-09,CH02,P12M,Tier 1,154,143,827.33,287.22,10565.23,0.9286,68.61
2024-05,5,2024-10,CH02,P12M,Tier 1,154,143,821.69,48.56,10613.8,0.9286,68.92
2024-05,6,2024-11,CH02,P12M,Tier 1,154,143,813.42,297.62,10911.42,0.9286,70.85
2024-05,7,2024-12,CH02,P12M,Tier 1,154,143,809.66,410.88,11322.3,0.9286,73.52
2024-05,8,2025-01,CH02,P12M,Tier 1,154,143,803.87,307.68,11629.99,0.9286,75.52
2024-05,9,2025-02,CH02,P12M,Tier 1,154,143,806.99,210.32,11840.31,0.9286,76.89
2024-05,10,2025-03,CH02,P12M,Tier 1,154,143,818.31,37.2,11877.51,0.9286,77.13
2024-05,11,2025-04,CH02,P12M,Tier 1,154,143,828.34,356.45,12233.95,0.9286,79.44
2024-05,12,2025-05,CH02,P12M,Tier 1,154,55,354.39,4018.51,16252.46,0.3571,105.54
2024-05,13,2025-06,CH02,P12M,Tier 1,154,53,329.6,490.92,16743.38,0.3442,108.72
2024-05,14,2025-07,CH02,P12M,Tier 1,154,54,330.43,222.66,16966.04,0.3506,110.17
2024-05,15,2025-08,CH02,P12M,Tier 1,154,56,346.85,93.87,17059.91,0.3636,110.78
2024-05,16,2025-09,CH02,P12M,Tier 1,154,56,347.67,261.88,17321.79,0.3636,112.48
2024-05,17,2025-10,CH02,P12M,Tier 1,154,56,347.96,70.57,17392.36,0.3636,112.94
2024-05,18,2025-11,CH02,P12M,Tier 1,154,60,384.74,176.16,17568.52,0.3896,114.08
2024-05,19,2025-12,CH02,P12M,Tier 1,154,63,417.97,176.36,17744.88,0.4091,115.23
2024-05,20,2026-01,CH02,P12M,Tier 1,154,63,399.36,204.69,17949.57,0.4091,116.56
2024-05,21,2026-02,CH02,P12M,Tier 1,154,64,400.01,254.96,18204.52,0.4156,118.21
2024-05,22,2026-03,CH02,P12M,Tier 1,154,64,379.23,237.57,18442.1,0.4156,119.75
2024-05,23,2026-04,CH02,P12M,Tier 1,154,65,390.35,114.77,18556.87,0.4221,120.5
2024-05,24,2026-05,CH02,P12M,Tier 1,154,41,256.0,2188.95,20745.82,0.2662,134.71
2024-05,25,2026-06,CH02,P12M,Tier 1,154,41,261.55,776.45,21522.28,0.2662,139.76
2024-05,26,2026-07,CH02,P12M,Tier 1,154,44,283.88,338.64,21860.92,0.2857,141.95
2024-05,27,2026-08,CH02,P12M,Tier 1,154,43,279.67,266.39,22127.31,0.2792,143.68
2024-05,0,2024-05,CH02,P12M,Tier 2,21,20,106.26,1452.27,1452.27,0.9524,69.16
2024-05,1,2024-06,CH02,P12M,Tier 2,21,20,105.81,0.0,1452.27,0.9524,69.16
2024-05,2,2024-07,CH02,P12M,Tier 2,21,20,106.52,8.8,1461.07,0.9524,69.57
2024-05,3,2024-08,CH02,P12M,Tier 2,21,20,108.02,180.48,1641.56,0.9524,78.17
2024-05,4,2024-09,CH02,P12M,Tier 2,21,20,108.9,0.0,1641.56,0.9524,78.17
2024-05,5,2024-10,CH02,P12M,Tier 2,21,20,107.05,0.0,1641.56,0.9524,78.17
2024-05,6,2024-11,CH02,P12M,Tier 2,21,20,104.67,8.78,1650.33,0.9524,78.59
2024-05,7,2024-12,CH02,P12M,Tier 2,21,20,103.34,0.0,1650.33,0.9524,78.59
2024-05,8,2025-01,CH02,P12M,Tier 2,21,20,102.2,0.0,1650.33,0.9524,78.59
2024-05,9,2025-02,CH02,P12M,Tier 2,21,20,102.73,0.0,1650.33,0.9524,78.59
2024-05,10,2025-03,CH02,P12M,Tier 2,21,20,106.26,0.0,1650.33,0.9524,78.59
2024-05,11,2025-04,CH02,P12M,Tier 2,21,20,109.96,22.82,1673.15,0.9524,79.67
2024-05,12,2025-05,CH02,P12M,Tier 2,21,6,47.92,291.6,1964.75,0.2857,93.56
2024-05,13,2025-06,CH02,P12M,Tier 2,21,6,39.64,58.47,2023.22,0.2857,96.34
2024-05,14,2025-07,CH02,P12M,Tier 2,21,7,43.78,56.92,2080.14,0.3333,99.05
2024-05,15,2025-08,CH02,P12M,Tier 2,21,7,43.68,13.36,2093.5,0.3333,99.69
2024-05,16,2025-09,CH02,P12M,Tier 2,21,8,56.67,26.17,2119.67,0.381,100.94
2024-05,17,2025-10,CH02,P12M,Tier 2,21,8,56.33,26.05,2145.73,0.381,102.18
2024-05,18,2025-11,CH02,P12M,Tier 2,21,8,56.09,25.97,2171.7,0.381,103.41
2024-05,19,2025-12,CH02,P12M,Tier 2,21,8,56.6,26.15,2197.85,0.381,104.66
2024-05,20,2026-01,CH02,P12M,Tier 2,21,7,43.92,23.04,2220.88,0.3333,105.76
2024-05,21,2026-02,CH02,P12M,Tier 2,21,8,48.02,59.46,2280.35,0.381,108.59
2024-05,22,2026-03,CH02,P12M,Tier 2,21,9,60.56,50.34,2330.69,0.4286,110.99
2024-05,23,2026-04,CH02,P12M,Tier 2,21,9,60.02,35.72,2366.41,0.4286,112.69
2024-05,24,2026-05,CH02,P12M,Tier 2,21,6,35.82,149.73,2516.14,0.2857,119.82
2024-05,25,2026-06,CH02,P12M,Tier 2,21,5,32.23,61.15,2577.29,0.2381,122.73
2024-05,26,2026-07,CH02,P12M,Tier 2,21,5,32.43,56.99,2634.28,0.2381,125.44
2024-05,27,2026-08,CH02,P12M,Tier 2,21,5,27.44,25.63,2659.91,0.2381,126.66
2024-05,0,2024-05,CH02,P12M,Tier 3,53,49,272.06,3264.76,3264.76,0.9245,61.6
2024-05,1,2024-06,CH02,P12M,Tier 3,53,49,272.06,390.45,3655.21,0.9245,68.97
2024-05,2,2024-07,CH02,P12M,Tier 3,53,49,272.06,23.8,3679.01,0.9245,69.42
2024-05,3,2024-08,CH02,P12M,Tier 3,53,49,272.06,151.38,3830.38,0.9245,72.27
2024-05,4,2024-09,CH02,P12M,Tier 3,53,49,272.06,119.03,3949.41,0.9245,74.52
2024-05,5,2024-10,CH02,P12M,Tier 3,53,49,272.06,18.13,3967.54,0.9245,74.86
2024-05,6,2024-11,CH02,P12M,Tier 3,53,49,272.06,23.8,3991.34,0.9245,75.31
2024-05,7,2024-12,CH02,P12M,Tier 3,53,49,272.06,57.12,4048.46,0.9245,76.39
2024-05,8,2025-01,CH02,P12M,Tier 3,53,49,272.06,69.15,4117.61,0.9245,77.69
2024-05,9,2025-02,CH02,P12M,Tier 3,53,49,272.06,0.0,4117.61,0.9245,77.69
2024-05,10,2025-03,CH02,P12M,Tier 3,53,49,272.06,362.87,4480.48,0.9245,84.54
2024-05,11,2025-04,CH02,P12M,Tier 3,53,49,272.06,789.52,5270.0,0.9245,99.43
2024-05,12,2025-05,CH02,P12M,Tier 3,53,15,99.1,896.07,6166.07,0.283,116.34
2024-05,13,2025-06,CH02,P12M,Tier 3,53,14,85.78,13.32,6179.39,0.2642,116.59
2024-05,14,2025-07,CH02,P12M,Tier 3,53,14,76.25,45.6,6224.99,0.2642,117.45
2024-05,15,2025-08,CH02,P12M,Tier 3,53,16,83.85,91.2,6316.19,0.3019,119.17
2024-05,16,2025-09,CH02,P12M,Tier 3,53,17,87.65,45.6,6361.79,0.3208,120.03
2024-05,17,2025-10,CH02,P12M,Tier 3,53,17,87.65,0.0,6361.79,0.3208,120.03
2024-05,18,2025-11,CH02,P12M,Tier 3,53,19,99.65,76.48,6438.27,0.3585,121.48
2024-05,19,2025-12,CH02,P12M,Tier 3,53,20,103.45,45.6,6483.87,0.3774,122.34
2024-05,20,2026-01,CH02,P12M,Tier 3,53,21,115.31,68.98,6552.85,0.3962,123.64
2024-05,21,2026-02,CH02,P12M,Tier 3,53,20,106.75,20.32,6573.17,0.3774,124.02
2024-05,22,2026-03,CH02,P12M,Tier 3,53,19,94.89,9.51,6582.68,0.3585,124.2
2024-05,23,2026-04,CH02,P12M,Tier 3,53,21,110.55,109.16,6691.84,0.3962,126.26
2024-05,24,2026-05,CH02,P12M,Tier 3,53,15,70.17,527.13,7218.98,0.283,136.21
2024-05,25,2026-06,CH02,P12M,Tier 3,53,16,73.55,40.58,7259.55,0.3019,136.97
2024-05,26,2026-07,CH02,P12M,Tier 3,53,17,77.35,112.74,7372.3,0.3208,139.1
2024-05,27,2026-08,CH02,P12M,Tier 3,53,16,73.55,45.6,7417.9,0.3019,139.96
2024-05,0,2024-05,CH03,P1M,Tier 1,248,246,3002.38,3282.15,3282.15,0.9919,13.23
2024-05,1,2024-06,CH03,P1M,Tier 1,248,133,1604.7,2456.49,5738.64,0.5363,23.14
2024-05,2,2024-07,CH03,P1M,Tier 1,248,100,1183.45,1698.93,7437.56,0.4032,29.99
2024-05,3,2024-08,CH03,P1M,Tier 1,248,76,863.39,1273.91,8711.47,0.3065,35.13
2024-05,4,2024-09,CH03,P1M,Tier 1,248,65,718.04,1417.12,10128.59,0.2621,40.84
2024-05,5,2024-10,CH03,P1M,Tier 1,248,51,541.29,486.62,10615.21,0.2056,42.8
2024-05,6,2024-11,CH03,P1M,Tier 1,248,47,480.63,786.61,11401.83,0.1895,45.98
2024-05,7,2024-12,CH03,P1M,Tier 1,248,44,426.62,682.03,12083.85,0.1774,48.73
2024-05,8,2025-01,CH03,P1M,Tier 1,248,40,367.37,460.93,12544.78,0.1613,50.58
2024-05,9,2025-02,CH03,P1M,Tier 1,248,41,372.81,717.57,13262.35,0.1653,53.48
2024-05,10,2025-03,CH03,P1M,Tier 1,248,39,347.39,488.78,13751.12,0.1573,55.45
2024-05,11,2025-04,CH03,P1M,Tier 1,248,36,310.68,526.3,14277.42,0.1452,57.57
2024-05,12,2025-05,CH03,P1M,Tier 1,248,31,261.21,493.7,14771.12,0.125,59.56
2024-05,13,2025-06,CH03,P1M,Tier 1,248,30,240.08,758.11,15529.23,0.121,62.62
2024-05,14,2025-07,CH03,P1M,Tier 1,248,31,244.67,375.68,15904.91,0.125,64.13
2024-05,15,2025-08,CH03,P1M,Tier 1,248,29,227.44,765.5,16670.4,0.1169,67.22
2024-05,16,2025-09,CH03,P1M,Tier 1,248,26,184.73,180.01,16850.41,0.1048,67.95
2024-05,17,2025-10,CH03,P1M,Tier 1,248,27,188.37,109.99,16960.4,0.1089,68.39
2024-05,18,2025-11,CH03,P1M,Tier 1,248,32,230.84,397.32,17357.72,0.129,69.99
2024-05,19,2025-12,CH03,P1M,Tier 1,248,32,236.42,248.21,17605.93,0.129,70.99
2024-05,20,2026-01,CH03,P1M,Tier 1,248,32,217.6,759.95,18365.88,0.129,74.06
2024-05,21,2026-02,CH03,P1M,Tier 1,248,30,202.52,169.46,18535.34,0.121,74.74
2024-05,22,2026-03,CH03,P1M,Tier 1,248,31,215.01,307.48,18842.82,0.125,75.98
2024-05,23,2026-04,CH03,P1M,Tier 1,248,29,183.47,169.06,19011.88,0.1169,76.66
2024-05,24,2026-05,CH03,P1M,Tier 1,248,30,194.7,262.29,19274.17,0.121,77.72
2024-05,25,2026-06,CH03,P1M,Tier 1,248,30,176.32,591.65,19865.82,0.121,80.1
2024-05,26,2026-07,CH03,P1M,Tier 1,248,30,182.51,498.06,20363.89,0.121,82.11
2024-05,27,2026-08,CH03,P1M,Tier 1,248,31,183.61,438.91,20802.79,0.125,83.88
2024-05,0,2024-05,CH03,P1M,Tier 2,38,36,416.06,522.43,522.43,0.9474,13.75
2024-05,1,2024-06,CH03,P1M,Tier 2,38,16,184.56,193.3,715.73,0.4211,18.84
2024-05,2,2024-07,CH03,P1M,Tier 2,38,11,124.9,142.8,858.53,0.2895,22.59
2024-05,3,2024-08,CH03,P1M,Tier 2,38,11,120.14,170.03,1028.56,0.2895,27.07
2024-05,4,2024-09,CH03,P1M,Tier 2,38,5,50.17,23.78,1052.34,0.1316,27.69
2024-05,5,2024-10,CH03,P1M,Tier 2,38,5,49.22,93.09,1145.43,0.1316,30.14
2024-05,6,2024-11,CH03,P1M,Tier 2,38,7,68.12,71.57,1217.0,0.1842,32.03
2024-05,7,2024-12,CH03,P1M,Tier 2,38,7,67.16,44.82,1261.82,0.1842,33.21
2024-05,8,2025-01,CH03,P1M,Tier 2,38,7,60.34,428.1,1689.92,0.1842,44.47
2024-05,9,2025-02,CH03,P1M,Tier 2,38,6,49.6,47.83,1737.76,0.1579,45.73
2024-05,10,2025-03,CH03,P1M,Tier 2,38,5,40.0,11.61,1749.36,0.1316,46.04
2024-05,11,2025-04,CH03,P1M,Tier 2,38,6,47.07,106.04,1855.4,0.1579,48.83
2024-05,12,2025-05,CH03,P1M,Tier 2,38,5,38.97,13.04,1868.44,0.1316,49.17
2024-05,13,2025-06,CH03,P1M,Tier 2,38,5,39.83,13.33,1881.77,0.1316,49.52
2024-05,14,2025-07,CH03,P1M,Tier 2,38,5,40.35,42.43,1924.21,0.1316,50.64
2024-05,15,2025-08,CH03,P1M,Tier 2,38,5,40.25,91.17,2015.37,0.1316,53.04
2024-05,16,2025-09,CH03,P1M,Tier 2,38,5,40.53,13.56,2028.94,0.1316,53.39
2024-05,17,2025-10,CH03,P1M,Tier 2,38,5,40.18,42.25,2071.19,0.1316,54.5
2024-05,18,2025-11,CH03,P1M,Tier 2,38,5,39.94,22.83,2094.02,0.1316,55.11
2024-05,19,2025-12,CH03,P1M,Tier 2,38,5,40.46,13.54,2107.56,0.1316,55.46
2024-05,20,2026-01,CH03,P1M,Tier 2,38,5,44.37,96.72,2204.28,0.1316,58.01
2024-05,21,2026-02,CH03,P1M,Tier 2,38,4,31.02,13.64,2217.93,0.1053,58.37
2024-05,22,2026-03,CH03,P1M,Tier 2,38,6,42.95,85.1,2303.03,0.1579,60.61
2024-05,23,2026-04,CH03,P1M,Tier 2,38,5,29.23,258.05,2561.08,0.1316,67.4
2024-05,24,2026-05,CH03,P1M,Tier 2,38,5,29.41,0.0,2561.08,0.1316,67.4
2024-05,25,2026-06,CH03,P1M,Tier 2,38,6,33.43,71.54,2632.62,0.1579,69.28
2024-05,26,2026-07,CH03,P1M,Tier 2,38,6,33.66,0.0,2632.62,0.1579,69.28
2024-05,27,2026-08,CH03,P1M,Tier 2,38,6,33.51,116.61,2749.23,0.1579,72.35
2024-05,0,2024-05,CH03,P1M,Tier 3,52,51,619.44,771.79,771.79,0.9808,14.84
2024-05,1,2024-06,CH03,P1M,Tier 3,52,21,249.23,618.62,1390.41,0.4038,26.74
2024-05,2,2024-07,CH03,P1M,Tier 3,52,14,158.87,187.32,1577.73,0.2692,30.34
2024-05,3,2024-08,CH03,P1M,Tier 3,52,11,115.09,178.86,1756.59,0.2115,33.78
2024-05,4,2024-09,CH03,P1M,Tier 3,52,8,76.61,48.12,1804.71,0.1538,34.71
2024-05,5,2024-10,CH03,P1M,Tier 3,52,6,51.87,74.61,1879.33,0.1154,36.14
2024-05,6,2024-11,CH03,P1M,Tier 3,52,7,64.24,35.75,1915.08,0.1346,36.83
2024-05,7,2024-12,CH03,P1M,Tier 3,52,5,40.86,12.37,1927.45,0.0962,37.07
2024-05,8,2025-01,CH03,P1M,Tier 3,52,2,11.41,-12.37,1915.08,0.0385,36.83
2024-05,9,2025-02,CH03,P1M,Tier 3,52,5,44.49,52.11,1967.19,0.0962,37.83
2024-05,10,2025-03,CH03,P1M,Tier 3,52,5,44.49,23.57,1990.76,0.0962,38.28
2024-05,11,2025-04,CH03,P1M,Tier 3,52,5,44.49,23.57,2014.33,0.0962,38.74
2024-05,12,2025-05,CH03,P1M,Tier 3,52,5,46.31,53.93,2068.26,0.0962,39.77
2024-05,13,2025-06,CH03,P1M,Tier 3,52,6,40.17,166.69,2234.95,0.1154,42.98
2024-05,14,2025-07,CH03,P1M,Tier 3,52,6,40.17,12.06,2247.01,0.1154,43.21
2024-05,15,2025-08,CH03,P1M,Tier 3,52,4,24.95,12.06,2259.07,0.0769,43.44
2024-05,16,2025-09,CH03,P1M,Tier 3,52,5,33.51,323.45,2582.52,0.0962,49.66
2024-05,17,2025-10,CH03,P1M,Tier 3,52,5,33.51,12.06,2594.58,0.0962,49.9
2024-05,18,2025-11,CH03,P1M,Tier 3,52,5,33.51,12.06,2606.64,0.0962,50.13
2024-05,19,2025-12,CH03,P1M,Tier 3,52,6,46.83,51.07,2657.71,0.1154,51.11
2024-05,20,2026-01,CH03,P1M,Tier 3,52,6,46.83,25.38,2683.1,0.1154,51.6
2024-05,21,2026-02,CH03,P1M,Tier 3,52,6,46.83,25.38,2708.48,0.1154,52.09
2024-05,22,2026-03,CH03,P1M,Tier 3,52,8,59.19,122.36,2830.84,0.1538,54.44
2024-05,23,2026-04,CH03,P1M,Tier 3,52,9,62.99,70.98,2901.82,0.1731,55.8
2024-05,24,2026-05,CH03,P1M,Tier 3,52,9,62.99,25.38,2927.21,0.1731,56.29
2024-05,25,2026-06,CH03,P1M,Tier 3,52,6,42.49,139.44,3066.65,0.1154,58.97
2024-05,26,2026-07,CH03,P1M,Tier 3,52,7,55.81,38.71,3105.35,0.1346,59.72
2024-05,27,2026-08,CH03,P1M,Tier 3,52,7,55.61,38.5,3143.86,0.1346,60.46
2024-05,0,2024-05,CH03,P3M,Tier 1,68,65,610.45,1878.5,1878.5,0.9559,27.62
2024-05,1,2024-06,CH03,P3M,Tier 1,68,61,573.09,-93.08,1785.42,0.8971,26.26
2024-05,2,2024-07,CH03,P3M,Tier 1,68,61,574.79,314.66,2100.08,0.8971,30.88
2024-05,3,2024-08,CH03,P3M,Tier 1,68,30,284.03,852.94,2953.02,0.4412,43.43
2024-05,4,2024-09,CH03,P3M,Tier 1,68,29,266.27,66.55,3019.57,0.4265,44.41
2024-05,5,2024-10,CH03,P3M,Tier 1,68,29,264.33,59.38,3078.95,0.4265,45.28
2024-05,6,2024-11,CH03,P3M,Tier 1,68,18,147.06,721.0,3799.95,0.2647,55.88
2024-05,7,2024-12,CH03,P3M,Tier 1,68,18,146.26,12.25,3812.2,0.2647,56.06
2024-05,8,2025-01,CH03,P3M,Tier 1,68,18,144.8,188.64,4000.84,0.2647,58.84
2024-05,9,2025-02,CH03,P3M,Tier 1,68,15,113.68,287.36,4288.2,0.2206,63.06
2024-05,10,2025-03,CH03,P3M,Tier 1,68,15,114.61,11.5,4299.7,0.2206,63.23
2024-05,11,2025-04,CH03,P3M,Tier 1,68,15,115.59,233.17,4532.86,0.2206,66.66
2024-05,12,2025-05,CH03,P3M,Tier 1,68,15,120.37,191.31,4724.17,0.2206,69.47
2024-05,13,2025-06,CH03,P3M,Tier 1,68,15,120.95,35.18,4759.35,0.2206,69.99
2024-05,14,2025-07,CH03,P3M,Tier 1,68,17,146.88,60.0,4819.35,0.25,70.87
2024-05,15,2025-08,CH03,P3M,Tier 1,68,13,102.96,207.81,5027.16,0.1912,73.93
2024-05,16,2025-09,CH03,P3M,Tier 1,68,14,114.82,90.73,5117.89,0.2059,75.26
2024-05,17,2025-10,CH03,P3M,Tier 1,68,14,114.6,85.94,5203.83,0.2059,76.53
2024-05,18,2025-11,CH03,P3M,Tier 1,68,10,74.87,364.0,5567.83,0.1471,81.88
2024-05,19,2025-12,CH03,P3M,Tier 1,68,9,56.22,29.28,5597.11,0.1324,82.31
2024-05,20,2026-01,CH03,P3M,Tier 1,68,10,60.16,150.44,5747.54,0.1471,84.52
2024-05,21,2026-02,CH03,P3M,Tier 1,68,9,54.41,39.63,5787.17,0.1324,85.11
2024-05,22,2026-03,CH03,P3M,Tier 1,68,10,69.8,27.99,5815.16,0.1471,85.52
2024-05,23,2026-04,CH03,P3M,Tier 1,68,9,54.06,12.38,5827.54,0.1324,85.7
2024-05,24,2026-05,CH03,P3M,Tier 1,68,11,71.8,139.29,5966.83,0.1618,87.75
2024-05,25,2026-06,CH03,P3M,Tier 1,68,11,71.92,72.74,6039.57,0.1618,88.82
2024-05,26,2026-07,CH03,P3M,Tier 1,68,11,62.6,57.55,6097.12,0.1618,89.66
2024-05,27,2026-08,CH03,P3M,Tier 1,68,11,62.53,110.24,6207.36,0.1618,91.28
2024-05,0,2024-05,CH03,P3M,Tier 2,8,8,71.19,213.57,213.57,1.0,26.7
2024-05,1,2024-06,CH03,P3M,Tier 2,8,8,70.9,0.0,213.57,1.0,26.7
2024-05,2,2024-07,CH03,P3M,Tier 2,8,8,71.36,9.08,222.65,1.0,27.83
2024-05,3,2024-08,CH03,P3M,Tier 2,8,4,35.2,131.16,353.82,0.5,44.23
2024-05,4,2024-09,CH03,P3M,Tier 2,8,3,23.64,0.0,353.82,0.375,44.23
2024-05,5,2024-10,CH03,P3M,Tier 2,8,3,23.3,0.0,353.82,0.375,44.23
2024-05,6,2024-11,CH03,P3M,Tier 2,8,3,22.85,60.93,414.75,0.375,51.84
