date,cluster_id,workload,cost_usd,units_served,gpu_hours,avg_utilization
2024-12-04,GC3,Image,169.78,24454,226.4,0.81
2024-12-04,GC3,Speech,161.34,36291,215.1,0.804
2024-12-05,GC1,Image,113.98,16418,35.6,0.85
2024-12-05,GC1,LLM chat,1496.49,1354132,467.7,0.844
2024-12-05,GC1,Speech,69.64,15663,21.8,0.854
2024-12-05,GC1,Video,758.38,3447,237.0,0.861
2024-12-05,GC2,LLM chat,1829.04,1655050,1354.8,0.737
2024-12-05,GC3,Image,170.97,24627,228.0,0.88
2024-12-05,GC3,Speech,162.48,36548,216.6,0.791
2024-12-06,GC1,Image,118.26,17034,37.0,0.893
2024-12-06,GC1,LLM chat,1521.19,1376357,475.4,0.853
2024-12-06,GC1,Speech,72.25,16251,22.6,0.884
2024-12-06,GC1,Video,798.3,3629,249.5,0.896
2024-12-06,GC2,LLM chat,1859.24,1682214,1377.2,0.721
2024-12-06,GC3,Image,177.39,25551,236.5,0.799
2024-12-06,GC3,Speech,168.57,37918,224.8,0.851
2024-12-07,GC1,Image,122.51,17645,38.3,0.84
2024-12-07,GC1,LLM chat,1646.77,1490284,514.6,0.852
2024-12-07,GC1,Speech,74.84,16834,23.4,0.87
2024-12-07,GC1,Video,838.87,3813,262.1,0.853
2024-12-07,GC2,LLM chat,2012.72,1821458,1490.9,0.6
2024-12-07,GC3,Image,183.76,26468,245.0,0.809
2024-12-07,GC3,Speech,174.63,39280,232.8,0.791
2024-12-08,GC1,Image,120.96,17424,37.8,0.912
2024-12-08,GC1,LLM chat,1535.85,1389530,480.0,0.852
2024-12-08,GC1,Speech,73.9,16623,23.1,0.878
2024-12-08,GC1,Video,840.07,3818,262.5,0.875
2024-12-08,GC2,LLM chat,1877.15,1698314,1390.5,0.706
2024-12-08,GC3,Image,181.44,26135,241.9,0.769
2024-12-08,GC3,Speech,172.43,38786,229.9,0.79
2024-12-09,GC1,Image,111.39,16045,34.8,0.898
2024-12-09,GC1,LLM chat,1402.38,1268723,438.2,0.921
2024-12-09,GC1,Speech,68.05,15308,21.3,0.885
2024-12-09,GC1,Video,784.43,3566,245.1,0.849
2024-12-09,GC2,LLM chat,1714.02,1550662,1269.6,0.673
2024-12-09,GC3,Image,167.09,24068,222.8,0.824
2024-12-09,GC3,Speech,158.79,35718,211.7,0.842
2024-12-10,GC1,Image,109.9,15830,34.3,0.886
2024-12-10,GC1,LLM chat,1420.73,1285481,444.0,0.927
2024-12-10,GC1,Speech,67.14,15102,21.0,0.866
2024-12-10,GC1,Video,784.57,3566,245.2,0.925
2024-12-10,GC2,LLM chat,1736.44,1571143,1286.3,0.718
2024-12-10,GC3,Image,164.85,23745,219.8,0.847
2024-12-10,GC3,Speech,156.66,35238,208.9,0.837
2024-12-11,GC1,Image,110.69,15945,34.6,0.892
2024-12-11,GC1,LLM chat,1380.9,1249237,431.5,0.927
2024-12-11,GC1,Speech,67.63,15211,21.1,0.849
2024-12-11,GC1,Video,801.0,3641,250.3,0.86
2024-12-11,GC2,LLM chat,1687.77,1526845,1250.2,0.679
2024-12-11,GC3,Image,166.04,23917,221.4,0.84
2024-12-11,GC3,Speech,157.79,35493,210.4,0.858
2024-12-12,GC1,Image,111.48,16058,34.8,0.874
2024-12-12,GC1,LLM chat,1425.8,1290011,445.6,0.88
2024-12-12,GC1,Speech,68.11,15320,21.3,0.853
2024-12-12,GC1,Video,817.55,3716,255.5,0.912
2024-12-12,GC2,LLM chat,1742.65,1576681,1290.9,0.702
2024-12-12,GC3,Image,167.23,24087,223.0,0.832
2024-12-12,GC3,Speech,158.92,35746,211.9,0.814
2024-12-13,GC1,Image,115.67,16661,36.1,0.862
2024-12-13,GC1,LLM chat,1570.55,1421370,490.8,0.89
2024-12-13,GC1,Speech,70.67,15896,22.1,0.963
2024-12-13,GC1,Video,859.5,3907,268.6,0.942
2024-12-13,GC2,LLM chat,1919.56,1737230,1421.9,0.693
2024-12-13,GC3,Image,173.5,24992,231.3,0.854
2024-12-13,GC3,Speech,164.89,37090,219.9,0.842
2024-12-14,GC1,Image,119.83,17261,37.4,0.888
2024-12-14,GC1,LLM chat,1602.56,1450239,500.8,0.914
2024-12-14,GC1,Speech,73.21,16467,22.9,0.852
2024-12-14,GC1,Video,902.07,4100,281.9,0.903
2024-12-14,GC2,LLM chat,1958.69,1772515,1450.9,0.669
2024-12-14,GC3,Image,179.75,25891,239.7,0.831
2024-12-14,GC3,Speech,170.82,38424,227.8,0.834
2024-12-15,GC1,Image,118.34,17045,37.0,0.901
2024-12-15,GC1,LLM chat,1504.44,1361121,470.1,0.88
2024-12-15,GC1,Speech,72.29,16262,22.6,0.838
2024-12-15,GC1,Video,902.28,4101,282.0,0.832
2024-12-15,GC2,LLM chat,1838.76,1663592,1362.0,0.69
2024-12-15,GC3,Image,177.51,25568,236.7,0.853
2024-12-15,GC3,Speech,168.69,37944,224.9,0.818
2024-12-16,GC1,Image,108.98,15698,34.1,0.832
2024-12-16,GC1,LLM chat,1457.28,1318760,455.4,0.878
2024-12-16,GC1,Speech,66.58,14976,20.8,0.894
2024-12-16,GC1,Video,841.54,3825,263.0,0.829
2024-12-16,GC2,LLM chat,1781.11,1611818,1319.3,0.689
2024-12-16,GC3,Image,163.47,23547,218.0,0.805
2024-12-16,GC3,Speech,155.35,34944,207.1,0.784
2024-12-17,GC1,Image,107.53,15488,33.6,0.894
2024-12-17,GC1,LLM chat,1442.9,1305774,450.9,0.848
2024-12-17,GC1,Speech,65.69,14776,20.5,0.914
2024-12-17,GC1,Video,840.74,3822,262.7,0.888
2024-12-17,GC2,LLM chat,1763.54,1595946,1306.3,0.625
2024-12-17,GC3,Image,161.29,23232,215.1,0.904
2024-12-17,GC3,Speech,153.28,34477,204.4,0.832
2024-12-18,GC1,Image,108.31,15601,33.8,0.866
2024-12-18,GC1,LLM chat,1466.41,1327105,458.3,0.867
2024-12-18,GC1,Speech,66.17,14884,20.7,0.864
2024-12-18,GC1,Video,857.41,3897,267.9,0.893
2024-12-18,GC2,LLM chat,1792.28,1622017,1327.6,0.685
2024-12-18,GC3,Image,162.47,23402,216.6,0.827
2024-12-18,GC3,Speech,154.4,34729,205.9,0.839
2024-12-19,GC1,Image,109.09,15713,34.1,0.883
2024-12-19,GC1,LLM chat,1471.36,1331560,459.8,0.896
2024-12-19,GC1,Speech,66.65,14991,20.8,0.913
2024-12-19,GC1,Video,874.19,3974,273.2,0.872
2024-12-19,GC2,LLM chat,1798.33,1627462,1332.1,0.706
2024-12-19,GC3,Image,163.64,23570,218.2,0.847
2024-12-19,GC3,Speech,155.51,34979,207.3,0.872
2024-12-20,GC1,Image,113.2,16305,35.4,0.842
2024-12-20,GC1,LLM chat,1579.19,1429359,493.5,0.905
2024-12-20,GC1,Speech,69.16,15556,21.6,0.877
2024-12-20,GC1,Video,918.08,4173,286.9,0.939
2024-12-20,GC2,LLM chat,1930.12,1746994,1429.7,0.664
2024-12-20,GC3,Image,169.8,24458,226.4,0.833
2024-12-20,GC3,Speech,161.36,36296,215.2,0.806
2024-12-21,GC1,Image,117.28,16893,36.6,0.861
2024-12-21,GC1,LLM chat,1635.46,1480294,511.1,0.947
2024-12-21,GC1,Speech,71.65,16116,22.4,0.887
2024-12-21,GC1,Video,962.57,4375,300.8,0.871
2024-12-21,GC2,LLM chat,1998.9,1809249,1480.7,0.666
2024-12-21,GC3,Image,175.92,25339,234.6,0.849
2024-12-21,GC3,Speech,167.18,37605,222.9,0.806
2024-12-22,GC1,Image,115.82,16683,36.2,0.925
2024-12-22,GC1,LLM chat,1599.1,1447312,499.7,0.901
2024-12-22,GC1,Speech,70.76,15916,22.1,0.837
2024-12-22,GC1,Video,961.84,4372,300.6,0.904
2024-12-22,GC2,LLM chat,1954.46,1768937,1447.7,0.67
2024-12-22,GC3,Image,173.73,25024,231.6,0.823
2024-12-22,GC3,Speech,165.1,37136,220.1,0.812
2024-12-23,GC1,Image,106.67,15365,33.3,0.874
2024-12-23,GC1,LLM chat,1475.0,1335002,460.9,0.907
2024-12-23,GC1,Speech,65.17,14659,20.4,0.87
2024-12-23,GC1,Video,896.23,4074,280.1,0.917
2024-12-23,GC2,LLM chat,1802.78,1631669,1335.4,0.695
2024-12-23,GC3,Image,160.01,23048,213.3,0.8
2024-12-23,GC3,Speech,152.06,34203,202.7,0.864
2024-12-24,GC1,Image,105.25,15161,32.9,0.862
2024-12-24,GC1,LLM chat,1395.54,1262840,436.1,0.865
2024-12-24,GC1,Speech,64.3,14464,20.1,0.852
2024-12-24,GC1,Video,894.54,4066,279.5,0.884
2024-12-24,GC2,LLM chat,1705.66,1543471,1263.4,0.695
2024-12-24,GC3,Image,157.88,22741,210.5,0.865
2024-12-24,GC3,Speech,150.04,33748,200.1,0.821
2024-12-25,GC1,Image,106.03,15273,33.1,0.911
2024-12-25,GC1,LLM chat,1373.13,1242434,429.1,0.884
2024-12-25,GC1,Speech,64.78,14570,20.2,0.915
2024-12-25,GC1,Video,911.43,4143,284.8,0.855
2024-12-25,GC2,LLM chat,1678.27,1518530,1243.2,0.692
2024-12-25,GC3,Image,159.04,22909,212.1,0.8
2024-12-25,GC3,Speech,151.14,33997,201.5,0.803
2024-12-26,GC1,Image,106.8,15384,33.4,0.913
2024-12-26,GC1,LLM chat,1441.08,1304159,450.3,0.846
2024-12-26,GC1,Speech,65.25,14676,20.4,0.875
2024-12-26,GC1,Video,928.44,4220,290.1,0.883
2024-12-26,GC2,LLM chat,1761.32,1593972,1304.7,0.667
2024-12-26,GC3,Image,160.2,23076,213.6,0.843
2024-12-26,GC3,Speech,152.25,34245,203.0,0.82
2024-12-27,GC1,Image,110.83,15964,34.6,0.854
2024-12-27,GC1,LLM chat,1426.98,1291122,445.9,0.857
2024-12-27,GC1,Speech,67.71,15230,21.2,0.901
2024-12-27,GC1,Video,974.21,4428,304.4,0.856
2024-12-27,GC2,LLM chat,1744.09,1578039,1291.9,0.67
2024-12-27,GC3,Image,166.24,23945,221.7,0.879
2024-12-27,GC3,Speech,157.99,35536,210.7,0.875
2024-12-28,GC1,Image,114.83,16540,35.9,0.893
2024-12-28,GC1,LLM chat,1471.6,1331464,459.9,0.875
2024-12-28,GC1,Speech,70.16,15780,21.9,0.871
2024-12-28,GC1,Video,1020.55,4639,318.9,0.897
2024-12-28,GC2,LLM chat,1798.63,1627345,1332.3,0.597
2024-12-28,GC3,Image,172.24,24810,229.7,0.883
2024-12-28,GC3,Speech,163.7,36819,218.3,0.837
2024-12-29,GC1,Image,113.41,16336,35.4,0.83
2024-12-29,GC1,LLM chat,1517.25,1373039,474.1,0.896
2024-12-29,GC1,Speech,69.28,15584,21.7,0.908
2024-12-29,GC1,Video,1018.93,4631,318.4,0.839
2024-12-29,GC2,LLM chat,1854.42,1678158,1373.6,0.651
2024-12-29,GC3,Image,170.11,24503,226.8,0.867
2024-12-29,GC3,Speech,161.66,36364,215.6,0.793
2024-12-30,GC1,Image,104.46,15046,32.6,0.839
2024-12-30,GC1,LLM chat,1382.51,1251049,432.0,0.919
2024-12-30,GC1,Speech,63.82,14354,19.9,0.89
2024-12-30,GC1,Video,948.65,4312,296.5,0.894
2024-12-30,GC2,LLM chat,1689.74,1529060,1251.7,0.671
2024-12-30,GC3,Image,156.69,22569,208.9,0.798
2024-12-30,GC3,Speech,148.9,33494,198.5,0.808
2024-12-31,GC1,Image,103.08,14847,32.2,0.872
2024-12-31,GC1,LLM chat,1357.85,1228704,424.3,0.904
2024-12-31,GC1,Speech,62.97,14164,19.7,0.858
2024-12-31,GC1,Video,946.11,4300,295.7,0.937
2024-12-31,GC2,LLM chat,1659.6,1501749,1229.3,0.673
2024-12-31,GC3,Image,154.61,22270,206.2,0.859
2024-12-31,GC3,Speech,146.93,33050,195.9,0.856
2025-01-01,GC1,Image,101.65,15006,31.8,0.877
2025-01-01,GC1,LLM chat,1329.56,1205115,415.5,0.866
2025-01-01,GC1,Speech,65.76,14792,20.5,0.905
2025-01-01,GC1,Video,998.48,4539,312.0,0.825
2025-01-01,GC2,LLM chat,1625.02,1472919,1203.7,0.698
2025-01-01,GC3,Image,152.48,22508,203.3,0.851
2025-01-01,GC3,Speech,153.44,34514,204.6,0.861
2025-01-02,GC1,Image,102.39,15115,32.0,0.886
2025-01-02,GC1,LLM chat,1355.96,1229089,423.7,0.892
2025-01-02,GC1,Speech,66.24,14900,20.7,0.84
2025-01-02,GC1,Video,1016.28,4619,317.6,0.885
2025-01-02,GC2,LLM chat,1657.28,1502220,1227.6,0.696
2025-01-02,GC3,Image,153.59,22672,204.8,0.847
2025-01-02,GC3,Speech,154.56,34766,206.1,0.809
2025-01-03,GC1,Image,106.25,15685,33.2,0.89
2025-01-03,GC1,LLM chat,1497.41,1357542,467.9,0.869
2025-01-03,GC1,Speech,68.74,15461,21.5,0.879
2025-01-03,GC1,Video,1065.52,4843,333.0,0.866
2025-01-03,GC2,LLM chat,1830.16,1659218,1355.7,0.723
2025-01-03,GC3,Image,159.38,23527,212.5,0.854
2025-01-03,GC3,Speech,160.38,36076,213.8,0.815
2025-01-04,GC1,Image,110.42,16300,34.5,0.856
2025-01-04,GC1,LLM chat,1537.04,1393428,480.3,0.926
2025-01-04,GC1,Speech,71.43,16067,22.3,0.912
2025-01-04,GC1,Video,1107.3,5033,346.0,0.842
2025-01-04,GC2,LLM chat,1878.61,1703079,1391.6,0.714
2025-01-04,GC3,Image,165.63,24450,220.8,0.827
2025-01-04,GC3,Speech,166.68,37491,222.2,0.789
2025-01-05,GC1,Image,109.38,16146,34.2,0.883
2025-01-05,GC1,LLM chat,1518.82,1376894,474.6,0.844
2025-01-05,GC1,Speech,70.76,15916,22.1,0.903
2025-01-05,GC1,Video,1096.86,4986,342.8,0.869
2025-01-05,GC2,LLM chat,1856.33,1682870,1375.1,0.659
2025-01-05,GC3,Image,164.07,24219,218.8,0.829
2025-01-05,GC3,Speech,165.1,37137,220.1,0.783
2025-01-06,GC1,Image,101.05,14916,31.6,0.853
2025-01-06,GC1,LLM chat,1356.53,1229653,423.9,0.925
2025-01-06,GC1,Speech,65.37,14703,20.4,0.854
2025-01-06,GC1,Video,1013.29,4606,316.7,0.816
2025-01-06,GC2,LLM chat,1657.98,1502910,1228.1,0.702
2025-01-06,GC3,Image,151.57,22374,202.1,0.881
2025-01-06,GC3,Speech,152.52,34308,203.4,0.846
2025-01-07,GC1,Image,100.0,14762,31.3,0.895
2025-01-07,GC1,LLM chat,1410.64,1278877,440.8,0.918
2025-01-07,GC1,Speech,64.69,14552,20.2,0.872
2025-01-07,GC1,Video,1002.84,4558,313.4,0.83
2025-01-07,GC2,LLM chat,1724.11,1563072,1277.1,0.689
2025-01-07,GC3,Image,150.01,22143,200.0,0.833
2025-01-07,GC3,Speech,150.95,33954,201.3,0.817
2025-01-08,GC1,Image,101.05,14916,31.6,0.92
2025-01-08,GC1,LLM chat,1467.41,1330454,458.6,0.854
2025-01-08,GC1,Speech,65.37,14703,20.4,0.876
2025-01-08,GC1,Video,1013.29,4606,316.7,0.854
2025-01-08,GC2,LLM chat,1793.5,1626111,1328.5,0.681
2025-01-08,GC3,Image,151.57,22374,202.1,0.843
2025-01-08,GC3,Speech,152.52,34308,203.4,0.834
2025-01-09,GC1,Image,102.09,15070,31.9,0.827
2025-01-09,GC1,LLM chat,1428.93,1295436,446.5,0.844
2025-01-09,GC1,Speech,66.04,14855,20.6,0.891
2025-01-09,GC1,Video,1023.73,4653,319.9,0.874
2025-01-09,GC2,LLM chat,1746.47,1583311,1293.7,0.722
2025-01-09,GC3,Image,153.13,22605,204.2,0.838
2025-01-09,GC3,Speech,154.1,34662,205.5,0.813
2025-01-10,GC1,Image,106.25,15685,33.2,0.909
2025-01-10,GC1,LLM chat,1488.74,1349668,465.2,0.883
2025-01-10,GC1,Speech,68.74,15461,21.5,0.844
2025-01-10,GC1,Video,1065.52,4843,333.0,0.897
2025-01-10,GC2,LLM chat,1819.58,1649594,1347.8,0.661
2025-01-10,GC3,Image,159.38,23527,212.5,0.833
2025-01-10,GC3,Speech,160.38,36076,213.8,0.795
2025-01-11,GC1,Image,110.42,16300,34.5,0.838
2025-01-11,GC1,LLM chat,1568.61,1422124,490.2,0.88
2025-01-11,GC1,Speech,71.43,16067,22.3,0.907
2025-01-11,GC1,Video,1107.3,5033,346.0,0.889
2025-01-11,GC2,LLM chat,1917.19,1738152,1420.1,0.66
2025-01-11,GC3,Image,165.63,24450,220.8,0.841
2025-01-11,GC3,Speech,166.68,37491,222.2,0.814
2025-01-12,GC1,Image,109.38,16146,34.2,0.911
2025-01-12,GC1,LLM chat,1583.15,1435377,494.7,0.89
2025-01-12,GC1,Speech,70.76,15916,22.1,0.853
2025-01-12,GC1,Video,1096.86,4986,342.8,0.905
2025-01-12,GC2,LLM chat,1934.96,1754350,1433.3,0.728
2025-01-12,GC3,Image,164.07,24219,218.8,0.861
2025-01-12,GC3,Speech,165.1,37137,220.1,0.803
2025-01-13,GC1,Image,101.05,14916,31.6,0.876
2025-01-13,GC1,LLM chat,1459.12,1322923,456.0,0.874
2025-01-13,GC1,Speech,65.37,14703,20.4,0.86
2025-01-13,GC1,Video,1013.29,4606,316.7,0.887
2025-01-13,GC2,LLM chat,1783.37,1616906,1321.0,0.712
2025-01-13,GC3,Image,151.57,22374,202.1,0.86
2025-01-13,GC3,Speech,152.52,34308,203.4,0.829
2025-01-14,GC1,Image,100.0,14762,31.3,0.879
2025-01-14,GC1,LLM chat,1419.33,1286784,443.5,0.877
2025-01-14,GC1,Speech,64.69,14552,20.2,0.839
2025-01-14,GC1,Video,1002.84,4558,313.4,0.889
2025-01-14,GC2,LLM chat,1734.74,1572735,1285.0,0.651
2025-01-14,GC3,Image,150.01,22143,200.0,0.812
2025-01-14,GC3,Speech,150.95,33954,201.3,0.825
2025-01-15,GC1,Image,101.05,14916,31.6,0.853
2025-01-15,GC1,LLM chat,1465.82,1329011,458.1,0.859
2025-01-15,GC1,Speech,65.37,14703,20.4,0.785
2025-01-15,GC1,Video,1013.29,4606,316.7,0.837
2025-01-15,GC2,LLM chat,1791.56,1624346,1327.1,0.685
2025-01-15,GC3,Image,151.57,22374,202.1,0.831
2025-01-15,GC3,Speech,152.52,34308,203.4,0.91
2025-01-16,GC1,Image,102.09,15070,31.9,0.886
2025-01-16,GC1,LLM chat,1481.3,1343047,462.9,0.877
2025-01-16,GC1,Speech,66.04,14855,20.6,0.882
2025-01-16,GC1,Video,1023.73,4653,319.9,0.857
2025-01-16,GC2,LLM chat,1810.48,1641502,1341.1,0.644
2025-01-16,GC3,Image,153.13,22605,204.2,0.807
2025-01-16,GC3,Speech,154.1,34662,205.5,0.818
2025-01-17,GC1,Image,106.25,15685,33.2,0.903
2025-01-17,GC1,LLM chat,1559.27,1413781,487.3,0.839
2025-01-17,GC1,Speech,68.74,15461,21.5,0.877
2025-01-17,GC1,Video,1065.52,4843,333.0,0.883
2025-01-17,GC2,LLM chat,1905.78,1727955,1411.7,0.644
2025-01-17,GC3,Image,159.38,23527,212.5,0.838
2025-01-17,GC3,Speech,160.38,36076,213.8,0.808
2025-01-18,GC1,Image,110.42,16300,34.5,0.875
2025-01-18,GC1,LLM chat,1503.96,1363346,470.0,0.858
2025-01-18,GC1,Speech,71.43,16067,22.3,0.917
2025-01-18,GC1,Video,1107.3,5033,346.0,0.883
2025-01-18,GC2,LLM chat,1838.17,1666312,1361.6,0.658
2025-01-18,GC3,Image,165.63,24450,220.8,0.788
2025-01-18,GC3,Speech,166.68,37491,222.2,0.772
2025-01-19,GC1,Image,109.38,16146,34.2,0.849
2025-01-19,GC1,LLM chat,1647.44,1493827,514.8,0.865
2025-01-19,GC1,Speech,70.76,15916,22.1,0.922
2025-01-19,GC1,Video,1096.86,4986,342.8,0.924
2025-01-19,GC2,LLM chat,2013.54,1825789,1491.5,0.706
2025-01-19,GC3,Image,164.07,24219,218.8,0.769
2025-01-19,GC3,Speech,165.1,37137,220.1,0.866
2025-01-20,GC1,Image,101.05,14916,31.6,0.882
2025-01-20,GC1,LLM chat,1416.42,1284098,442.6,0.809
2025-01-20,GC1,Speech,65.37,14703,20.4,0.868
2025-01-20,GC1,Video,1013.29,4606,316.7,0.907
2025-01-20,GC2,LLM chat,1731.18,1569453,1282.4,0.652
2025-01-20,GC3,Image,151.57,22374,202.1,0.861
2025-01-20,GC3,Speech,152.52,34308,203.4,0.849
2025-01-21,GC1,Image,100.0,14762,31.3,0.872
2025-01-21,GC1,LLM chat,1465.72,1328953,458.0,0.862
2025-01-21,GC1,Speech,64.69,14552,20.2,0.855
2025-01-21,GC1,Video,1002.84,4558,313.4,0.915
2025-01-21,GC2,LLM chat,1791.43,1624276,1327.0,0.697
2025-01-21,GC3,Image,150.01,22143,200.0,0.807
2025-01-21,GC3,Speech,150.95,33954,201.3,0.857
2025-01-22,GC1,Image,101.05,14916,31.6,0.925
2025-01-22,GC1,LLM chat,1373.97,1245515,429.4,0.894
2025-01-22,GC1,Speech,65.37,14703,20.4,0.873
2025-01-22,GC1,Video,1013.29,4606,316.7,0.895
2025-01-22,GC2,LLM chat,1679.3,1522296,1243.9,0.693
2025-01-22,GC3,Image,151.57,22374,202.1,0.808
2025-01-22,GC3,Speech,152.52,34308,203.4,0.824
2025-01-23,GC1,Image,102.09,15070,31.9,0.841
2025-01-23,GC1,LLM chat,1438.0,1303679,449.4,0.858
2025-01-23,GC1,Speech,66.04,14855,20.6,0.941
2025-01-23,GC1,Video,1023.73,4653,319.9,0.9
2025-01-23,GC2,LLM chat,1757.56,1593386,1301.9,0.664
2025-01-23,GC3,Image,153.13,22605,204.2,0.849
2025-01-23,GC3,Speech,154.1,34662,205.5,0.818
2025-01-24,GC1,Image,106.25,15685,33.2,0.905
2025-01-24,GC1,LLM chat,1548.91,1404363,484.0,0.833
2025-01-24,GC1,Speech,68.74,15461,21.5,0.891
2025-01-24,GC1,Video,1065.52,4843,333.0,0.878
2025-01-24,GC2,LLM chat,1893.11,1716444,1402.3,0.607
2025-01-24,GC3,Image,159.38,23527,212.5,0.85
2025-01-24,GC3,Speech,160.38,36076,213.8,0.793
2025-01-25,GC1,Image,110.42,16300,34.5,0.871
2025-01-25,GC1,LLM chat,1616.0,1465209,505.0,0.864
2025-01-25,GC1,Speech,71.43,16067,22.3,0.853
2025-01-25,GC1,Video,1107.3,5033,346.0,0.798
2025-01-25,GC2,LLM chat,1975.11,1790811,1463.0,0.667
2025-01-25,GC3,Image,165.63,24450,220.8,0.818
2025-01-25,GC3,Speech,166.68,37491,222.2,0.851
2025-01-26,GC1,Image,109.38,16146,34.2,0.871
2025-01-26,GC1,LLM chat,1533.77,1390492,479.3,0.877
2025-01-26,GC1,Speech,70.76,15916,22.1,0.887
2025-01-26,GC1,Video,1096.86,4986,342.8,0.922
2025-01-26,GC2,LLM chat,1874.61,1699491,1388.6,0.668
2025-01-26,GC3,Image,164.07,24219,218.8,0.836
2025-01-26,GC3,Speech,165.1,37137,220.1,0.862
2025-01-27,GC1,Image,101.05,14916,31.6,0.884
2025-01-27,GC1,LLM chat,1374.47,1245964,429.5,0.911
2025-01-27,GC1,Speech,65.37,14703,20.4,0.872
2025-01-27,GC1,Video,1013.29,4606,316.7,0.883
2025-01-27,GC2,LLM chat,1679.91,1522845,1244.4,0.611
2025-01-27,GC3,Image,151.57,22374,202.1,0.831
2025-01-27,GC3,Speech,152.52,34308,203.4,0.813
2025-01-28,GC1,Image,100.0,14762,31.3,0.859
2025-01-28,GC1,LLM chat,1412.82,1280867,441.5,0.911
2025-01-28,GC1,Speech,64.69,14552,20.2,0.903
2025-01-28,GC1,Video,1002.84,4558,313.4,0.883
2025-01-28,GC2,LLM chat,1726.78,1565505,1279.1,0.65
2025-01-28,GC3,Image,150.01,22143,200.0,0.831
2025-01-28,GC3,Speech,150.95,33954,201.3,0.842
2025-01-29,GC1,Image,101.05,14916,31.6,0.873
2025-01-29,GC1,LLM chat,1472.27,1334869,460.1,0.877
2025-01-29,GC1,Speech,65.37,14703,20.4,0.847
2025-01-29,GC1,Video,1013.29,4606,316.7,0.9
2025-01-29,GC2,LLM chat,1799.44,1631507,1332.9,0.658
2025-01-29,GC3,Image,151.57,22374,202.1,0.857
2025-01-29,GC3,Speech,152.52,34308,203.4,0.766
2025-01-30,GC1,Image,102.09,15070,31.9,0.879
2025-01-30,GC1,LLM chat,1422.64,1289718,444.6,0.838
2025-01-30,GC1,Speech,66.04,14855,20.6,0.85
2025-01-30,GC1,Video,1023.73,4653,319.9,0.871
2025-01-30,GC2,LLM chat,1738.78,1576322,1288.0,0.698
2025-01-30,GC3,Image,153.13,22605,204.2,0.852
2025-01-30,GC3,Speech,154.1,34662,205.5,0.814
2025-01-31,GC1,Image,106.25,15685,33.2,0.876
2025-01-31,GC1,LLM chat,1467.72,1330555,458.7,0.857
2025-01-31,GC1,Speech,68.74,15461,21.5,0.919
2025-01-31,GC1,Video,1065.52,4843,333.0,0.883
2025-01-31,GC2,LLM chat,1793.88,1626234,1328.8,0.686
2025-01-31,GC3,Image,159.38,23527,212.5,0.806
2025-01-31,GC3,Speech,160.38,36076,213.8,0.897
2025-02-01,GC1,Image,136.6,20164,42.7,0.885
2025-02-01,GC1,LLM chat,1615.36,1463702,504.8,0.824
2025-02-01,GC1,Speech,88.37,19876,27.6,0.871
2025-02-01,GC1,Video,1369.81,6226,428.1,0.882
2025-02-01,GC2,LLM chat,1974.33,1788969,1462.5,0.692
2025-02-01,GC3,Image,204.9,30246,273.2,0.881
2025-02-01,GC3,Speech,206.19,46378,274.9,0.841
2025-02-02,GC1,Image,135.31,19974,42.3,0.877
2025-02-02,GC1,LLM chat,1553.11,1407162,485.3,0.894
2025-02-02,GC1,Speech,87.53,19689,27.4,0.834
2025-02-02,GC1,Video,1356.89,6168,424.0,0.825
2025-02-02,GC2,LLM chat,1898.25,1719865,1406.1,0.7
2025-02-02,GC3,Image,202.96,29961,270.6,0.891
2025-02-02,GC3,Speech,204.24,45942,272.3,0.837
2025-02-03,GC1,Image,125.0,18452,39.1,0.839
2025-02-03,GC1,LLM chat,1420.11,1286611,443.8,0.833
2025-02-03,GC1,Speech,80.86,18189,25.3,0.838
2025-02-03,GC1,Video,1253.51,5698,391.7,0.915
2025-02-03,GC2,LLM chat,1735.69,1572525,1285.7,0.728
2025-02-03,GC3,Image,187.5,27678,250.0,0.816
2025-02-03,GC3,Speech,188.68,42441,251.6,0.82
2025-02-04,GC1,Image,123.71,18262,38.7,0.843
2025-02-04,GC1,LLM chat,1444.26,1308614,451.3,0.871
2025-02-04,GC1,Speech,80.03,18002,25.0,0.829
2025-02-04,GC1,Video,1240.59,5639,387.7,0.878
2025-02-04,GC2,LLM chat,1765.21,1599418,1307.6,0.673
2025-02-04,GC3,Image,185.57,27392,247.4,0.842
2025-02-04,GC3,Speech,186.74,42004,249.0,0.835
2025-02-05,GC1,Image,125.0,18452,39.1,0.891
2025-02-05,GC1,LLM chat,1492.3,1352239,466.3,0.906
2025-02-05,GC1,Speech,80.86,18189,25.3,0.856
2025-02-05,GC1,Video,1253.51,5698,391.7,0.925
2025-02-05,GC2,LLM chat,1823.92,1652737,1351.1,0.668
2025-02-05,GC3,Image,187.5,27678,250.0,0.803
2025-02-05,GC3,Speech,188.68,42441,251.6,0.845
2025-02-06,GC1,Image,126.29,18642,39.5,0.896
2025-02-06,GC1,LLM chat,1455.19,1318457,454.7,0.901
2025-02-06,GC1,Speech,81.7,18376,25.5,0.863
2025-02-06,GC1,Video,1266.43,5757,395.8,0.884
2025-02-06,GC2,LLM chat,1778.56,1611448,1317.5,0.642
2025-02-06,GC3,Image,189.43,27963,252.6,0.851
2025-02-06,GC3,Speech,190.62,42878,254.2,0.798
2025-02-07,GC1,Image,131.44,19403,41.1,0.88
